"metric" "n_bands" "simulation" "n" "method" "value"
"cv.time.sys.child" "1" "29" "100" "LASSO" NA
"n.cv.par" "1" "29" "100" "LASSO" 20
"lambda" "7" "29" "100" "LASSO" 0.0561291657185592
"lambdar0" "7" "29" "100" "LASSO" 0.95
"kappa" "7" "29" "100" "LASSO" 0
"condnum" "7" "29" "100" "LASSO" 1.70675685889338
"EL" "7" "29" "100" "LASSO" 38.6410731839165
"RMSE" "7" "29" "100" "LASSO" 0.0104497313224744
"F1" "7" "29" "100" "LASSO" 0
"eTPR" "7" "29" "100" "LASSO" 0
"eTNR" "7" "29" "100" "LASSO" 0.998892580287929
"ePPV" "7" "29" "100" "LASSO" 0
"d" "7" "29" "100" "LASSO" 0.000816326530612245
"iters" "7" "29" "100" "LASSO" 2
"time.user.self" "7" "29" "100" "LASSO" 0.0100000000020373
"time.sys.self" "7" "29" "100" "LASSO" 0
"time.elapsed" "7" "29" "100" "LASSO" 0.0200000000004366
"time.user.child" "7" "29" "100" "LASSO" NA
"time.sys.child" "7" "29" "100" "LASSO" NA
"cv.iters" "7" "29" "100" "LASSO" NA
"cv.time.user.self" "7" "29" "100" "LASSO" 0.235100000000093
"cv.time.sys.self" "7" "29" "100" "LASSO" 9.99999999999801e-05
"cv.time.elapsed" "7" "29" "100" "LASSO" 0.234999999999782
"cv.time.user.child" "7" "29" "100" "LASSO" NA
"cv.time.sys.child" "7" "29" "100" "LASSO" NA
"n.cv.par" "7" "29" "100" "LASSO" 20
"lambda" "1" "30" "100" "LASSO" 0.28545770016503
"lambdar0" "1" "30" "100" "LASSO" 0.85
"kappa" "1" "30" "100" "LASSO" 0
"condnum" "1" "30" "100" "LASSO" 37.1609958354835
"EL" "1" "30" "100" "LASSO" 33.1481655257919
"RMSE" "1" "30" "100" "LASSO" 0.00331928497447125
"F1" "1" "30" "100" "LASSO" 0.526315789473684
"eTPR" "1" "30" "100" "LASSO" 0.714285714285714
"eTNR" "1" "30" "100" "LASSO" 0.958333333333333
"ePPV" "1" "30" "100" "LASSO" 0.416666666666667
"d" "1" "30" "100" "LASSO" 0.0685714285714286
"iters" "1" "30" "100" "LASSO" 31
"time.user.self" "1" "30" "100" "LASSO" 0.270000000000437
"time.sys.self" "1" "30" "100" "LASSO" 0
"time.elapsed" "1" "30" "100" "LASSO" 0.269999999998618
"time.user.child" "1" "30" "100" "LASSO" NA
"time.sys.child" "1" "30" "100" "LASSO" NA
"cv.iters" "1" "30" "100" "LASSO" NA
"cv.time.user.self" "1" "30" "100" "LASSO" 0.189300000000112
"cv.time.sys.self" "1" "30" "100" "LASSO" 0.00019999999999996
"cv.time.elapsed" "1" "30" "100" "LASSO" 0.187299999999996
"cv.time.user.child" "1" "30" "100" "LASSO" NA
"cv.time.sys.child" "1" "30" "100" "LASSO" NA
"n.cv.par" "1" "30" "100" "LASSO" 20
"lambda" "7" "30" "100" "LASSO" 0.0559246117876894
"lambdar0" "7" "30" "100" "LASSO" 0.8
"kappa" "7" "30" "100" "LASSO" 0
"condnum" "7" "30" "100" "LASSO" 1.99128567888172
"EL" "7" "30" "100" "LASSO" 37.3496245786032
"RMSE" "7" "30" "100" "LASSO" 0.0105304456772737
"F1" "7" "30" "100" "LASSO" 0.0123456790123457
"eTPR" "7" "30" "100" "LASSO" 0.0062111801242236
"eTNR" "7" "30" "100" "LASSO" 1
"ePPV" "7" "30" "100" "LASSO" 1
"d" "7" "30" "100" "LASSO" 0.00163265306122449
"iters" "7" "30" "100" "LASSO" 4
"time.user.self" "7" "30" "100" "LASSO" 0.0299999999988358
"time.sys.self" "7" "30" "100" "LASSO" 0
"time.elapsed" "7" "30" "100" "LASSO" 0.0299999999988358
"time.user.child" "7" "30" "100" "LASSO" NA
"time.sys.child" "7" "30" "100" "LASSO" NA
"cv.iters" "7" "30" "100" "LASSO" NA
"cv.time.user.self" "7" "30" "100" "LASSO" 0.216999999999898
"cv.time.sys.self" "7" "30" "100" "LASSO" 0.000600000000000023
"cv.time.elapsed" "7" "30" "100" "LASSO" 0.217900000000227
"cv.time.user.child" "7" "30" "100" "LASSO" NA
"cv.time.sys.child" "7" "30" "100" "LASSO" NA
"n.cv.par" "7" "30" "100" "LASSO" 20
"lambda" "1" "21" "250" "LASSO" 0.10895221288937
"lambdar0" "1" "21" "250" "LASSO" 0.4
"kappa" "1" "21" "250" "LASSO" 0
"condnum" "1" "21" "250" "LASSO" 52.1114854345519
"EL" "1" "21" "250" "LASSO" 1.88596846711384
"RMSE" "1" "21" "250" "LASSO" 0.00182940368231396
"F1" "1" "21" "250" "LASSO" 0.313099041533546
"eTPR" "1" "21" "250" "LASSO" 1
"eTNR" "1" "21" "250" "LASSO" 0.817176870748299
"ePPV" "1" "21" "250" "LASSO" 0.185606060606061
"d" "1" "21" "250" "LASSO" 0.215510204081633
"iters" "1" "21" "250" "LASSO" 9
"time.user.self" "1" "21" "250" "LASSO" 0.07000000000005
"time.sys.self" "1" "21" "250" "LASSO" 0
"time.elapsed" "1" "21" "250" "LASSO" 0.0799999999999272
"time.user.child" "1" "21" "250" "LASSO" NA
"time.sys.child" "1" "21" "250" "LASSO" NA
"cv.iters" "1" "21" "250" "LASSO" NA
"cv.time.user.self" "1" "21" "250" "LASSO" 0.120000000000003
"cv.time.sys.self" "1" "21" "250" "LASSO" 9.99999999999979e-05
"cv.time.elapsed" "1" "21" "250" "LASSO" 0.120900000000003
"cv.time.user.child" "1" "21" "250" "LASSO" NA
"cv.time.sys.child" "1" "21" "250" "LASSO" NA
"n.cv.par" "1" "21" "250" "LASSO" 20
"lambda" "7" "21" "250" "LASSO" 0.0203646194745457
"lambdar0" "7" "21" "250" "LASSO" 0.45
"kappa" "7" "21" "250" "LASSO" 0
"condnum" "7" "21" "250" "LASSO" 46.8174431188279
"EL" "7" "21" "250" "LASSO" 3.72959250561106
"RMSE" "7" "21" "250" "LASSO" 0.00761545285646677
"F1" "7" "21" "250" "LASSO" 0.736842105263158
"eTPR" "7" "21" "250" "LASSO" 0.891304347826087
"eTNR" "7" "21" "250" "LASSO" 0.811738648947951
"ePPV" "7" "21" "250" "LASSO" 0.62800875273523
"d" "7" "21" "250" "LASSO" 0.373061224489796
"iters" "7" "21" "250" "LASSO" 16
"time.user.self" "7" "21" "250" "LASSO" 0.139999999999418
"time.sys.self" "7" "21" "250" "LASSO" 0
"time.elapsed" "7" "21" "250" "LASSO" 0.1299999999992
"time.user.child" "7" "21" "250" "LASSO" NA
"time.sys.child" "7" "21" "250" "LASSO" NA
"cv.iters" "7" "21" "250" "LASSO" NA
"cv.time.user.self" "7" "21" "250" "LASSO" 0.169899999999943
"cv.time.sys.self" "7" "21" "250" "LASSO" 0
"cv.time.elapsed" "7" "21" "250" "LASSO" 0.168199999999997
"cv.time.user.child" "7" "21" "250" "LASSO" NA
"cv.time.sys.child" "7" "21" "250" "LASSO" NA
"n.cv.par" "7" "21" "250" "LASSO" 20
"lambda" "1" "22" "250" "LASSO" 0.123442226682333
"lambdar0" "1" "22" "250" "LASSO" 0.45
"kappa" "1" "22" "250" "LASSO" 0
"condnum" "1" "22" "250" "LASSO" 48.148258722662
"EL" "1" "22" "250" "LASSO" 1.87588871807571
"RMSE" "1" "22" "250" "LASSO" 0.00186561591493748
"F1" "1" "22" "250" "LASSO" 0.374045801526718
"eTPR" "1" "22" "250" "LASSO" 1
"eTNR" "1" "22" "250" "LASSO" 0.860544217687075
"ePPV" "1" "22" "250" "LASSO" 0.230046948356808
"d" "1" "22" "250" "LASSO" 0.173877551020408
"iters" "1" "22" "250" "LASSO" 9
"time.user.self" "1" "22" "250" "LASSO" 0.100000000000136
"time.sys.self" "1" "22" "250" "LASSO" 0
"time.elapsed" "1" "22" "250" "LASSO" 0.0899999999999181
"time.user.child" "1" "22" "250" "LASSO" NA
"time.sys.child" "1" "22" "250" "LASSO" NA
"cv.iters" "1" "22" "250" "LASSO" NA
"cv.time.user.self" "1" "22" "250" "LASSO" 0.119699999999996
"cv.time.sys.self" "1" "22" "250" "LASSO" 0.000600000000000005
"cv.time.elapsed" "1" "22" "250" "LASSO" 0.118800000000001
"cv.time.user.child" "1" "22" "250" "LASSO" NA
"cv.time.sys.child" "1" "22" "250" "LASSO" NA
"n.cv.par" "1" "22" "250" "LASSO" 20
"lambda" "7" "22" "250" "LASSO" 0.0217739610383452
"lambdar0" "7" "22" "250" "LASSO" 0.45
"kappa" "7" "22" "250" "LASSO" 0
"condnum" "7" "22" "250" "LASSO" 36.9867208188276
"EL" "7" "22" "250" "LASSO" 3.98048860615815
"RMSE" "7" "22" "250" "LASSO" 0.00784226094511542
"F1" "7" "22" "250" "LASSO" 0.727030625832224
"eTPR" "7" "22" "250" "LASSO" 0.847826086956522
"eTNR" "7" "22" "250" "LASSO" 0.827242524916944
"ePPV" "7" "22" "250" "LASSO" 0.636363636363636
"d" "7" "22" "250" "LASSO" 0.350204081632653
"iters" "7" "22" "250" "LASSO" 13
"time.user.self" "7" "22" "250" "LASSO" 0.110000000000582
"time.sys.self" "7" "22" "250" "LASSO" 0
"time.elapsed" "7" "22" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "22" "250" "LASSO" NA
"time.sys.child" "7" "22" "250" "LASSO" NA
"cv.iters" "7" "22" "250" "LASSO" NA
"cv.time.user.self" "7" "22" "250" "LASSO" 0.132699999999913
"cv.time.sys.self" "7" "22" "250" "LASSO" 0
"cv.time.elapsed" "7" "22" "250" "LASSO" 0.133999999999905
"cv.time.user.child" "7" "22" "250" "LASSO" NA
"cv.time.sys.child" "7" "22" "250" "LASSO" NA
"n.cv.par" "7" "22" "250" "LASSO" 20
"lambda" "1" "23" "250" "LASSO" 0.128788074371541
"lambdar0" "1" "23" "250" "LASSO" 0.45
"kappa" "1" "23" "250" "LASSO" 0
"condnum" "1" "23" "250" "LASSO" 42.2962315830523
"EL" "1" "23" "250" "LASSO" 1.90767459767532
"RMSE" "1" "23" "250" "LASSO" 0.00195091943008237
"F1" "1" "23" "250" "LASSO" 0.371212121212121
"eTPR" "1" "23" "250" "LASSO" 1
"eTNR" "1" "23" "250" "LASSO" 0.858843537414966
"ePPV" "1" "23" "250" "LASSO" 0.227906976744186
"d" "1" "23" "250" "LASSO" 0.175510204081633
"iters" "1" "23" "250" "LASSO" 8
"time.user.self" "1" "23" "250" "LASSO" 0.0599999999999454
"time.sys.self" "1" "23" "250" "LASSO" 0
"time.elapsed" "1" "23" "250" "LASSO" 0.0599999999999454
"time.user.child" "1" "23" "250" "LASSO" NA
"time.sys.child" "1" "23" "250" "LASSO" NA
"cv.iters" "1" "23" "250" "LASSO" NA
"cv.time.user.self" "1" "23" "250" "LASSO" 0.107199999999993
"cv.time.sys.self" "1" "23" "250" "LASSO" 0.000299999999999994
"cv.time.elapsed" "1" "23" "250" "LASSO" 0.1077
"cv.time.user.child" "1" "23" "250" "LASSO" NA
"cv.time.sys.child" "1" "23" "250" "LASSO" NA
"n.cv.par" "1" "23" "250" "LASSO" 20
"lambda" "7" "23" "250" "LASSO" 0.0215855556147877
"lambdar0" "7" "23" "250" "LASSO" 0.5
"kappa" "7" "23" "250" "LASSO" 0
"condnum" "7" "23" "250" "LASSO" 42.2838606308921
"EL" "7" "23" "250" "LASSO" 4.02215151420813
"RMSE" "7" "23" "250" "LASSO" 0.00800172385999166
"F1" "7" "23" "250" "LASSO" 0.72108843537415
"eTPR" "7" "23" "250" "LASSO" 0.822981366459627
"eTNR" "7" "23" "250" "LASSO" 0.83610188261351
"ePPV" "7" "23" "250" "LASSO" 0.641646489104116
"d" "7" "23" "250" "LASSO" 0.337142857142857
"iters" "7" "23" "250" "LASSO" 13
"time.user.self" "7" "23" "250" "LASSO" 0.1299999999992
"time.sys.self" "7" "23" "250" "LASSO" 0
"time.elapsed" "7" "23" "250" "LASSO" 0.130000000001019
"time.user.child" "7" "23" "250" "LASSO" NA
"time.sys.child" "7" "23" "250" "LASSO" NA
"cv.iters" "7" "23" "250" "LASSO" NA
"cv.time.user.self" "7" "23" "250" "LASSO" 0.157499999999873
"cv.time.sys.self" "7" "23" "250" "LASSO" 0
"cv.time.elapsed" "7" "23" "250" "LASSO" 0.158099999999904
"cv.time.user.child" "7" "23" "250" "LASSO" NA
"cv.time.sys.child" "7" "23" "250" "LASSO" NA
"n.cv.par" "7" "23" "250" "LASSO" 20
"lambda" "1" "24" "250" "LASSO" 0.117455802764888
"lambdar0" "1" "24" "250" "LASSO" 0.45
"kappa" "1" "24" "250" "LASSO" 0
"condnum" "1" "24" "250" "LASSO" 46.6432746389664
"EL" "1" "24" "250" "LASSO" 1.72781881457489
"RMSE" "1" "24" "250" "LASSO" 0.00175051650788422
"F1" "1" "24" "250" "LASSO" 0.316129032258064
"eTPR" "1" "24" "250" "LASSO" 1
"eTNR" "1" "24" "250" "LASSO" 0.819727891156463
"ePPV" "1" "24" "250" "LASSO" 0.187739463601533
"d" "1" "24" "250" "LASSO" 0.213061224489796
"iters" "1" "24" "250" "LASSO" 9
"time.user.self" "1" "24" "250" "LASSO" 0.0799999999999272
"time.sys.self" "1" "24" "250" "LASSO" 0
"time.elapsed" "1" "24" "250" "LASSO" 0.0599999999999454
"time.user.child" "1" "24" "250" "LASSO" NA
"time.sys.child" "1" "24" "250" "LASSO" NA
"cv.iters" "1" "24" "250" "LASSO" NA
"cv.time.user.self" "1" "24" "250" "LASSO" 0.107900000000004
"cv.time.sys.self" "1" "24" "250" "LASSO" 0.000199999999999996
"cv.time.elapsed" "1" "24" "250" "LASSO" 0.1098
"cv.time.user.child" "1" "24" "250" "LASSO" NA
"cv.time.sys.child" "1" "24" "250" "LASSO" NA
"n.cv.par" "1" "24" "250" "LASSO" 20
"lambda" "7" "24" "250" "LASSO" 0.0222761824735035
"lambdar0" "7" "24" "250" "LASSO" 0.5
"kappa" "7" "24" "250" "LASSO" 0
"condnum" "7" "24" "250" "LASSO" 36.0094250938879
"EL" "7" "24" "250" "LASSO" 3.77995838414727
"RMSE" "7" "24" "250" "LASSO" 0.00788014037868101
"F1" "7" "24" "250" "LASSO" 0.739310344827586
"eTPR" "7" "24" "250" "LASSO" 0.832298136645963
"eTNR" "7" "24" "250" "LASSO" 0.850498338870432
"ePPV" "7" "24" "250" "LASSO" 0.665012406947891
"d" "7" "24" "250" "LASSO" 0.328979591836735
"iters" "7" "24" "250" "LASSO" 12
"time.user.self" "7" "24" "250" "LASSO" 0.100000000000364
"time.sys.self" "7" "24" "250" "LASSO" 0
"time.elapsed" "7" "24" "250" "LASSO" 0.109999999996944
"time.user.child" "7" "24" "250" "LASSO" NA
"time.sys.child" "7" "24" "250" "LASSO" NA
"cv.iters" "7" "24" "250" "LASSO" NA
"cv.time.user.self" "7" "24" "250" "LASSO" 0.129099999999999
"cv.time.sys.self" "7" "24" "250" "LASSO" 0.000399999999999991
"cv.time.elapsed" "7" "24" "250" "LASSO" 0.129499999999989
"cv.time.user.child" "7" "24" "250" "LASSO" NA
"cv.time.sys.child" "7" "24" "250" "LASSO" NA
"n.cv.par" "7" "24" "250" "LASSO" 20
"lambda" "1" "25" "250" "LASSO" 0.132347678431248
"lambdar0" "1" "25" "250" "LASSO" 0.45
"kappa" "1" "25" "250" "LASSO" 0
"condnum" "1" "25" "250" "LASSO" 53.7964775633024
"EL" "1" "25" "250" "LASSO" 2.05051828211422
"RMSE" "1" "25" "250" "LASSO" 0.0019536100177014
"F1" "1" "25" "250" "LASSO" 0.368421052631579
"eTPR" "1" "25" "250" "LASSO" 1
"eTNR" "1" "25" "250" "LASSO" 0.857142857142857
"ePPV" "1" "25" "250" "LASSO" 0.225806451612903
"d" "1" "25" "250" "LASSO" 0.177142857142857
"iters" "1" "25" "250" "LASSO" 8
"time.user.self" "1" "25" "250" "LASSO" 0.0799999999999272
"time.sys.self" "1" "25" "250" "LASSO" 0
"time.elapsed" "1" "25" "250" "LASSO" 0.069999999999709
"time.user.child" "1" "25" "250" "LASSO" NA
"time.sys.child" "1" "25" "250" "LASSO" NA
"cv.iters" "1" "25" "250" "LASSO" NA
"cv.time.user.self" "1" "25" "250" "LASSO" 0.118799999999928
"cv.time.sys.self" "1" "25" "250" "LASSO" 0.000199999999999996
"cv.time.elapsed" "1" "25" "250" "LASSO" 0.119800000000005
"cv.time.user.child" "1" "25" "250" "LASSO" NA
"cv.time.sys.child" "1" "25" "250" "LASSO" NA
"n.cv.par" "1" "25" "250" "LASSO" 20
"lambda" "7" "25" "250" "LASSO" 0.022756949042374
"lambdar0" "7" "25" "250" "LASSO" 0.5
"kappa" "7" "25" "250" "LASSO" 0
"condnum" "7" "25" "250" "LASSO" 42.0500395660347
"EL" "7" "25" "250" "LASSO" 4.3208339186595
"RMSE" "7" "25" "250" "LASSO" 0.00816254421710009
"F1" "7" "25" "250" "LASSO" 0.733624454148472
"eTPR" "7" "25" "250" "LASSO" 0.782608695652174
"eTNR" "7" "25" "250" "LASSO" 0.874861572535991
"ePPV" "7" "25" "250" "LASSO" 0.69041095890411
"d" "7" "25" "250" "LASSO" 0.297959183673469
"iters" "7" "25" "250" "LASSO" 14
"time.user.self" "7" "25" "250" "LASSO" 0.130000000001019
"time.sys.self" "7" "25" "250" "LASSO" 0
"time.elapsed" "7" "25" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "25" "250" "LASSO" NA
"time.sys.child" "7" "25" "250" "LASSO" NA
"cv.iters" "7" "25" "250" "LASSO" NA
"cv.time.user.self" "7" "25" "250" "LASSO" 0.151400000000249
"cv.time.sys.self" "7" "25" "250" "LASSO" 0.000300000000000011
"cv.time.elapsed" "7" "25" "250" "LASSO" 0.152200000000048
"cv.time.user.child" "7" "25" "250" "LASSO" NA
"cv.time.sys.child" "7" "25" "250" "LASSO" NA
"n.cv.par" "7" "25" "250" "LASSO" 20
"lambda" "1" "26" "250" "LASSO" 0.124380530165137
"lambdar0" "1" "26" "250" "LASSO" 0.45
"kappa" "1" "26" "250" "LASSO" 0
"condnum" "1" "26" "250" "LASSO" 58.6203682317388
"EL" "1" "26" "250" "LASSO" 1.93336847177515
"RMSE" "1" "26" "250" "LASSO" 0.00185831781533402
"F1" "1" "26" "250" "LASSO" 0.334470989761092
"eTPR" "1" "26" "250" "LASSO" 1
"eTNR" "1" "26" "250" "LASSO" 0.834183673469388
"ePPV" "1" "26" "250" "LASSO" 0.200819672131148
"d" "1" "26" "250" "LASSO" 0.199183673469388
"iters" "1" "26" "250" "LASSO" 9
"time.user.self" "1" "26" "250" "LASSO" 0.0799999999999272
"time.sys.self" "1" "26" "250" "LASSO" 0
"time.elapsed" "1" "26" "250" "LASSO" 0.100000000000364
"time.user.child" "1" "26" "250" "LASSO" NA
"time.sys.child" "1" "26" "250" "LASSO" NA
"cv.iters" "1" "26" "250" "LASSO" NA
"cv.time.user.self" "1" "26" "250" "LASSO" 0.114500000000025
"cv.time.sys.self" "1" "26" "250" "LASSO" 0.000100000000000016
"cv.time.elapsed" "1" "26" "250" "LASSO" 0.114600000000073
"cv.time.user.child" "1" "26" "250" "LASSO" NA
"cv.time.sys.child" "1" "26" "250" "LASSO" NA
"n.cv.par" "1" "26" "250" "LASSO" 20
"lambda" "7" "26" "250" "LASSO" 0.0222252599124713
"lambdar0" "7" "26" "250" "LASSO" 0.45
"kappa" "7" "26" "250" "LASSO" 0
"condnum" "7" "26" "250" "LASSO" 38.9697264478948
"EL" "7" "26" "250" "LASSO" 3.5912769311612
"RMSE" "7" "26" "250" "LASSO" 0.00772712495132354
"F1" "7" "26" "250" "LASSO" 0.767123287671233
"eTPR" "7" "26" "250" "LASSO" 0.869565217391304
"eTNR" "7" "26" "250" "LASSO" 0.858250276854928
"ePPV" "7" "26" "250" "LASSO" 0.686274509803922
"d" "7" "26" "250" "LASSO" 0.333061224489796
"iters" "7" "26" "250" "LASSO" 13
"time.user.self" "7" "26" "250" "LASSO" 0.110000000000582
"time.sys.self" "7" "26" "250" "LASSO" 0
"time.elapsed" "7" "26" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "26" "250" "LASSO" NA
"time.sys.child" "7" "26" "250" "LASSO" NA
"cv.iters" "7" "26" "250" "LASSO" NA
"cv.time.user.self" "7" "26" "250" "LASSO" 0.14260000000013
"cv.time.sys.self" "7" "26" "250" "LASSO" 0
"cv.time.elapsed" "7" "26" "250" "LASSO" 0.141399999999885
"cv.time.user.child" "7" "26" "250" "LASSO" NA
"cv.time.sys.child" "7" "26" "250" "LASSO" NA
"n.cv.par" "7" "26" "250" "LASSO" 20
"lambda" "1" "27" "250" "LASSO" 0.123964986349871
"lambdar0" "1" "27" "250" "LASSO" 0.45
"kappa" "1" "27" "250" "LASSO" 0
"condnum" "1" "27" "250" "LASSO" 47.5850838847968
"EL" "1" "27" "250" "LASSO" 1.76166811847443
"RMSE" "1" "27" "250" "LASSO" 0.00182271809850673
"F1" "1" "27" "250" "LASSO" 0.352517985611511
"eTPR" "1" "27" "250" "LASSO" 1
"eTNR" "1" "27" "250" "LASSO" 0.846938775510204
"ePPV" "1" "27" "250" "LASSO" 0.213973799126638
"d" "1" "27" "250" "LASSO" 0.186938775510204
"iters" "1" "27" "250" "LASSO" 9
"time.user.self" "1" "27" "250" "LASSO" 0.069999999999709
"time.sys.self" "1" "27" "250" "LASSO" 0
"time.elapsed" "1" "27" "250" "LASSO" 0.0700000000006185
"time.user.child" "1" "27" "250" "LASSO" NA
"time.sys.child" "1" "27" "250" "LASSO" NA
"cv.iters" "1" "27" "250" "LASSO" NA
"cv.time.user.self" "1" "27" "250" "LASSO" 0.112199999999993
"cv.time.sys.self" "1" "27" "250" "LASSO" 0.000199999999999996
"cv.time.elapsed" "1" "27" "250" "LASSO" 0.113599999999951
"cv.time.user.child" "1" "27" "250" "LASSO" NA
"cv.time.sys.child" "1" "27" "250" "LASSO" NA
"n.cv.par" "1" "27" "250" "LASSO" 20
"lambda" "7" "27" "250" "LASSO" 0.0237285985186904
"lambdar0" "7" "27" "250" "LASSO" 0.5
"kappa" "7" "27" "250" "LASSO" 0
"condnum" "7" "27" "250" "LASSO" 34.3734831052519
"EL" "7" "27" "250" "LASSO" 4.43609299882938
"RMSE" "7" "27" "250" "LASSO" 0.00821623905642697
"F1" "7" "27" "250" "LASSO" 0.735766423357664
"eTPR" "7" "27" "250" "LASSO" 0.782608695652174
"eTNR" "7" "27" "250" "LASSO" 0.877076411960133
"ePPV" "7" "27" "250" "LASSO" 0.694214876033058
"d" "7" "27" "250" "LASSO" 0.296326530612245
"iters" "7" "27" "250" "LASSO" 12
"time.user.self" "7" "27" "250" "LASSO" 0.130000000001019
"time.sys.self" "7" "27" "250" "LASSO" 0
"time.elapsed" "7" "27" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "27" "250" "LASSO" NA
"time.sys.child" "7" "27" "250" "LASSO" NA
"cv.iters" "7" "27" "250" "LASSO" NA
"cv.time.user.self" "7" "27" "250" "LASSO" 0.134200000000055
"cv.time.sys.self" "7" "27" "250" "LASSO" 0.000200000000000031
"cv.time.elapsed" "7" "27" "250" "LASSO" 0.134799999999959
"cv.time.user.child" "7" "27" "250" "LASSO" NA
"cv.time.sys.child" "7" "27" "250" "LASSO" NA
"n.cv.par" "7" "27" "250" "LASSO" 20
"lambda" "1" "28" "250" "LASSO" 0.117395961672558
"lambdar0" "1" "28" "250" "LASSO" 0.4
"kappa" "1" "28" "250" "LASSO" 0
"condnum" "1" "28" "250" "LASSO" 48.1401108015567
"EL" "1" "28" "250" "LASSO" 2.04009325540517
"RMSE" "1" "28" "250" "LASSO" 0.00187629442179604
"F1" "1" "28" "250" "LASSO" 0.322368421052632
"eTPR" "1" "28" "250" "LASSO" 1
"eTNR" "1" "28" "250" "LASSO" 0.824829931972789
"ePPV" "1" "28" "250" "LASSO" 0.192156862745098
"d" "1" "28" "250" "LASSO" 0.208163265306122
"iters" "1" "28" "250" "LASSO" 9
"time.user.self" "1" "28" "250" "LASSO" 0.0900000000001455
"time.sys.self" "1" "28" "250" "LASSO" 0
"time.elapsed" "1" "28" "250" "LASSO" 0.0999999999994543
"time.user.child" "1" "28" "250" "LASSO" NA
"time.sys.child" "1" "28" "250" "LASSO" NA
"cv.iters" "1" "28" "250" "LASSO" NA
"cv.time.user.self" "1" "28" "250" "LASSO" 0.115599999999995
"cv.time.sys.self" "1" "28" "250" "LASSO" 0.000600000000000023
"cv.time.elapsed" "1" "28" "250" "LASSO" 0.116399999999949
"cv.time.user.child" "1" "28" "250" "LASSO" NA
"cv.time.sys.child" "1" "28" "250" "LASSO" NA
"n.cv.par" "1" "28" "250" "LASSO" 20
"lambda" "7" "28" "250" "LASSO" 0.0218804803137611
"lambdar0" "7" "28" "250" "LASSO" 0.45
"kappa" "7" "28" "250" "LASSO" 0
"condnum" "7" "28" "250" "LASSO" 32.6168476689377
"EL" "7" "28" "250" "LASSO" 4.01592479862764
"RMSE" "7" "28" "250" "LASSO" 0.00797536360087766
"F1" "7" "28" "250" "LASSO" 0.742778541953232
"eTPR" "7" "28" "250" "LASSO" 0.838509316770186
"eTNR" "7" "28" "250" "LASSO" 0.850498338870432
"ePPV" "7" "28" "250" "LASSO" 0.666666666666667
"d" "7" "28" "250" "LASSO" 0.330612244897959
"iters" "7" "28" "250" "LASSO" 12
"time.user.self" "7" "28" "250" "LASSO" 0.110000000000582
"time.sys.self" "7" "28" "250" "LASSO" 0
"time.elapsed" "7" "28" "250" "LASSO" 0.109999999996944
"time.user.child" "7" "28" "250" "LASSO" NA
"time.sys.child" "7" "28" "250" "LASSO" NA
"cv.iters" "7" "28" "250" "LASSO" NA
"cv.time.user.self" "7" "28" "250" "LASSO" 0.125999999999949
"cv.time.sys.self" "7" "28" "250" "LASSO" 0.000200000000000031
"cv.time.elapsed" "7" "28" "250" "LASSO" 0.127300000000214
"cv.time.user.child" "7" "28" "250" "LASSO" NA
"cv.time.sys.child" "7" "28" "250" "LASSO" NA
"n.cv.par" "7" "28" "250" "LASSO" 20
"lambda" "1" "29" "250" "LASSO" 0.129837343023642
"lambdar0" "1" "29" "250" "LASSO" 0.5
"kappa" "1" "29" "250" "LASSO" 0
"condnum" "1" "29" "250" "LASSO" 47.925171612356
"EL" "1" "29" "250" "LASSO" 1.84004535374909
"RMSE" "1" "29" "250" "LASSO" 0.00188101712475162
"F1" "1" "29" "250" "LASSO" 0.357664233576642
"eTPR" "1" "29" "250" "LASSO" 1
"eTNR" "1" "29" "250" "LASSO" 0.850340136054422
"ePPV" "1" "29" "250" "LASSO" 0.217777777777778
"d" "1" "29" "250" "LASSO" 0.183673469387755
"iters" "1" "29" "250" "LASSO" 8
"time.user.self" "1" "29" "250" "LASSO" 0.0600000000004002
"time.sys.self" "1" "29" "250" "LASSO" 0
"time.elapsed" "1" "29" "250" "LASSO" 0.0600000000013097
"time.user.child" "1" "29" "250" "LASSO" NA
"time.sys.child" "1" "29" "250" "LASSO" NA
"cv.iters" "1" "29" "250" "LASSO" NA
"cv.time.user.self" "1" "29" "250" "LASSO" 0.102099999999982
"cv.time.sys.self" "1" "29" "250" "LASSO" 0
"cv.time.elapsed" "1" "29" "250" "LASSO" 0.103500000000085
"cv.time.user.child" "1" "29" "250" "LASSO" NA
"cv.time.sys.child" "1" "29" "250" "LASSO" NA
"n.cv.par" "1" "29" "250" "LASSO" 20
"lambda" "7" "29" "250" "LASSO" 0.0240376360215698
"lambdar0" "7" "29" "250" "LASSO" 0.5
"kappa" "7" "29" "250" "LASSO" 0
"condnum" "7" "29" "250" "LASSO" 35.8479736625787
"EL" "7" "29" "250" "LASSO" 4.35325537537446
"RMSE" "7" "29" "250" "LASSO" 0.00807752380921585
"F1" "7" "29" "250" "LASSO" 0.758720930232558
"eTPR" "7" "29" "250" "LASSO" 0.81055900621118
"eTNR" "7" "29" "250" "LASSO" 0.883720930232558
