"metric" "n_bands" "simulation" "p" "method" "value"
"cv.time.user.self" "10" "4" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "4" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "4" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "4" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "4" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "4" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "4" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "4" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "4" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "4" "200" "LASSO" 1e-04
"n.cv.par" "10" "4" "200" "LASSO" 1e-04
"lambda" "10" "5" "200" "LASSO" 1e-04
"lambdar0" "10" "5" "200" "LASSO" 1e-04
"kappa" "10" "5" "200" "LASSO" 1e-04
"condnum" "10" "5" "200" "LASSO" 1e-04
"EL" "10" "5" "200" "LASSO" 1e-04
"RMSE" "10" "5" "200" "LASSO" 1e-04
"F1" "10" "5" "200" "LASSO" 1e-04
"eTPR" "10" "5" "200" "LASSO" 1e-04
"eTNR" "10" "5" "200" "LASSO" 1e-04
"ePPV" "10" "5" "200" "LASSO" 1e-04
"d" "10" "5" "200" "LASSO" 1e-04
"iters" "10" "5" "200" "LASSO" 1e-04
"time.user.self" "10" "5" "200" "LASSO" 1e-04
"time.sys.self" "10" "5" "200" "LASSO" 1e-04
"time.elapsed" "10" "5" "200" "LASSO" 1e-04
"time.user.child" "10" "5" "200" "LASSO" 1e-04
"time.sys.child" "10" "5" "200" "LASSO" 1e-04
"cv.iters" "10" "5" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "5" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "5" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "5" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "5" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "5" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "5" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "5" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "5" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "5" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "5" "200" "LASSO" 1e-04
"n.cv.par" "10" "5" "200" "LASSO" 1e-04
"lambda" "10" "6" "200" "LASSO" 1e-04
"lambdar0" "10" "6" "200" "LASSO" 1e-04
"kappa" "10" "6" "200" "LASSO" 1e-04
"condnum" "10" "6" "200" "LASSO" 1e-04
"EL" "10" "6" "200" "LASSO" 1e-04
"RMSE" "10" "6" "200" "LASSO" 1e-04
"F1" "10" "6" "200" "LASSO" 1e-04
"eTPR" "10" "6" "200" "LASSO" 1e-04
"eTNR" "10" "6" "200" "LASSO" 1e-04
"ePPV" "10" "6" "200" "LASSO" 1e-04
"d" "10" "6" "200" "LASSO" 1e-04
"iters" "10" "6" "200" "LASSO" 1e-04
"time.user.self" "10" "6" "200" "LASSO" 1e-04
"time.sys.self" "10" "6" "200" "LASSO" 1e-04
"time.elapsed" "10" "6" "200" "LASSO" 1e-04
"time.user.child" "10" "6" "200" "LASSO" 1e-04
"time.sys.child" "10" "6" "200" "LASSO" 1e-04
"cv.iters" "10" "6" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "6" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "6" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "6" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "6" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "6" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "6" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "6" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "6" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "6" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "6" "200" "LASSO" 1e-04
"n.cv.par" "10" "6" "200" "LASSO" 1e-04
"lambda" "10" "7" "200" "LASSO" 1e-04
"lambdar0" "10" "7" "200" "LASSO" 1e-04
"kappa" "10" "7" "200" "LASSO" 1e-04
"condnum" "10" "7" "200" "LASSO" 1e-04
"EL" "10" "7" "200" "LASSO" 1e-04
"RMSE" "10" "7" "200" "LASSO" 1e-04
"F1" "10" "7" "200" "LASSO" 1e-04
"eTPR" "10" "7" "200" "LASSO" 1e-04
"eTNR" "10" "7" "200" "LASSO" 1e-04
"ePPV" "10" "7" "200" "LASSO" 1e-04
"d" "10" "7" "200" "LASSO" 1e-04
"iters" "10" "7" "200" "LASSO" 1e-04
"time.user.self" "10" "7" "200" "LASSO" 1e-04
"time.sys.self" "10" "7" "200" "LASSO" 1e-04
"time.elapsed" "10" "7" "200" "LASSO" 1e-04
"time.user.child" "10" "7" "200" "LASSO" 1e-04
"time.sys.child" "10" "7" "200" "LASSO" 1e-04
"cv.iters" "10" "7" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "7" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "7" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "7" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "7" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "7" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "7" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "7" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "7" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "7" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "7" "200" "LASSO" 1e-04
"n.cv.par" "10" "7" "200" "LASSO" 1e-04
"lambda" "10" "8" "200" "LASSO" 1e-04
"lambdar0" "10" "8" "200" "LASSO" 1e-04
"kappa" "10" "8" "200" "LASSO" 1e-04
"condnum" "10" "8" "200" "LASSO" 1e-04
"EL" "10" "8" "200" "LASSO" 1e-04
"RMSE" "10" "8" "200" "LASSO" 1e-04
"F1" "10" "8" "200" "LASSO" 1e-04
"eTPR" "10" "8" "200" "LASSO" 1e-04
"eTNR" "10" "8" "200" "LASSO" 1e-04
"ePPV" "10" "8" "200" "LASSO" 1e-04
"d" "10" "8" "200" "LASSO" 1e-04
"iters" "10" "8" "200" "LASSO" 1e-04
"time.user.self" "10" "8" "200" "LASSO" 1e-04
"time.sys.self" "10" "8" "200" "LASSO" 1e-04
"time.elapsed" "10" "8" "200" "LASSO" 1e-04
"time.user.child" "10" "8" "200" "LASSO" 1e-04
"time.sys.child" "10" "8" "200" "LASSO" 1e-04
"cv.iters" "10" "8" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "8" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "8" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "8" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "8" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "8" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "8" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "8" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "8" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "8" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "8" "200" "LASSO" 1e-04
"n.cv.par" "10" "8" "200" "LASSO" 1e-04
"lambda" "10" "9" "200" "LASSO" 1e-04
"lambdar0" "10" "9" "200" "LASSO" 1e-04
"kappa" "10" "9" "200" "LASSO" 1e-04
"condnum" "10" "9" "200" "LASSO" 1e-04
"EL" "10" "9" "200" "LASSO" 1e-04
"RMSE" "10" "9" "200" "LASSO" 1e-04
"F1" "10" "9" "200" "LASSO" 1e-04
"eTPR" "10" "9" "200" "LASSO" 1e-04
"eTNR" "10" "9" "200" "LASSO" 1e-04
"ePPV" "10" "9" "200" "LASSO" 1e-04
"d" "10" "9" "200" "LASSO" 1e-04
"iters" "10" "9" "200" "LASSO" 1e-04
"time.user.self" "10" "9" "200" "LASSO" 1e-04
"time.sys.self" "10" "9" "200" "LASSO" 1e-04
"time.elapsed" "10" "9" "200" "LASSO" 1e-04
"time.user.child" "10" "9" "200" "LASSO" 1e-04
"time.sys.child" "10" "9" "200" "LASSO" 1e-04
"cv.iters" "10" "9" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "9" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "9" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "9" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "9" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "9" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "9" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "9" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "9" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "9" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "9" "200" "LASSO" 1e-04
"n.cv.par" "10" "9" "200" "LASSO" 1e-04
"lambda" "10" "10" "200" "LASSO" 1e-04
"lambdar0" "10" "10" "200" "LASSO" 1e-04
"kappa" "10" "10" "200" "LASSO" 1e-04
"condnum" "10" "10" "200" "LASSO" 1e-04
"EL" "10" "10" "200" "LASSO" 1e-04
"RMSE" "10" "10" "200" "LASSO" 1e-04
"F1" "10" "10" "200" "LASSO" 1e-04
"eTPR" "10" "10" "200" "LASSO" 1e-04
"eTNR" "10" "10" "200" "LASSO" 1e-04
"ePPV" "10" "10" "200" "LASSO" 1e-04
"d" "10" "10" "200" "LASSO" 1e-04
"iters" "10" "10" "200" "LASSO" 1e-04
"time.user.self" "10" "10" "200" "LASSO" 1e-04
"time.sys.self" "10" "10" "200" "LASSO" 1e-04
"time.elapsed" "10" "10" "200" "LASSO" 1e-04
"time.user.child" "10" "10" "200" "LASSO" 1e-04
"time.sys.child" "10" "10" "200" "LASSO" 1e-04
"cv.iters" "10" "10" "200" "LASSO" 1e-04
"cv.time.user.self" "10" "10" "200" "LASSO" 1e-04
"cv.time.sys.self" "10" "10" "200" "LASSO" 1e-04
"cv.time.elapsed" "10" "10" "200" "LASSO" 1e-04
"cv.time.user.child" "10" "10" "200" "LASSO" 1e-04
"cv.time.sys.child" "10" "10" "200" "LASSO" 1e-04
"cv.all.time.user.self" "10" "10" "200" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "10" "200" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "10" "200" "LASSO" 1e-04
"cv.all.time.user.child" "10" "10" "200" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "10" "200" "LASSO" 1e-04
"n.cv.par" "10" "10" "200" "LASSO" 1e-04
"lambda" "10" "1" "25" "LRIDGE" 0
"lambdar0" "10" "1" "25" "LRIDGE" 0
"kappa" "10" "1" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "1" "25" "LRIDGE" 22.5095602658507
"EL" "10" "1" "25" "LRIDGE" 0.116162759504057
"RMSE" "10" "1" "25" "LRIDGE" 0.00530472940632521
"F1" "10" "1" "25" "LRIDGE" 1
"eTPR" "10" "1" "25" "LRIDGE" 1
"eTNR" "10" "1" "25" "LRIDGE" 1
"ePPV" "10" "1" "25" "LRIDGE" 1
"d" "10" "1" "25" "LRIDGE" 0.65
"iters" "10" "1" "25" "LRIDGE" 13
"time.user.self" "10" "1" "25" "LRIDGE" 0.0100000000000193
"time.sys.self" "10" "1" "25" "LRIDGE" 0
"time.elapsed" "10" "1" "25" "LRIDGE" 0.00999999999999091
"time.user.child" "10" "1" "25" "LRIDGE" NA
"time.sys.child" "10" "1" "25" "LRIDGE" NA
"cv.iters" "10" "1" "25" "LRIDGE" 7.05876288659794
"cv.time.user.self" "10" "1" "25" "LRIDGE" 0.0054742268041238
"cv.time.sys.self" "10" "1" "25" "LRIDGE" 3.6082474226804e-05
"cv.time.elapsed" "10" "1" "25" "LRIDGE" 0.00622164948453601
"cv.time.user.child" "10" "1" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "1" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "1" "25" "LRIDGE" 0.0054742268041238
"cv.all.time.sys.self" "10" "1" "25" "LRIDGE" 3.6082474226804e-05
"cv.all.time.elapsed" "10" "1" "25" "LRIDGE" 0.00622164948453601
"cv.all.time.user.child" "10" "1" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "1" "25" "LRIDGE" NA
"n.cv.par" "10" "1" "25" "LRIDGE" 388
"lambda" "10" "2" "25" "LRIDGE" 0
"lambdar0" "10" "2" "25" "LRIDGE" 0
"kappa" "10" "2" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "2" "25" "LRIDGE" 22.4318987529241
"EL" "10" "2" "25" "LRIDGE" 0.119205366147678
"RMSE" "10" "2" "25" "LRIDGE" 0.0055740950900962
"F1" "10" "2" "25" "LRIDGE" 1
"eTPR" "10" "2" "25" "LRIDGE" 1
"eTNR" "10" "2" "25" "LRIDGE" 1
"ePPV" "10" "2" "25" "LRIDGE" 1
"d" "10" "2" "25" "LRIDGE" 0.65
"iters" "10" "2" "25" "LRIDGE" 13
"time.user.self" "10" "2" "25" "LRIDGE" 0
"time.sys.self" "10" "2" "25" "LRIDGE" 0
"time.elapsed" "10" "2" "25" "LRIDGE" 0.00999999999999091
"time.user.child" "10" "2" "25" "LRIDGE" NA
"time.sys.child" "10" "2" "25" "LRIDGE" NA
"cv.iters" "10" "2" "25" "LRIDGE" 7.05076923076923
"cv.time.user.self" "10" "2" "25" "LRIDGE" 0.00553333333333299
"cv.time.sys.self" "10" "2" "25" "LRIDGE" 2.05128205128201e-05
"cv.time.elapsed" "10" "2" "25" "LRIDGE" 0.00555384615384609
"cv.time.user.child" "10" "2" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "2" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "2" "25" "LRIDGE" 0.00553333333333299
"cv.all.time.sys.self" "10" "2" "25" "LRIDGE" 2.05128205128201e-05
"cv.all.time.elapsed" "10" "2" "25" "LRIDGE" 0.00555384615384609
"cv.all.time.user.child" "10" "2" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "2" "25" "LRIDGE" NA
"n.cv.par" "10" "2" "25" "LRIDGE" 390
"lambda" "10" "3" "25" "LRIDGE" 0
"lambdar0" "10" "3" "25" "LRIDGE" 0
"kappa" "10" "3" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "3" "25" "LRIDGE" 24.2989547694162
"EL" "10" "3" "25" "LRIDGE" 0.10029380998925
"RMSE" "10" "3" "25" "LRIDGE" 0.00536169705042588
"F1" "10" "3" "25" "LRIDGE" 1
"eTPR" "10" "3" "25" "LRIDGE" 1
"eTNR" "10" "3" "25" "LRIDGE" 1
"ePPV" "10" "3" "25" "LRIDGE" 1
"d" "10" "3" "25" "LRIDGE" 0.65
"iters" "10" "3" "25" "LRIDGE" 14
"time.user.self" "10" "3" "25" "LRIDGE" 0.00999999999999091
"time.sys.self" "10" "3" "25" "LRIDGE" 0
"time.elapsed" "10" "3" "25" "LRIDGE" 0.0199999999999818
"time.user.child" "10" "3" "25" "LRIDGE" NA
"time.sys.child" "10" "3" "25" "LRIDGE" NA
"cv.iters" "10" "3" "25" "LRIDGE" 7.32875318066158
"cv.time.user.self" "10" "3" "25" "LRIDGE" 0.00703816793893178
"cv.time.sys.self" "10" "3" "25" "LRIDGE" 0.000193384223918575
"cv.time.elapsed" "10" "3" "25" "LRIDGE" 0.00989821882951789
"cv.time.user.child" "10" "3" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "3" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "3" "25" "LRIDGE" 0.00703816793893178
"cv.all.time.sys.self" "10" "3" "25" "LRIDGE" 0.000193384223918575
"cv.all.time.elapsed" "10" "3" "25" "LRIDGE" 0.00989821882951789
"cv.all.time.user.child" "10" "3" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "3" "25" "LRIDGE" NA
"n.cv.par" "10" "3" "25" "LRIDGE" 393
"lambda" "10" "4" "25" "LRIDGE" 0
"lambdar0" "10" "4" "25" "LRIDGE" 0
"kappa" "10" "4" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "4" "25" "LRIDGE" 22.04694779864
"EL" "10" "4" "25" "LRIDGE" 0.116775433521823
"RMSE" "10" "4" "25" "LRIDGE" 0.00541637894223152
"F1" "10" "4" "25" "LRIDGE" 1
"eTPR" "10" "4" "25" "LRIDGE" 1
"eTNR" "10" "4" "25" "LRIDGE" 1
"ePPV" "10" "4" "25" "LRIDGE" 1
"d" "10" "4" "25" "LRIDGE" 0.65
"iters" "10" "4" "25" "LRIDGE" 12
"time.user.self" "10" "4" "25" "LRIDGE" 0.0199999999999818
"time.sys.self" "10" "4" "25" "LRIDGE" 0
"time.elapsed" "10" "4" "25" "LRIDGE" 0.00999999999999091
"time.user.child" "10" "4" "25" "LRIDGE" NA
"time.sys.child" "10" "4" "25" "LRIDGE" NA
"cv.iters" "10" "4" "25" "LRIDGE" 6.70704960835509
"cv.time.user.self" "10" "4" "25" "LRIDGE" 0.00558746736292401
"cv.time.sys.self" "10" "4" "25" "LRIDGE" 5.22193211488221e-05
"cv.time.elapsed" "10" "4" "25" "LRIDGE" 0.00630809399477785
"cv.time.user.child" "10" "4" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "4" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "4" "25" "LRIDGE" 0.00558746736292401
"cv.all.time.sys.self" "10" "4" "25" "LRIDGE" 5.22193211488221e-05
"cv.all.time.elapsed" "10" "4" "25" "LRIDGE" 0.00630809399477785
"cv.all.time.user.child" "10" "4" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "4" "25" "LRIDGE" NA
"n.cv.par" "10" "4" "25" "LRIDGE" 383
"lambda" "10" "5" "25" "LRIDGE" 0
"lambdar0" "10" "5" "25" "LRIDGE" 0
"kappa" "10" "5" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "5" "25" "LRIDGE" 22.9420115565591
"EL" "10" "5" "25" "LRIDGE" 0.11060485060754
"RMSE" "10" "5" "25" "LRIDGE" 0.00544263368826223
"F1" "10" "5" "25" "LRIDGE" 1
"eTPR" "10" "5" "25" "LRIDGE" 1
"eTNR" "10" "5" "25" "LRIDGE" 1
"ePPV" "10" "5" "25" "LRIDGE" 1
"d" "10" "5" "25" "LRIDGE" 0.65
"iters" "10" "5" "25" "LRIDGE" 13
"time.user.self" "10" "5" "25" "LRIDGE" 0.00999999999999091
"time.sys.self" "10" "5" "25" "LRIDGE" 0
"time.elapsed" "10" "5" "25" "LRIDGE" 0.00999999999999091
"time.user.child" "10" "5" "25" "LRIDGE" NA
"time.sys.child" "10" "5" "25" "LRIDGE" NA
"cv.iters" "10" "5" "25" "LRIDGE" 6.78652849740933
"cv.time.user.self" "10" "5" "25" "LRIDGE" 0.00645077720207221
"cv.time.sys.self" "10" "5" "25" "LRIDGE" 0.000290155440414511
"cv.time.elapsed" "10" "5" "25" "LRIDGE" 0.00892746113989597
"cv.time.user.child" "10" "5" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "5" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "5" "25" "LRIDGE" 0.00645077720207221
"cv.all.time.sys.self" "10" "5" "25" "LRIDGE" 0.000290155440414511
"cv.all.time.elapsed" "10" "5" "25" "LRIDGE" 0.00892746113989597
"cv.all.time.user.child" "10" "5" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "5" "25" "LRIDGE" NA
"n.cv.par" "10" "5" "25" "LRIDGE" 386
"lambda" "10" "6" "25" "LRIDGE" 0
"lambdar0" "10" "6" "25" "LRIDGE" 0
"kappa" "10" "6" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "6" "25" "LRIDGE" 20.8456690454178
"EL" "10" "6" "25" "LRIDGE" 0.124190181837875
"RMSE" "10" "6" "25" "LRIDGE" 0.00578684875177736
"F1" "10" "6" "25" "LRIDGE" 1
"eTPR" "10" "6" "25" "LRIDGE" 1
"eTNR" "10" "6" "25" "LRIDGE" 1
"ePPV" "10" "6" "25" "LRIDGE" 1
"d" "10" "6" "25" "LRIDGE" 0.65
"iters" "10" "6" "25" "LRIDGE" 12
"time.user.self" "10" "6" "25" "LRIDGE" 0.0199999999999818
"time.sys.self" "10" "6" "25" "LRIDGE" 0
"time.elapsed" "10" "6" "25" "LRIDGE" 0.0199999999999818
"time.user.child" "10" "6" "25" "LRIDGE" NA
"time.sys.child" "10" "6" "25" "LRIDGE" NA
"cv.iters" "10" "6" "25" "LRIDGE" 6.88917525773196
"cv.time.user.self" "10" "6" "25" "LRIDGE" 0.00474742268041134
"cv.time.sys.self" "10" "6" "25" "LRIDGE" 1.54639175257738e-05
"cv.time.elapsed" "10" "6" "25" "LRIDGE" 0.004463917525773
"cv.time.user.child" "10" "6" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "6" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "6" "25" "LRIDGE" 0.00474742268041134
"cv.all.time.sys.self" "10" "6" "25" "LRIDGE" 1.54639175257738e-05
"cv.all.time.elapsed" "10" "6" "25" "LRIDGE" 0.004463917525773
"cv.all.time.user.child" "10" "6" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "6" "25" "LRIDGE" NA
"n.cv.par" "10" "6" "25" "LRIDGE" 388
"lambda" "10" "7" "25" "LRIDGE" 0
"lambdar0" "10" "7" "25" "LRIDGE" 0
"kappa" "10" "7" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "7" "25" "LRIDGE" 23.5229920250556
"EL" "10" "7" "25" "LRIDGE" 0.127475817503683
"RMSE" "10" "7" "25" "LRIDGE" 0.00549410530654285
"F1" "10" "7" "25" "LRIDGE" 1
"eTPR" "10" "7" "25" "LRIDGE" 1
"eTNR" "10" "7" "25" "LRIDGE" 1
"ePPV" "10" "7" "25" "LRIDGE" 1
"d" "10" "7" "25" "LRIDGE" 0.65
"iters" "10" "7" "25" "LRIDGE" 13
"time.user.self" "10" "7" "25" "LRIDGE" 0
"time.sys.self" "10" "7" "25" "LRIDGE" 0
"time.elapsed" "10" "7" "25" "LRIDGE" 0
"time.user.child" "10" "7" "25" "LRIDGE" NA
"time.sys.child" "10" "7" "25" "LRIDGE" NA
"cv.iters" "10" "7" "25" "LRIDGE" 6.52410256410256
"cv.time.user.self" "10" "7" "25" "LRIDGE" 0.00522051282051134
"cv.time.sys.self" "10" "7" "25" "LRIDGE" 0
"cv.time.elapsed" "10" "7" "25" "LRIDGE" 0.00548205128205014
"cv.time.user.child" "10" "7" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "7" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "7" "25" "LRIDGE" 0.00522051282051134
"cv.all.time.sys.self" "10" "7" "25" "LRIDGE" 0
"cv.all.time.elapsed" "10" "7" "25" "LRIDGE" 0.00548205128205014
"cv.all.time.user.child" "10" "7" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "7" "25" "LRIDGE" NA
"n.cv.par" "10" "7" "25" "LRIDGE" 390
"lambda" "10" "8" "25" "LRIDGE" 0
"lambdar0" "10" "8" "25" "LRIDGE" 0
"kappa" "10" "8" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "8" "25" "LRIDGE" 22.5623530519141
"EL" "10" "8" "25" "LRIDGE" 0.104729558026559
"RMSE" "10" "8" "25" "LRIDGE" 0.00557000944665275
"F1" "10" "8" "25" "LRIDGE" 1
"eTPR" "10" "8" "25" "LRIDGE" 1
"eTNR" "10" "8" "25" "LRIDGE" 1
"ePPV" "10" "8" "25" "LRIDGE" 1
"d" "10" "8" "25" "LRIDGE" 0.65
"iters" "10" "8" "25" "LRIDGE" 13
"time.user.self" "10" "8" "25" "LRIDGE" 0
"time.sys.self" "10" "8" "25" "LRIDGE" 0
"time.elapsed" "10" "8" "25" "LRIDGE" 0
"time.user.child" "10" "8" "25" "LRIDGE" NA
"time.sys.child" "10" "8" "25" "LRIDGE" NA
"cv.iters" "10" "8" "25" "LRIDGE" 6.9058524173028
"cv.time.user.self" "10" "8" "25" "LRIDGE" 0.00455979643765847
"cv.time.sys.self" "10" "8" "25" "LRIDGE" 1.01781170483476e-05
"cv.time.elapsed" "10" "8" "25" "LRIDGE" 0.00480916030534226
"cv.time.user.child" "10" "8" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "8" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "8" "25" "LRIDGE" 0.00455979643765847
"cv.all.time.sys.self" "10" "8" "25" "LRIDGE" 1.01781170483476e-05
"cv.all.time.elapsed" "10" "8" "25" "LRIDGE" 0.00480916030534226
"cv.all.time.user.child" "10" "8" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "8" "25" "LRIDGE" NA
"n.cv.par" "10" "8" "25" "LRIDGE" 393
"lambda" "10" "9" "25" "LRIDGE" 0
"lambdar0" "10" "9" "25" "LRIDGE" 0
"kappa" "10" "9" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "9" "25" "LRIDGE" 23.955790268083
"EL" "10" "9" "25" "LRIDGE" 0.102501758049254
"RMSE" "10" "9" "25" "LRIDGE" 0.00519903027056717
"F1" "10" "9" "25" "LRIDGE" 1
"eTPR" "10" "9" "25" "LRIDGE" 1
"eTNR" "10" "9" "25" "LRIDGE" 1
"ePPV" "10" "9" "25" "LRIDGE" 1
"d" "10" "9" "25" "LRIDGE" 0.65
"iters" "10" "9" "25" "LRIDGE" 13
"time.user.self" "10" "9" "25" "LRIDGE" 0.00999999999999091
"time.sys.self" "10" "9" "25" "LRIDGE" 0
"time.elapsed" "10" "9" "25" "LRIDGE" 0.0199999999999818
"time.user.child" "10" "9" "25" "LRIDGE" NA
"time.sys.child" "10" "9" "25" "LRIDGE" NA
"cv.iters" "10" "9" "25" "LRIDGE" 6.86307692307692
"cv.time.user.self" "10" "9" "25" "LRIDGE" 0.00588717948717891
"cv.time.sys.self" "10" "9" "25" "LRIDGE" 1.53846153846178e-05
"cv.time.elapsed" "10" "9" "25" "LRIDGE" 0.00614871794871842
"cv.time.user.child" "10" "9" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "9" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "9" "25" "LRIDGE" 0.00588717948717891
"cv.all.time.sys.self" "10" "9" "25" "LRIDGE" 1.53846153846178e-05
"cv.all.time.elapsed" "10" "9" "25" "LRIDGE" 0.00614871794871842
"cv.all.time.user.child" "10" "9" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "9" "25" "LRIDGE" NA
"n.cv.par" "10" "9" "25" "LRIDGE" 390
"lambda" "10" "10" "25" "LRIDGE" 0
"lambdar0" "10" "10" "25" "LRIDGE" 0
"kappa" "10" "10" "25" "LRIDGE" 0.0637334145416919
"condnum" "10" "10" "25" "LRIDGE" 22.3485930773991
"EL" "10" "10" "25" "LRIDGE" 0.107692726246288
"RMSE" "10" "10" "25" "LRIDGE" 0.00523547234942756
"F1" "10" "10" "25" "LRIDGE" 1
"eTPR" "10" "10" "25" "LRIDGE" 1
"eTNR" "10" "10" "25" "LRIDGE" 1
"ePPV" "10" "10" "25" "LRIDGE" 1
"d" "10" "10" "25" "LRIDGE" 0.65
"iters" "10" "10" "25" "LRIDGE" 13
"time.user.self" "10" "10" "25" "LRIDGE" 0.0199999999999818
"time.sys.self" "10" "10" "25" "LRIDGE" 0
"time.elapsed" "10" "10" "25" "LRIDGE" 0.0100000000002183
"time.user.child" "10" "10" "25" "LRIDGE" NA
"time.sys.child" "10" "10" "25" "LRIDGE" NA
"cv.iters" "10" "10" "25" "LRIDGE" 7.08746803069054
