"metric" "n_bands" "simulation" "p" "method" "value"
"d" "10" "6" "25" "LRIDGE" 1e-04
"iters" "10" "6" "25" "LRIDGE" 1e-04
"time.user.self" "10" "6" "25" "LRIDGE" 1e-04
"time.sys.self" "10" "6" "25" "LRIDGE" 1e-04
"time.elapsed" "10" "6" "25" "LRIDGE" 1e-04
"time.user.child" "10" "6" "25" "LRIDGE" 1e-04
"time.sys.child" "10" "6" "25" "LRIDGE" 1e-04
"cv.iters" "10" "6" "25" "LRIDGE" 1e-04
"cv.time.user.self" "10" "6" "25" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "6" "25" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "6" "25" "LRIDGE" 1e-04
"cv.time.user.child" "10" "6" "25" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "6" "25" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "6" "25" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "6" "25" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "6" "25" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "6" "25" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "6" "25" "LRIDGE" 1e-04
"n.cv.par" "10" "6" "25" "LRIDGE" 1e-04
"lambda" "3" "7" "25" "LRIDGE" 0
"lambdar0" "3" "7" "25" "LRIDGE" 0
"kappa" "3" "7" "25" "LRIDGE" 0
"condnum" "3" "7" "25" "LRIDGE" 24.474503362445
"EL" "3" "7" "25" "LRIDGE" 0.0499762180355425
"RMSE" "3" "7" "25" "LRIDGE" 0.00223062844271936
"F1" "3" "7" "25" "LRIDGE" 1
"eTPR" "3" "7" "25" "LRIDGE" 1
"eTNR" "3" "7" "25" "LRIDGE" 1
"ePPV" "3" "7" "25" "LRIDGE" 1
"d" "3" "7" "25" "LRIDGE" 0.23
"iters" "3" "7" "25" "LRIDGE" 11
"time.user.self" "3" "7" "25" "LRIDGE" 0
"time.sys.self" "3" "7" "25" "LRIDGE" 0
"time.elapsed" "3" "7" "25" "LRIDGE" 0.0199999999999818
"time.user.child" "3" "7" "25" "LRIDGE" NA
"time.sys.child" "3" "7" "25" "LRIDGE" NA
"cv.iters" "3" "7" "25" "LRIDGE" 5.60506329113924
"cv.time.user.self" "3" "7" "25" "LRIDGE" 0.00155063291139207
"cv.time.sys.self" "3" "7" "25" "LRIDGE" 0
"cv.time.elapsed" "3" "7" "25" "LRIDGE" 0.00128481012658219
"cv.time.user.child" "3" "7" "25" "LRIDGE" NA
"cv.time.sys.child" "3" "7" "25" "LRIDGE" NA
"cv.all.time.user.self" "3" "7" "25" "LRIDGE" 0.00155063291139207
"cv.all.time.sys.self" "3" "7" "25" "LRIDGE" 0
"cv.all.time.elapsed" "3" "7" "25" "LRIDGE" 0.00128481012658219
"cv.all.time.user.child" "3" "7" "25" "LRIDGE" NA
"cv.all.time.sys.child" "3" "7" "25" "LRIDGE" NA
"n.cv.par" "3" "7" "25" "LRIDGE" 316
"lambda" "10" "7" "25" "LRIDGE" 1e-04
"lambdar0" "10" "7" "25" "LRIDGE" 1e-04
"kappa" "10" "7" "25" "LRIDGE" 1e-04
"condnum" "10" "7" "25" "LRIDGE" 1e-04
"EL" "10" "7" "25" "LRIDGE" 1e-04
"RMSE" "10" "7" "25" "LRIDGE" 1e-04
"F1" "10" "7" "25" "LRIDGE" 1e-04
"eTPR" "10" "7" "25" "LRIDGE" 1e-04
"eTNR" "10" "7" "25" "LRIDGE" 1e-04
"ePPV" "10" "7" "25" "LRIDGE" 1e-04
"d" "10" "7" "25" "LRIDGE" 1e-04
"iters" "10" "7" "25" "LRIDGE" 1e-04
"time.user.self" "10" "7" "25" "LRIDGE" 1e-04
"time.sys.self" "10" "7" "25" "LRIDGE" 1e-04
"time.elapsed" "10" "7" "25" "LRIDGE" 1e-04
"time.user.child" "10" "7" "25" "LRIDGE" 1e-04
"time.sys.child" "10" "7" "25" "LRIDGE" 1e-04
"cv.iters" "10" "7" "25" "LRIDGE" 1e-04
"cv.time.user.self" "10" "7" "25" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "7" "25" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "7" "25" "LRIDGE" 1e-04
"cv.time.user.child" "10" "7" "25" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "7" "25" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "7" "25" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "7" "25" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "7" "25" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "7" "25" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "7" "25" "LRIDGE" 1e-04
"n.cv.par" "10" "7" "25" "LRIDGE" 1e-04
"lambda" "3" "8" "25" "LRIDGE" 0
"lambdar0" "3" "8" "25" "LRIDGE" 0
"kappa" "3" "8" "25" "LRIDGE" 0
"condnum" "3" "8" "25" "LRIDGE" 25.6032504222411
"EL" "3" "8" "25" "LRIDGE" 0.0427629759231962
"RMSE" "3" "8" "25" "LRIDGE" 0.00219563744110468
"F1" "3" "8" "25" "LRIDGE" 1
"eTPR" "3" "8" "25" "LRIDGE" 1
"eTNR" "3" "8" "25" "LRIDGE" 1
"ePPV" "3" "8" "25" "LRIDGE" 1
"d" "3" "8" "25" "LRIDGE" 0.23
"iters" "3" "8" "25" "LRIDGE" 10
"time.user.self" "3" "8" "25" "LRIDGE" 0
"time.sys.self" "3" "8" "25" "LRIDGE" 0
"time.elapsed" "3" "8" "25" "LRIDGE" 0
"time.user.child" "3" "8" "25" "LRIDGE" NA
"time.sys.child" "3" "8" "25" "LRIDGE" NA
"cv.iters" "3" "8" "25" "LRIDGE" 5.73888888888889
"cv.time.user.self" "3" "8" "25" "LRIDGE" 0.00161111111111084
"cv.time.sys.self" "3" "8" "25" "LRIDGE" 0
"cv.time.elapsed" "3" "8" "25" "LRIDGE" 0.00150617283950663
"cv.time.user.child" "3" "8" "25" "LRIDGE" NA
"cv.time.sys.child" "3" "8" "25" "LRIDGE" NA
"cv.all.time.user.self" "3" "8" "25" "LRIDGE" 0.00161111111111084
"cv.all.time.sys.self" "3" "8" "25" "LRIDGE" 0
"cv.all.time.elapsed" "3" "8" "25" "LRIDGE" 0.00150617283950663
"cv.all.time.user.child" "3" "8" "25" "LRIDGE" NA
"cv.all.time.sys.child" "3" "8" "25" "LRIDGE" NA
"n.cv.par" "3" "8" "25" "LRIDGE" 324
"lambda" "10" "8" "25" "LRIDGE" 1e-04
"lambdar0" "10" "8" "25" "LRIDGE" 1e-04
"kappa" "10" "8" "25" "LRIDGE" 1e-04
"condnum" "10" "8" "25" "LRIDGE" 1e-04
"EL" "10" "8" "25" "LRIDGE" 1e-04
"RMSE" "10" "8" "25" "LRIDGE" 1e-04
"F1" "10" "8" "25" "LRIDGE" 1e-04
"eTPR" "10" "8" "25" "LRIDGE" 1e-04
"eTNR" "10" "8" "25" "LRIDGE" 1e-04
"ePPV" "10" "8" "25" "LRIDGE" 1e-04
"d" "10" "8" "25" "LRIDGE" 1e-04
"iters" "10" "8" "25" "LRIDGE" 1e-04
"time.user.self" "10" "8" "25" "LRIDGE" 1e-04
"time.sys.self" "10" "8" "25" "LRIDGE" 1e-04
"time.elapsed" "10" "8" "25" "LRIDGE" 1e-04
"time.user.child" "10" "8" "25" "LRIDGE" 1e-04
"time.sys.child" "10" "8" "25" "LRIDGE" 1e-04
"cv.iters" "10" "8" "25" "LRIDGE" 1e-04
"cv.time.user.self" "10" "8" "25" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "8" "25" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "8" "25" "LRIDGE" 1e-04
"cv.time.user.child" "10" "8" "25" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "8" "25" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "8" "25" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "8" "25" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "8" "25" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "8" "25" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "8" "25" "LRIDGE" 1e-04
"n.cv.par" "10" "8" "25" "LRIDGE" 1e-04
"lambda" "3" "9" "25" "LRIDGE" 0
"lambdar0" "3" "9" "25" "LRIDGE" 0
"kappa" "3" "9" "25" "LRIDGE" 0
"condnum" "3" "9" "25" "LRIDGE" 25.8557365404503
"EL" "3" "9" "25" "LRIDGE" 0.0495228761959439
"RMSE" "3" "9" "25" "LRIDGE" 0.00228639506809535
"F1" "3" "9" "25" "LRIDGE" 1
"eTPR" "3" "9" "25" "LRIDGE" 1
"eTNR" "3" "9" "25" "LRIDGE" 1
"ePPV" "3" "9" "25" "LRIDGE" 1
"d" "3" "9" "25" "LRIDGE" 0.23
"iters" "3" "9" "25" "LRIDGE" 11
"time.user.self" "3" "9" "25" "LRIDGE" 0
"time.sys.self" "3" "9" "25" "LRIDGE" 0
"time.elapsed" "3" "9" "25" "LRIDGE" 0
"time.user.child" "3" "9" "25" "LRIDGE" NA
"time.sys.child" "3" "9" "25" "LRIDGE" NA
"cv.iters" "3" "9" "25" "LRIDGE" 5.74085365853659
"cv.time.user.self" "3" "9" "25" "LRIDGE" 0.00154268292682994
"cv.time.sys.self" "3" "9" "25" "LRIDGE" 0
"cv.time.elapsed" "3" "9" "25" "LRIDGE" 0.00146951219512159
"cv.time.user.child" "3" "9" "25" "LRIDGE" NA
"cv.time.sys.child" "3" "9" "25" "LRIDGE" NA
"cv.all.time.user.self" "3" "9" "25" "LRIDGE" 0.00154268292682994
"cv.all.time.sys.self" "3" "9" "25" "LRIDGE" 0
"cv.all.time.elapsed" "3" "9" "25" "LRIDGE" 0.00146951219512159
"cv.all.time.user.child" "3" "9" "25" "LRIDGE" NA
"cv.all.time.sys.child" "3" "9" "25" "LRIDGE" NA
"n.cv.par" "3" "9" "25" "LRIDGE" 328
"lambda" "10" "9" "25" "LRIDGE" 1e-04
"lambdar0" "10" "9" "25" "LRIDGE" 1e-04
"kappa" "10" "9" "25" "LRIDGE" 1e-04
"condnum" "10" "9" "25" "LRIDGE" 1e-04
"EL" "10" "9" "25" "LRIDGE" 1e-04
"RMSE" "10" "9" "25" "LRIDGE" 1e-04
"F1" "10" "9" "25" "LRIDGE" 1e-04
"eTPR" "10" "9" "25" "LRIDGE" 1e-04
"eTNR" "10" "9" "25" "LRIDGE" 1e-04
"ePPV" "10" "9" "25" "LRIDGE" 1e-04
"d" "10" "9" "25" "LRIDGE" 1e-04
"iters" "10" "9" "25" "LRIDGE" 1e-04
"time.user.self" "10" "9" "25" "LRIDGE" 1e-04
"time.sys.self" "10" "9" "25" "LRIDGE" 1e-04
"time.elapsed" "10" "9" "25" "LRIDGE" 1e-04
"time.user.child" "10" "9" "25" "LRIDGE" 1e-04
"time.sys.child" "10" "9" "25" "LRIDGE" 1e-04
"cv.iters" "10" "9" "25" "LRIDGE" 1e-04
"cv.time.user.self" "10" "9" "25" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "9" "25" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "9" "25" "LRIDGE" 1e-04
"cv.time.user.child" "10" "9" "25" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "9" "25" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "9" "25" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "9" "25" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "9" "25" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "9" "25" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "9" "25" "LRIDGE" 1e-04
"n.cv.par" "10" "9" "25" "LRIDGE" 1e-04
"lambda" "3" "10" "25" "LRIDGE" 0
"lambdar0" "3" "10" "25" "LRIDGE" 0
"kappa" "3" "10" "25" "LRIDGE" 0
"condnum" "3" "10" "25" "LRIDGE" 24.5615531308853
"EL" "3" "10" "25" "LRIDGE" 0.0514079412633777
"RMSE" "3" "10" "25" "LRIDGE" 0.00258260908286832
"F1" "3" "10" "25" "LRIDGE" 1
"eTPR" "3" "10" "25" "LRIDGE" 1
"eTNR" "3" "10" "25" "LRIDGE" 1
"ePPV" "3" "10" "25" "LRIDGE" 1
"d" "3" "10" "25" "LRIDGE" 0.23
"iters" "3" "10" "25" "LRIDGE" 11
"time.user.self" "3" "10" "25" "LRIDGE" 0.00999999999999091
"time.sys.self" "3" "10" "25" "LRIDGE" 0
"time.elapsed" "3" "10" "25" "LRIDGE" 0
"time.user.child" "3" "10" "25" "LRIDGE" NA
"time.sys.child" "3" "10" "25" "LRIDGE" NA
"cv.iters" "3" "10" "25" "LRIDGE" 5.91012658227848
"cv.time.user.self" "3" "10" "25" "LRIDGE" 0.00167721518987348
"cv.time.sys.self" "3" "10" "25" "LRIDGE" 0
"cv.time.elapsed" "3" "10" "25" "LRIDGE" 0.0016645569620251
"cv.time.user.child" "3" "10" "25" "LRIDGE" NA
"cv.time.sys.child" "3" "10" "25" "LRIDGE" NA
"cv.all.time.user.self" "3" "10" "25" "LRIDGE" 0.00167721518987348
"cv.all.time.sys.self" "3" "10" "25" "LRIDGE" 0
"cv.all.time.elapsed" "3" "10" "25" "LRIDGE" 0.0016645569620251
"cv.all.time.user.child" "3" "10" "25" "LRIDGE" NA
"cv.all.time.sys.child" "3" "10" "25" "LRIDGE" NA
"n.cv.par" "3" "10" "25" "LRIDGE" 316
"lambda" "10" "10" "25" "LRIDGE" 1e-04
"lambdar0" "10" "10" "25" "LRIDGE" 1e-04
"kappa" "10" "10" "25" "LRIDGE" 1e-04
"condnum" "10" "10" "25" "LRIDGE" 1e-04
"EL" "10" "10" "25" "LRIDGE" 1e-04
"RMSE" "10" "10" "25" "LRIDGE" 1e-04
"F1" "10" "10" "25" "LRIDGE" 1e-04
"eTPR" "10" "10" "25" "LRIDGE" 1e-04
"eTNR" "10" "10" "25" "LRIDGE" 1e-04
"ePPV" "10" "10" "25" "LRIDGE" 1e-04
"d" "10" "10" "25" "LRIDGE" 1e-04
"iters" "10" "10" "25" "LRIDGE" 1e-04
"time.user.self" "10" "10" "25" "LRIDGE" 1e-04
"time.sys.self" "10" "10" "25" "LRIDGE" 1e-04
"time.elapsed" "10" "10" "25" "LRIDGE" 1e-04
"time.user.child" "10" "10" "25" "LRIDGE" 1e-04
"time.sys.child" "10" "10" "25" "LRIDGE" 1e-04
"cv.iters" "10" "10" "25" "LRIDGE" 1e-04
"cv.time.user.self" "10" "10" "25" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "10" "25" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "10" "25" "LRIDGE" 1e-04
"cv.time.user.child" "10" "10" "25" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "10" "25" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "10" "25" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "10" "25" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "10" "25" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "10" "25" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "10" "25" "LRIDGE" 1e-04
"n.cv.par" "10" "10" "25" "LRIDGE" 1e-04
"lambda" "3" "1" "50" "LRIDGE" 0
"lambdar0" "3" "1" "50" "LRIDGE" 0
"kappa" "3" "1" "50" "LRIDGE" 0
"condnum" "3" "1" "50" "LRIDGE" 49.8201184669675
"EL" "3" "1" "50" "LRIDGE" 0.0953886483906956
"RMSE" "3" "1" "50" "LRIDGE" 0.000684612309050244
"F1" "3" "1" "50" "LRIDGE" 1
"eTPR" "3" "1" "50" "LRIDGE" 1
"eTNR" "3" "1" "50" "LRIDGE" 1
"ePPV" "3" "1" "50" "LRIDGE" 1
"d" "3" "1" "50" "LRIDGE" 0.117551020408163
"iters" "3" "1" "50" "LRIDGE" 10
"time.user.self" "3" "1" "50" "LRIDGE" 0.0199999999999818
"time.sys.self" "3" "1" "50" "LRIDGE" 0
"time.elapsed" "3" "1" "50" "LRIDGE" 0.0299999999999727
"time.user.child" "3" "1" "50" "LRIDGE" NA
"time.sys.child" "3" "1" "50" "LRIDGE" NA
"cv.iters" "3" "1" "50" "LRIDGE" 5.51103678929766
"cv.time.user.self" "3" "1" "50" "LRIDGE" 0.00913712374581778
"cv.time.sys.self" "3" "1" "50" "LRIDGE" 1.33779264214044e-05
"cv.time.elapsed" "3" "1" "50" "LRIDGE" 0.00931103678929816
"cv.time.user.child" "3" "1" "50" "LRIDGE" NA
"cv.time.sys.child" "3" "1" "50" "LRIDGE" NA
"cv.all.time.user.self" "3" "1" "50" "LRIDGE" 0.00913712374581778
"cv.all.time.sys.self" "3" "1" "50" "LRIDGE" 1.33779264214044e-05
"cv.all.time.elapsed" "3" "1" "50" "LRIDGE" 0.00931103678929816
"cv.all.time.user.child" "3" "1" "50" "LRIDGE" NA
"cv.all.time.sys.child" "3" "1" "50" "LRIDGE" NA
"n.cv.par" "3" "1" "50" "LRIDGE" 299
"lambda" "10" "1" "50" "LRIDGE" 1e-04
"lambdar0" "10" "1" "50" "LRIDGE" 1e-04
"kappa" "10" "1" "50" "LRIDGE" 1e-04
"condnum" "10" "1" "50" "LRIDGE" 1e-04
"EL" "10" "1" "50" "LRIDGE" 1e-04
"RMSE" "10" "1" "50" "LRIDGE" 1e-04
"F1" "10" "1" "50" "LRIDGE" 1e-04
"eTPR" "10" "1" "50" "LRIDGE" 1e-04
"eTNR" "10" "1" "50" "LRIDGE" 1e-04
"ePPV" "10" "1" "50" "LRIDGE" 1e-04
"d" "10" "1" "50" "LRIDGE" 1e-04
"iters" "10" "1" "50" "LRIDGE" 1e-04
"time.user.self" "10" "1" "50" "LRIDGE" 1e-04
"time.sys.self" "10" "1" "50" "LRIDGE" 1e-04
"time.elapsed" "10" "1" "50" "LRIDGE" 1e-04
"time.user.child" "10" "1" "50" "LRIDGE" 1e-04
"time.sys.child" "10" "1" "50" "LRIDGE" 1e-04
"cv.iters" "10" "1" "50" "LRIDGE" 1e-04
"cv.time.user.self" "10" "1" "50" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "1" "50" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "1" "50" "LRIDGE" 1e-04
"cv.time.user.child" "10" "1" "50" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "1" "50" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "1" "50" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "1" "50" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "1" "50" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "1" "50" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "1" "50" "LRIDGE" 1e-04
"n.cv.par" "10" "1" "50" "LRIDGE" 1e-04
"lambda" "3" "2" "50" "LRIDGE" 0
"lambdar0" "3" "2" "50" "LRIDGE" 0
"kappa" "3" "2" "50" "LRIDGE" 0
"condnum" "3" "2" "50" "LRIDGE" 49.8385384305567
"EL" "3" "2" "50" "LRIDGE" 0.108790678901705
"RMSE" "3" "2" "50" "LRIDGE" 0.000749983729359052
"F1" "3" "2" "50" "LRIDGE" 1
"eTPR" "3" "2" "50" "LRIDGE" 1
"eTNR" "3" "2" "50" "LRIDGE" 1
"ePPV" "3" "2" "50" "LRIDGE" 1
"d" "3" "2" "50" "LRIDGE" 0.117551020408163
"iters" "3" "2" "50" "LRIDGE" 11
"time.user.self" "3" "2" "50" "LRIDGE" 0.0199999999999818
"time.sys.self" "3" "2" "50" "LRIDGE" 0
"time.elapsed" "3" "2" "50" "LRIDGE" 0.00999999999999091
"time.user.child" "3" "2" "50" "LRIDGE" NA
"time.sys.child" "3" "2" "50" "LRIDGE" NA
"cv.iters" "3" "2" "50" "LRIDGE" 5.50333333333333
"cv.time.user.self" "3" "2" "50" "LRIDGE" 0.00987333333333527
"cv.time.sys.self" "3" "2" "50" "LRIDGE" 1.33333333333342e-05
"cv.time.elapsed" "3" "2" "50" "LRIDGE" 0.00946666666666685
"cv.time.user.child" "3" "2" "50" "LRIDGE" NA
"cv.time.sys.child" "3" "2" "50" "LRIDGE" NA
"cv.all.time.user.self" "3" "2" "50" "LRIDGE" 0.00987333333333527
"cv.all.time.sys.self" "3" "2" "50" "LRIDGE" 1.33333333333342e-05
"cv.all.time.elapsed" "3" "2" "50" "LRIDGE" 0.00946666666666685
"cv.all.time.user.child" "3" "2" "50" "LRIDGE" NA
"cv.all.time.sys.child" "3" "2" "50" "LRIDGE" NA
"n.cv.par" "3" "2" "50" "LRIDGE" 300
"lambda" "10" "2" "50" "LRIDGE" 1e-04
"lambdar0" "10" "2" "50" "LRIDGE" 1e-04
"kappa" "10" "2" "50" "LRIDGE" 1e-04
"condnum" "10" "2" "50" "LRIDGE" 1e-04
"EL" "10" "2" "50" "LRIDGE" 1e-04
"RMSE" "10" "2" "50" "LRIDGE" 1e-04
"F1" "10" "2" "50" "LRIDGE" 1e-04
"eTPR" "10" "2" "50" "LRIDGE" 1e-04
"eTNR" "10" "2" "50" "LRIDGE" 1e-04
"ePPV" "10" "2" "50" "LRIDGE" 1e-04
"d" "10" "2" "50" "LRIDGE" 1e-04
"iters" "10" "2" "50" "LRIDGE" 1e-04
"time.user.self" "10" "2" "50" "LRIDGE" 1e-04
"time.sys.self" "10" "2" "50" "LRIDGE" 1e-04
"time.elapsed" "10" "2" "50" "LRIDGE" 1e-04
"time.user.child" "10" "2" "50" "LRIDGE" 1e-04
"time.sys.child" "10" "2" "50" "LRIDGE" 1e-04
"cv.iters" "10" "2" "50" "LRIDGE" 1e-04
"cv.time.user.self" "10" "2" "50" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "2" "50" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "2" "50" "LRIDGE" 1e-04
"cv.time.user.child" "10" "2" "50" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "2" "50" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "2" "50" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "2" "50" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "2" "50" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "2" "50" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "2" "50" "LRIDGE" 1e-04
"n.cv.par" "10" "2" "50" "LRIDGE" 1e-04
"lambda" "3" "3" "50" "LRIDGE" 0
"lambdar0" "3" "3" "50" "LRIDGE" 0
"kappa" "3" "3" "50" "LRIDGE" 0
"condnum" "3" "3" "50" "LRIDGE" 50.7155196243142
"EL" "3" "3" "50" "LRIDGE" 0.101180268523265
"RMSE" "3" "3" "50" "LRIDGE" 0.000698977528060153
"F1" "3" "3" "50" "LRIDGE" 1
"eTPR" "3" "3" "50" "LRIDGE" 1
"eTNR" "3" "3" "50" "LRIDGE" 1
"ePPV" "3" "3" "50" "LRIDGE" 1
"d" "3" "3" "50" "LRIDGE" 0.117551020408163
"iters" "3" "3" "50" "LRIDGE" 11
"time.user.self" "3" "3" "50" "LRIDGE" 0.0299999999999727
"time.sys.self" "3" "3" "50" "LRIDGE" 0
"time.elapsed" "3" "3" "50" "LRIDGE" 0.040000000000191
"time.user.child" "3" "3" "50" "LRIDGE" NA
"time.sys.child" "3" "3" "50" "LRIDGE" NA
"cv.iters" "3" "3" "50" "LRIDGE" 5.56296296296296
"cv.time.user.self" "3" "3" "50" "LRIDGE" 0.012296296296296
"cv.time.sys.self" "3" "3" "50" "LRIDGE" 6.73400673400659e-05
"cv.time.elapsed" "3" "3" "50" "LRIDGE" 0.0136161616161639
"cv.time.user.child" "3" "3" "50" "LRIDGE" NA
"cv.time.sys.child" "3" "3" "50" "LRIDGE" NA
"cv.all.time.user.self" "3" "3" "50" "LRIDGE" 0.012296296296296
"cv.all.time.sys.self" "3" "3" "50" "LRIDGE" 6.73400673400659e-05
"cv.all.time.elapsed" "3" "3" "50" "LRIDGE" 0.0136161616161639
"cv.all.time.user.child" "3" "3" "50" "LRIDGE" NA
"cv.all.time.sys.child" "3" "3" "50" "LRIDGE" NA
"n.cv.par" "3" "3" "50" "LRIDGE" 297
"lambda" "10" "3" "50" "LRIDGE" 1e-04
"lambdar0" "10" "3" "50" "LRIDGE" 1e-04
"kappa" "10" "3" "50" "LRIDGE" 1e-04
"condnum" "10" "3" "50" "LRIDGE" 1e-04
"EL" "10" "3" "50" "LRIDGE" 1e-04
"RMSE" "10" "3" "50" "LRIDGE" 1e-04
"F1" "10" "3" "50" "LRIDGE" 1e-04
"eTPR" "10" "3" "50" "LRIDGE" 1e-04
"eTNR" "10" "3" "50" "LRIDGE" 1e-04
"ePPV" "10" "3" "50" "LRIDGE" 1e-04
"d" "10" "3" "50" "LRIDGE" 1e-04
"iters" "10" "3" "50" "LRIDGE" 1e-04
"time.user.self" "10" "3" "50" "LRIDGE" 1e-04
"time.sys.self" "10" "3" "50" "LRIDGE" 1e-04
"time.elapsed" "10" "3" "50" "LRIDGE" 1e-04
"time.user.child" "10" "3" "50" "LRIDGE" 1e-04
"time.sys.child" "10" "3" "50" "LRIDGE" 1e-04
"cv.iters" "10" "3" "50" "LRIDGE" 1e-04
"cv.time.user.self" "10" "3" "50" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "3" "50" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "3" "50" "LRIDGE" 1e-04
"cv.time.user.child" "10" "3" "50" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "3" "50" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "3" "50" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "3" "50" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "3" "50" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "3" "50" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "3" "50" "LRIDGE" 1e-04
"n.cv.par" "10" "3" "50" "LRIDGE" 1e-04
"lambda" "3" "4" "50" "LRIDGE" 0
"lambdar0" "3" "4" "50" "LRIDGE" 0
"kappa" "3" "4" "50" "LRIDGE" 0
"condnum" "3" "4" "50" "LRIDGE" 48.7598776191863
"EL" "3" "4" "50" "LRIDGE" 0.10801059158014
"RMSE" "3" "4" "50" "LRIDGE" 0.000748656531716802
"F1" "3" "4" "50" "LRIDGE" 1
"eTPR" "3" "4" "50" "LRIDGE" 1
"eTNR" "3" "4" "50" "LRIDGE" 1
"ePPV" "3" "4" "50" "LRIDGE" 1
"d" "3" "4" "50" "LRIDGE" 0.117551020408163
"iters" "3" "4" "50" "LRIDGE" 11
"time.user.self" "3" "4" "50" "LRIDGE" 0.0299999999999727
"time.sys.self" "3" "4" "50" "LRIDGE" 0
"time.elapsed" "3" "4" "50" "LRIDGE" 0.0199999999999818
"time.user.child" "3" "4" "50" "LRIDGE" NA
"time.sys.child" "3" "4" "50" "LRIDGE" NA
"cv.iters" "3" "4" "50" "LRIDGE" 5.45714285714286
"cv.time.user.self" "3" "4" "50" "LRIDGE" 0.0113129251700684
"cv.time.sys.self" "3" "4" "50" "LRIDGE" 2.04081632653057e-05
"cv.time.elapsed" "3" "4" "50" "LRIDGE" 0.0111836734693892
"cv.time.user.child" "3" "4" "50" "LRIDGE" NA
"cv.time.sys.child" "3" "4" "50" "LRIDGE" NA
"cv.all.time.user.self" "3" "4" "50" "LRIDGE" 0.0113129251700684
"cv.all.time.sys.self" "3" "4" "50" "LRIDGE" 2.04081632653057e-05
"cv.all.time.elapsed" "3" "4" "50" "LRIDGE" 0.0111836734693892
"cv.all.time.user.child" "3" "4" "50" "LRIDGE" NA
"cv.all.time.sys.child" "3" "4" "50" "LRIDGE" NA
"n.cv.par" "3" "4" "50" "LRIDGE" 294
