"metric" "n_bands" "simulation" "p" "method" "value"
"cv.time.elapsed" "3" "9" "50" "LASSO" 0.0324999999999864
"cv.time.user.child" "3" "9" "50" "LASSO" NA
"cv.time.sys.child" "3" "9" "50" "LASSO" NA
"cv.all.time.user.self" "3" "9" "50" "LASSO" 3.26999999999953
"cv.all.time.sys.self" "3" "9" "50" "LASSO" 0
"cv.all.time.elapsed" "3" "9" "50" "LASSO" 3.24999999999864
"cv.all.time.user.child" "3" "9" "50" "LASSO" NA
"cv.all.time.sys.child" "3" "9" "50" "LASSO" NA
"n.cv.par" "3" "9" "50" "LASSO" 20
"lambda" "10" "9" "50" "LASSO" 1e-04
"lambdar0" "10" "9" "50" "LASSO" 1e-04
"kappa" "10" "9" "50" "LASSO" 1e-04
"condnum" "10" "9" "50" "LASSO" 1e-04
"EL" "10" "9" "50" "LASSO" 1e-04
"RMSE" "10" "9" "50" "LASSO" 1e-04
"F1" "10" "9" "50" "LASSO" 1e-04
"eTPR" "10" "9" "50" "LASSO" 1e-04
"eTNR" "10" "9" "50" "LASSO" 1e-04
"ePPV" "10" "9" "50" "LASSO" 1e-04
"d" "10" "9" "50" "LASSO" 1e-04
"iters" "10" "9" "50" "LASSO" 1e-04
"time.user.self" "10" "9" "50" "LASSO" 1e-04
"time.sys.self" "10" "9" "50" "LASSO" 1e-04
"time.elapsed" "10" "9" "50" "LASSO" 1e-04
"time.user.child" "10" "9" "50" "LASSO" 1e-04
"time.sys.child" "10" "9" "50" "LASSO" 1e-04
"cv.iters" "10" "9" "50" "LASSO" 1e-04
"cv.time.user.self" "10" "9" "50" "LASSO" 1e-04
"cv.time.sys.self" "10" "9" "50" "LASSO" 1e-04
"cv.time.elapsed" "10" "9" "50" "LASSO" 1e-04
"cv.time.user.child" "10" "9" "50" "LASSO" 1e-04
"cv.time.sys.child" "10" "9" "50" "LASSO" 1e-04
"cv.all.time.user.self" "10" "9" "50" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "9" "50" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "9" "50" "LASSO" 1e-04
"cv.all.time.user.child" "10" "9" "50" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "9" "50" "LASSO" 1e-04
"n.cv.par" "10" "9" "50" "LASSO" 1e-04
"lambda" "3" "10" "50" "LASSO" 0.00712191676404323
"lambdar0" "3" "10" "50" "LASSO" 0.1
"kappa" "3" "10" "50" "LASSO" 0
"condnum" "3" "10" "50" "LASSO" 42.8962202301566
"EL" "3" "10" "50" "LASSO" 0.20319343668249
"RMSE" "3" "10" "50" "LASSO" 0.00137737688828538
"F1" "3" "10" "50" "LASSO" 1
"eTPR" "3" "10" "50" "LASSO" 1
"eTNR" "3" "10" "50" "LASSO" 1
"ePPV" "3" "10" "50" "LASSO" 1
"d" "3" "10" "50" "LASSO" 0.117551020408163
"iters" "3" "10" "50" "LASSO" 10
"time.user.self" "3" "10" "50" "LASSO" 0.0799999999999272
"time.sys.self" "3" "10" "50" "LASSO" 0
"time.elapsed" "3" "10" "50" "LASSO" 0.0900000000001455
"time.user.child" "3" "10" "50" "LASSO" NA
"time.sys.child" "3" "10" "50" "LASSO" NA
"cv.iters" "3" "10" "50" "LASSO" NA
"cv.time.user.self" "3" "10" "50" "LASSO" 0.0293000000000166
"cv.time.sys.self" "3" "10" "50" "LASSO" 0
"cv.time.elapsed" "3" "10" "50" "LASSO" 0.0310000000000127
"cv.time.user.child" "3" "10" "50" "LASSO" NA
"cv.time.sys.child" "3" "10" "50" "LASSO" NA
"cv.all.time.user.self" "3" "10" "50" "LASSO" 2.93000000000166
"cv.all.time.sys.self" "3" "10" "50" "LASSO" 0
"cv.all.time.elapsed" "3" "10" "50" "LASSO" 3.10000000000127
"cv.all.time.user.child" "3" "10" "50" "LASSO" NA
"cv.all.time.sys.child" "3" "10" "50" "LASSO" NA
"n.cv.par" "3" "10" "50" "LASSO" 20
"lambda" "10" "10" "50" "LASSO" 1e-04
"lambdar0" "10" "10" "50" "LASSO" 1e-04
"kappa" "10" "10" "50" "LASSO" 1e-04
"condnum" "10" "10" "50" "LASSO" 1e-04
"EL" "10" "10" "50" "LASSO" 1e-04
"RMSE" "10" "10" "50" "LASSO" 1e-04
"F1" "10" "10" "50" "LASSO" 1e-04
"eTPR" "10" "10" "50" "LASSO" 1e-04
"eTNR" "10" "10" "50" "LASSO" 1e-04
"ePPV" "10" "10" "50" "LASSO" 1e-04
"d" "10" "10" "50" "LASSO" 1e-04
"iters" "10" "10" "50" "LASSO" 1e-04
"time.user.self" "10" "10" "50" "LASSO" 1e-04
"time.sys.self" "10" "10" "50" "LASSO" 1e-04
"time.elapsed" "10" "10" "50" "LASSO" 1e-04
"time.user.child" "10" "10" "50" "LASSO" 1e-04
"time.sys.child" "10" "10" "50" "LASSO" 1e-04
"cv.iters" "10" "10" "50" "LASSO" 1e-04
"cv.time.user.self" "10" "10" "50" "LASSO" 1e-04
"cv.time.sys.self" "10" "10" "50" "LASSO" 1e-04
"cv.time.elapsed" "10" "10" "50" "LASSO" 1e-04
"cv.time.user.child" "10" "10" "50" "LASSO" 1e-04
"cv.time.sys.child" "10" "10" "50" "LASSO" 1e-04
"cv.all.time.user.self" "10" "10" "50" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "10" "50" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "10" "50" "LASSO" 1e-04
"cv.all.time.user.child" "10" "10" "50" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "10" "50" "LASSO" 1e-04
"n.cv.par" "10" "10" "50" "LASSO" 1e-04
"lambda" "3" "1" "100" "LASSO" 0.00609357474538542
"lambdar0" "3" "1" "100" "LASSO" 0.1
"kappa" "3" "1" "100" "LASSO" 0
"condnum" "3" "1" "100" "LASSO" 92.3565049447084
"EL" "3" "1" "100" "LASSO" 0.397585294900722
"RMSE" "3" "1" "100" "LASSO" 0.000492605831615681
"F1" "3" "1" "100" "LASSO" 1
"eTPR" "3" "1" "100" "LASSO" 1
"eTNR" "3" "1" "100" "LASSO" 1
"ePPV" "3" "1" "100" "LASSO" 1
"d" "3" "1" "100" "LASSO" 0.0593939393939394
"iters" "3" "1" "100" "LASSO" 10
"time.user.self" "3" "1" "100" "LASSO" 1.5
"time.sys.self" "3" "1" "100" "LASSO" 0.0100000000000016
"time.elapsed" "3" "1" "100" "LASSO" 1.51000000000022
"time.user.child" "3" "1" "100" "LASSO" NA
"time.sys.child" "3" "1" "100" "LASSO" NA
"cv.iters" "3" "1" "100" "LASSO" NA
"cv.time.user.self" "3" "1" "100" "LASSO" 0.687599999999998
"cv.time.sys.self" "3" "1" "100" "LASSO" 0.000700000000000003
"cv.time.elapsed" "3" "1" "100" "LASSO" 0.689400000000001
"cv.time.user.child" "3" "1" "100" "LASSO" NA
"cv.time.sys.child" "3" "1" "100" "LASSO" NA
"cv.all.time.user.self" "3" "1" "100" "LASSO" 68.7599999999998
"cv.all.time.sys.self" "3" "1" "100" "LASSO" 0.0700000000000003
"cv.all.time.elapsed" "3" "1" "100" "LASSO" 68.9400000000001
"cv.all.time.user.child" "3" "1" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "1" "100" "LASSO" NA
"n.cv.par" "3" "1" "100" "LASSO" 20
"lambda" "10" "1" "100" "LASSO" 1e-04
"lambdar0" "10" "1" "100" "LASSO" 1e-04
"kappa" "10" "1" "100" "LASSO" 1e-04
"condnum" "10" "1" "100" "LASSO" 1e-04
"EL" "10" "1" "100" "LASSO" 1e-04
"RMSE" "10" "1" "100" "LASSO" 1e-04
"F1" "10" "1" "100" "LASSO" 1e-04
"eTPR" "10" "1" "100" "LASSO" 1e-04
"eTNR" "10" "1" "100" "LASSO" 1e-04
"ePPV" "10" "1" "100" "LASSO" 1e-04
"d" "10" "1" "100" "LASSO" 1e-04
"iters" "10" "1" "100" "LASSO" 1e-04
"time.user.self" "10" "1" "100" "LASSO" 1e-04
"time.sys.self" "10" "1" "100" "LASSO" 1e-04
"time.elapsed" "10" "1" "100" "LASSO" 1e-04
"time.user.child" "10" "1" "100" "LASSO" 1e-04
"time.sys.child" "10" "1" "100" "LASSO" 1e-04
"cv.iters" "10" "1" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "1" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "1" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "1" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "1" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "1" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "1" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "1" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "1" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "1" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "1" "100" "LASSO" 1e-04
"n.cv.par" "10" "1" "100" "LASSO" 1e-04
"lambda" "3" "2" "100" "LASSO" 0.00596669396966251
"lambdar0" "3" "2" "100" "LASSO" 0.1
"kappa" "3" "2" "100" "LASSO" 0
"condnum" "3" "2" "100" "LASSO" 87.8357841262077
"EL" "3" "2" "100" "LASSO" 0.390179330956414
"RMSE" "3" "2" "100" "LASSO" 0.000484072754954812
"F1" "3" "2" "100" "LASSO" 1
"eTPR" "3" "2" "100" "LASSO" 1
"eTNR" "3" "2" "100" "LASSO" 1
"ePPV" "3" "2" "100" "LASSO" 1
"d" "3" "2" "100" "LASSO" 0.0593939393939394
"iters" "3" "2" "100" "LASSO" 10
"time.user.self" "3" "2" "100" "LASSO" 2.2800000000002
"time.sys.self" "3" "2" "100" "LASSO" 0
"time.elapsed" "3" "2" "100" "LASSO" 2.32000000000016
"time.user.child" "3" "2" "100" "LASSO" NA
"time.sys.child" "3" "2" "100" "LASSO" NA
"cv.iters" "3" "2" "100" "LASSO" NA
"cv.time.user.self" "3" "2" "100" "LASSO" 0.700999999999963
"cv.time.sys.self" "3" "2" "100" "LASSO" 0.00199999999999996
"cv.time.elapsed" "3" "2" "100" "LASSO" 0.705100000000002
"cv.time.user.child" "3" "2" "100" "LASSO" NA
"cv.time.sys.child" "3" "2" "100" "LASSO" NA
"cv.all.time.user.self" "3" "2" "100" "LASSO" 70.0999999999963
"cv.all.time.sys.self" "3" "2" "100" "LASSO" 0.199999999999996
"cv.all.time.elapsed" "3" "2" "100" "LASSO" 70.5100000000002
"cv.all.time.user.child" "3" "2" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "2" "100" "LASSO" NA
"n.cv.par" "3" "2" "100" "LASSO" 20
"lambda" "10" "2" "100" "LASSO" 1e-04
"lambdar0" "10" "2" "100" "LASSO" 1e-04
"kappa" "10" "2" "100" "LASSO" 1e-04
"condnum" "10" "2" "100" "LASSO" 1e-04
"EL" "10" "2" "100" "LASSO" 1e-04
"RMSE" "10" "2" "100" "LASSO" 1e-04
"F1" "10" "2" "100" "LASSO" 1e-04
"eTPR" "10" "2" "100" "LASSO" 1e-04
"eTNR" "10" "2" "100" "LASSO" 1e-04
"ePPV" "10" "2" "100" "LASSO" 1e-04
"d" "10" "2" "100" "LASSO" 1e-04
"iters" "10" "2" "100" "LASSO" 1e-04
"time.user.self" "10" "2" "100" "LASSO" 1e-04
"time.sys.self" "10" "2" "100" "LASSO" 1e-04
"time.elapsed" "10" "2" "100" "LASSO" 1e-04
"time.user.child" "10" "2" "100" "LASSO" 1e-04
"time.sys.child" "10" "2" "100" "LASSO" 1e-04
"cv.iters" "10" "2" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "2" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "2" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "2" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "2" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "2" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "2" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "2" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "2" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "2" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "2" "100" "LASSO" 1e-04
"n.cv.par" "10" "2" "100" "LASSO" 1e-04
"lambda" "3" "3" "100" "LASSO" 0.00579427564282036
"lambdar0" "3" "3" "100" "LASSO" 0.1
"kappa" "3" "3" "100" "LASSO" 0
"condnum" "3" "3" "100" "LASSO" 90.5653819897976
"EL" "3" "3" "100" "LASSO" 0.363136946396409
"RMSE" "3" "3" "100" "LASSO" 0.000468395218905519
"F1" "3" "3" "100" "LASSO" 1
"eTPR" "3" "3" "100" "LASSO" 1
"eTNR" "3" "3" "100" "LASSO" 1
"ePPV" "3" "3" "100" "LASSO" 1
"d" "3" "3" "100" "LASSO" 0.0593939393939394
"iters" "3" "3" "100" "LASSO" 10
"time.user.self" "3" "3" "100" "LASSO" 1.52999999999975
"time.sys.self" "3" "3" "100" "LASSO" 0
"time.elapsed" "3" "3" "100" "LASSO" 1.52999999999975
"time.user.child" "3" "3" "100" "LASSO" NA
"time.sys.child" "3" "3" "100" "LASSO" NA
"cv.iters" "3" "3" "100" "LASSO" NA
"cv.time.user.self" "3" "3" "100" "LASSO" 0.681300000000015
"cv.time.sys.self" "3" "3" "100" "LASSO" 0.00150000000000002
"cv.time.elapsed" "3" "3" "100" "LASSO" 0.684000000000015
"cv.time.user.child" "3" "3" "100" "LASSO" NA
"cv.time.sys.child" "3" "3" "100" "LASSO" NA
"cv.all.time.user.self" "3" "3" "100" "LASSO" 68.1300000000015
"cv.all.time.sys.self" "3" "3" "100" "LASSO" 0.150000000000002
"cv.all.time.elapsed" "3" "3" "100" "LASSO" 68.4000000000015
"cv.all.time.user.child" "3" "3" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "3" "100" "LASSO" NA
"n.cv.par" "3" "3" "100" "LASSO" 20
"lambda" "10" "3" "100" "LASSO" 1e-04
"lambdar0" "10" "3" "100" "LASSO" 1e-04
"kappa" "10" "3" "100" "LASSO" 1e-04
"condnum" "10" "3" "100" "LASSO" 1e-04
"EL" "10" "3" "100" "LASSO" 1e-04
"RMSE" "10" "3" "100" "LASSO" 1e-04
"F1" "10" "3" "100" "LASSO" 1e-04
"eTPR" "10" "3" "100" "LASSO" 1e-04
"eTNR" "10" "3" "100" "LASSO" 1e-04
"ePPV" "10" "3" "100" "LASSO" 1e-04
"d" "10" "3" "100" "LASSO" 1e-04
"iters" "10" "3" "100" "LASSO" 1e-04
"time.user.self" "10" "3" "100" "LASSO" 1e-04
"time.sys.self" "10" "3" "100" "LASSO" 1e-04
"time.elapsed" "10" "3" "100" "LASSO" 1e-04
"time.user.child" "10" "3" "100" "LASSO" 1e-04
"time.sys.child" "10" "3" "100" "LASSO" 1e-04
"cv.iters" "10" "3" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "3" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "3" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "3" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "3" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "3" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "3" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "3" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "3" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "3" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "3" "100" "LASSO" 1e-04
"n.cv.par" "10" "3" "100" "LASSO" 1e-04
"lambda" "3" "4" "100" "LASSO" 0.00612687969039093
"lambdar0" "3" "4" "100" "LASSO" 0.1
"kappa" "3" "4" "100" "LASSO" 0
"condnum" "3" "4" "100" "LASSO" 89.3548676259829
"EL" "3" "4" "100" "LASSO" 0.415367599609425
"RMSE" "3" "4" "100" "LASSO" 0.000475778646737404
"F1" "3" "4" "100" "LASSO" 1
"eTPR" "3" "4" "100" "LASSO" 1
"eTNR" "3" "4" "100" "LASSO" 1
"ePPV" "3" "4" "100" "LASSO" 1
"d" "3" "4" "100" "LASSO" 0.0593939393939394
"iters" "3" "4" "100" "LASSO" 10
"time.user.self" "3" "4" "100" "LASSO" 1.5
"time.sys.self" "3" "4" "100" "LASSO" 0.0299999999999976
"time.elapsed" "3" "4" "100" "LASSO" 1.48999999999978
"time.user.child" "3" "4" "100" "LASSO" NA
"time.sys.child" "3" "4" "100" "LASSO" NA
"cv.iters" "3" "4" "100" "LASSO" NA
"cv.time.user.self" "3" "4" "100" "LASSO" 0.658700000000004
"cv.time.sys.self" "3" "4" "100" "LASSO" 0.00140000000000001
"cv.time.elapsed" "3" "4" "100" "LASSO" 0.661900000000014
"cv.time.user.child" "3" "4" "100" "LASSO" NA
"cv.time.sys.child" "3" "4" "100" "LASSO" NA
"cv.all.time.user.self" "3" "4" "100" "LASSO" 65.8700000000003
"cv.all.time.sys.self" "3" "4" "100" "LASSO" 0.140000000000001
"cv.all.time.elapsed" "3" "4" "100" "LASSO" 66.1900000000014
"cv.all.time.user.child" "3" "4" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "4" "100" "LASSO" NA
"n.cv.par" "3" "4" "100" "LASSO" 20
"lambda" "10" "4" "100" "LASSO" 1e-04
"lambdar0" "10" "4" "100" "LASSO" 1e-04
"kappa" "10" "4" "100" "LASSO" 1e-04
"condnum" "10" "4" "100" "LASSO" 1e-04
"EL" "10" "4" "100" "LASSO" 1e-04
"RMSE" "10" "4" "100" "LASSO" 1e-04
"F1" "10" "4" "100" "LASSO" 1e-04
"eTPR" "10" "4" "100" "LASSO" 1e-04
"eTNR" "10" "4" "100" "LASSO" 1e-04
"ePPV" "10" "4" "100" "LASSO" 1e-04
"d" "10" "4" "100" "LASSO" 1e-04
"iters" "10" "4" "100" "LASSO" 1e-04
"time.user.self" "10" "4" "100" "LASSO" 1e-04
"time.sys.self" "10" "4" "100" "LASSO" 1e-04
"time.elapsed" "10" "4" "100" "LASSO" 1e-04
"time.user.child" "10" "4" "100" "LASSO" 1e-04
"time.sys.child" "10" "4" "100" "LASSO" 1e-04
"cv.iters" "10" "4" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "4" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "4" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "4" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "4" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "4" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "4" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "4" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "4" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "4" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "4" "100" "LASSO" 1e-04
"n.cv.par" "10" "4" "100" "LASSO" 1e-04
"lambda" "3" "5" "100" "LASSO" 0.00592021881441298
"lambdar0" "3" "5" "100" "LASSO" 0.1
"kappa" "3" "5" "100" "LASSO" 0
"condnum" "3" "5" "100" "LASSO" 93.6262658936434
"EL" "3" "5" "100" "LASSO" 0.387484450496586
"RMSE" "3" "5" "100" "LASSO" 0.000468080176719735
"F1" "3" "5" "100" "LASSO" 1
"eTPR" "3" "5" "100" "LASSO" 1
"eTNR" "3" "5" "100" "LASSO" 1
"ePPV" "3" "5" "100" "LASSO" 1
"d" "3" "5" "100" "LASSO" 0.0593939393939394
"iters" "3" "5" "100" "LASSO" 10
"time.user.self" "3" "5" "100" "LASSO" 1.47000000000025
"time.sys.self" "3" "5" "100" "LASSO" 0.0100000000000016
"time.elapsed" "3" "5" "100" "LASSO" 1.48999999999978
"time.user.child" "3" "5" "100" "LASSO" NA
"time.sys.child" "3" "5" "100" "LASSO" NA
"cv.iters" "3" "5" "100" "LASSO" NA
"cv.time.user.self" "3" "5" "100" "LASSO" 0.693599999999969
"cv.time.sys.self" "3" "5" "100" "LASSO" 0.000899999999999999
"cv.time.elapsed" "3" "5" "100" "LASSO" 0.694600000000037
"cv.time.user.child" "3" "5" "100" "LASSO" NA
"cv.time.sys.child" "3" "5" "100" "LASSO" NA
"cv.all.time.user.self" "3" "5" "100" "LASSO" 69.3599999999969
"cv.all.time.sys.self" "3" "5" "100" "LASSO" 0.0899999999999999
"cv.all.time.elapsed" "3" "5" "100" "LASSO" 69.4600000000037
"cv.all.time.user.child" "3" "5" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "5" "100" "LASSO" NA
"n.cv.par" "3" "5" "100" "LASSO" 20
"lambda" "10" "5" "100" "LASSO" 1e-04
"lambdar0" "10" "5" "100" "LASSO" 1e-04
"kappa" "10" "5" "100" "LASSO" 1e-04
"condnum" "10" "5" "100" "LASSO" 1e-04
"EL" "10" "5" "100" "LASSO" 1e-04
"RMSE" "10" "5" "100" "LASSO" 1e-04
"F1" "10" "5" "100" "LASSO" 1e-04
"eTPR" "10" "5" "100" "LASSO" 1e-04
"eTNR" "10" "5" "100" "LASSO" 1e-04
"ePPV" "10" "5" "100" "LASSO" 1e-04
"d" "10" "5" "100" "LASSO" 1e-04
"iters" "10" "5" "100" "LASSO" 1e-04
"time.user.self" "10" "5" "100" "LASSO" 1e-04
"time.sys.self" "10" "5" "100" "LASSO" 1e-04
"time.elapsed" "10" "5" "100" "LASSO" 1e-04
"time.user.child" "10" "5" "100" "LASSO" 1e-04
"time.sys.child" "10" "5" "100" "LASSO" 1e-04
"cv.iters" "10" "5" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "5" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "5" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "5" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "5" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "5" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "5" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "5" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "5" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "5" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "5" "100" "LASSO" 1e-04
"n.cv.par" "10" "5" "100" "LASSO" 1e-04
"lambda" "3" "6" "100" "LASSO" 0.00618313691883231
"lambdar0" "3" "6" "100" "LASSO" 0.1
"kappa" "3" "6" "100" "LASSO" 0
"condnum" "3" "6" "100" "LASSO" 90.5160899500645
"EL" "3" "6" "100" "LASSO" 0.366182775642386
"RMSE" "3" "6" "100" "LASSO" 0.000471813987685209
"F1" "3" "6" "100" "LASSO" 1
"eTPR" "3" "6" "100" "LASSO" 1
"eTNR" "3" "6" "100" "LASSO" 1
"ePPV" "3" "6" "100" "LASSO" 1
"d" "3" "6" "100" "LASSO" 0.0593939393939394
"iters" "3" "6" "100" "LASSO" 10
"time.user.self" "3" "6" "100" "LASSO" 1.48999999999978
"time.sys.self" "3" "6" "100" "LASSO" 0
"time.elapsed" "3" "6" "100" "LASSO" 1.52000000000044
"time.user.child" "3" "6" "100" "LASSO" NA
"time.sys.child" "3" "6" "100" "LASSO" NA
"cv.iters" "3" "6" "100" "LASSO" NA
"cv.time.user.self" "3" "6" "100" "LASSO" 0.695800000000027
"cv.time.sys.self" "3" "6" "100" "LASSO" 0.00109999999999996
"cv.time.elapsed" "3" "6" "100" "LASSO" 0.698700000000026
"cv.time.user.child" "3" "6" "100" "LASSO" NA
"cv.time.sys.child" "3" "6" "100" "LASSO" NA
"cv.all.time.user.self" "3" "6" "100" "LASSO" 69.5800000000027
"cv.all.time.sys.self" "3" "6" "100" "LASSO" 0.109999999999996
"cv.all.time.elapsed" "3" "6" "100" "LASSO" 69.8700000000026
"cv.all.time.user.child" "3" "6" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "6" "100" "LASSO" NA
"n.cv.par" "3" "6" "100" "LASSO" 20
"lambda" "10" "6" "100" "LASSO" 1e-04
"lambdar0" "10" "6" "100" "LASSO" 1e-04
"kappa" "10" "6" "100" "LASSO" 1e-04
"condnum" "10" "6" "100" "LASSO" 1e-04
"EL" "10" "6" "100" "LASSO" 1e-04
"RMSE" "10" "6" "100" "LASSO" 1e-04
"F1" "10" "6" "100" "LASSO" 1e-04
"eTPR" "10" "6" "100" "LASSO" 1e-04
"eTNR" "10" "6" "100" "LASSO" 1e-04
"ePPV" "10" "6" "100" "LASSO" 1e-04
"d" "10" "6" "100" "LASSO" 1e-04
"iters" "10" "6" "100" "LASSO" 1e-04
"time.user.self" "10" "6" "100" "LASSO" 1e-04
"time.sys.self" "10" "6" "100" "LASSO" 1e-04
"time.elapsed" "10" "6" "100" "LASSO" 1e-04
"time.user.child" "10" "6" "100" "LASSO" 1e-04
"time.sys.child" "10" "6" "100" "LASSO" 1e-04
"cv.iters" "10" "6" "100" "LASSO" 1e-04
"cv.time.user.self" "10" "6" "100" "LASSO" 1e-04
"cv.time.sys.self" "10" "6" "100" "LASSO" 1e-04
"cv.time.elapsed" "10" "6" "100" "LASSO" 1e-04
"cv.time.user.child" "10" "6" "100" "LASSO" 1e-04
"cv.time.sys.child" "10" "6" "100" "LASSO" 1e-04
"cv.all.time.user.self" "10" "6" "100" "LASSO" 1e-04
"cv.all.time.sys.self" "10" "6" "100" "LASSO" 1e-04
"cv.all.time.elapsed" "10" "6" "100" "LASSO" 1e-04
"cv.all.time.user.child" "10" "6" "100" "LASSO" 1e-04
"cv.all.time.sys.child" "10" "6" "100" "LASSO" 1e-04
"n.cv.par" "10" "6" "100" "LASSO" 1e-04
"lambda" "3" "7" "100" "LASSO" 0.00607938967448613
"lambdar0" "3" "7" "100" "LASSO" 0.1
"kappa" "3" "7" "100" "LASSO" 0
"condnum" "3" "7" "100" "LASSO" 89.7344243545957
"EL" "3" "7" "100" "LASSO" 0.367040740115925
"RMSE" "3" "7" "100" "LASSO" 0.000457291869050102
"F1" "3" "7" "100" "LASSO" 1
"eTPR" "3" "7" "100" "LASSO" 1
"eTNR" "3" "7" "100" "LASSO" 1
"ePPV" "3" "7" "100" "LASSO" 1
"d" "3" "7" "100" "LASSO" 0.0593939393939394
"iters" "3" "7" "100" "LASSO" 10
"time.user.self" "3" "7" "100" "LASSO" 1.5
"time.sys.self" "3" "7" "100" "LASSO" 0
"time.elapsed" "3" "7" "100" "LASSO" 1.48999999999978
"time.user.child" "3" "7" "100" "LASSO" NA
"time.sys.child" "3" "7" "100" "LASSO" NA
"cv.iters" "3" "7" "100" "LASSO" NA
"cv.time.user.self" "3" "7" "100" "LASSO" 0.699800000000068
"cv.time.sys.self" "3" "7" "100" "LASSO" 0.00170000000000002
"cv.time.elapsed" "3" "7" "100" "LASSO" 0.703200000000033
"cv.time.user.child" "3" "7" "100" "LASSO" NA
"cv.time.sys.child" "3" "7" "100" "LASSO" NA
"cv.all.time.user.self" "3" "7" "100" "LASSO" 69.9800000000068
"cv.all.time.sys.self" "3" "7" "100" "LASSO" 0.170000000000002
"cv.all.time.elapsed" "3" "7" "100" "LASSO" 70.3200000000033
"cv.all.time.user.child" "3" "7" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "7" "100" "LASSO" NA
"n.cv.par" "3" "7" "100" "LASSO" 20
"lambda" "10" "7" "100" "LASSO" 1e-04
"lambdar0" "10" "7" "100" "LASSO" 1e-04
"kappa" "10" "7" "100" "LASSO" 1e-04
"condnum" "10" "7" "100" "LASSO" 1e-04
"EL" "10" "7" "100" "LASSO" 1e-04
"RMSE" "10" "7" "100" "LASSO" 1e-04
"F1" "10" "7" "100" "LASSO" 1e-04
"eTPR" "10" "7" "100" "LASSO" 1e-04
"eTNR" "10" "7" "100" "LASSO" 1e-04
"ePPV" "10" "7" "100" "LASSO" 1e-04
"d" "10" "7" "100" "LASSO" 1e-04
