"metric" "n_bands" "simulation" "n" "method" "value"
"eTNR" "7" "14" "250" "LASSO" 0.881506090808416
"ePPV" "7" "14" "250" "LASSO" 0.710810810810811
"d" "7" "14" "250" "LASSO" 0.302040816326531
"iters" "7" "14" "250" "LASSO" 12
"time.user.self" "7" "14" "250" "LASSO" 0.119999999998981
"time.sys.self" "7" "14" "250" "LASSO" 0
"time.elapsed" "7" "14" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "14" "250" "LASSO" NA
"time.sys.child" "7" "14" "250" "LASSO" NA
"cv.iters" "7" "14" "250" "LASSO" NA
"cv.time.user.self" "7" "14" "250" "LASSO" 0.130400000000009
"cv.time.sys.self" "7" "14" "250" "LASSO" 0.00029999999999994
"cv.time.elapsed" "7" "14" "250" "LASSO" 0.129300000000039
"cv.time.user.child" "7" "14" "250" "LASSO" NA
"cv.time.sys.child" "7" "14" "250" "LASSO" NA
"n.cv.par" "7" "14" "250" "LASSO" 20
"lambda" "1" "15" "250" "LASSO" 0.128163457609153
"lambdar0" "1" "15" "250" "LASSO" 0.45
"kappa" "1" "15" "250" "LASSO" 0
"condnum" "1" "15" "250" "LASSO" 46.2076593921559
"EL" "1" "15" "250" "LASSO" 1.98094032464439
"RMSE" "1" "15" "250" "LASSO" 0.00194425019361122
"F1" "1" "15" "250" "LASSO" 0.364312267657993
"eTPR" "1" "15" "250" "LASSO" 1
"eTNR" "1" "15" "250" "LASSO" 0.854591836734694
"ePPV" "1" "15" "250" "LASSO" 0.222727272727273
"d" "1" "15" "250" "LASSO" 0.179591836734694
"iters" "1" "15" "250" "LASSO" 9
"time.user.self" "1" "15" "250" "LASSO" 0.0900000000001455
"time.sys.self" "1" "15" "250" "LASSO" 0
"time.elapsed" "1" "15" "250" "LASSO" 0.089999999999236
"time.user.child" "1" "15" "250" "LASSO" NA
"time.sys.child" "1" "15" "250" "LASSO" NA
"cv.iters" "1" "15" "250" "LASSO" NA
"cv.time.user.self" "1" "15" "250" "LASSO" 0.151400000000076
"cv.time.sys.self" "1" "15" "250" "LASSO" 0.000500000000000007
"cv.time.elapsed" "1" "15" "250" "LASSO" 0.152200000000003
"cv.time.user.child" "1" "15" "250" "LASSO" NA
"cv.time.sys.child" "1" "15" "250" "LASSO" NA
"n.cv.par" "1" "15" "250" "LASSO" 20
"lambda" "7" "15" "250" "LASSO" 0.0211030643699791
"lambdar0" "7" "15" "250" "LASSO" 0.45
"kappa" "7" "15" "250" "LASSO" 0
"condnum" "7" "15" "250" "LASSO" 40.6455085405887
"EL" "7" "15" "250" "LASSO" 3.90546388118229
"RMSE" "7" "15" "250" "LASSO" 0.00778072207285058
"F1" "7" "15" "250" "LASSO" 0.710594315245478
"eTPR" "7" "15" "250" "LASSO" 0.854037267080745
"eTNR" "7" "15" "250" "LASSO" 0.803986710963455
"ePPV" "7" "15" "250" "LASSO" 0.608407079646018
"d" "7" "15" "250" "LASSO" 0.368979591836735
"iters" "7" "15" "250" "LASSO" 13
"time.user.self" "7" "15" "250" "LASSO" 0.130000000001019
"time.sys.self" "7" "15" "250" "LASSO" 0
"time.elapsed" "7" "15" "250" "LASSO" 0.129999999997381
"time.user.child" "7" "15" "250" "LASSO" NA
"time.sys.child" "7" "15" "250" "LASSO" NA
"cv.iters" "7" "15" "250" "LASSO" NA
"cv.time.user.self" "7" "15" "250" "LASSO" 0.146100000000079
"cv.time.sys.self" "7" "15" "250" "LASSO" 0.00019999999999996
"cv.time.elapsed" "7" "15" "250" "LASSO" 0.147899999999754
"cv.time.user.child" "7" "15" "250" "LASSO" NA
"cv.time.sys.child" "7" "15" "250" "LASSO" NA
"n.cv.par" "7" "15" "250" "LASSO" 20
"lambda" "1" "16" "250" "LASSO" 0.11905895299235
"lambdar0" "1" "16" "250" "LASSO" 0.4
"kappa" "1" "16" "250" "LASSO" 0
"condnum" "1" "16" "250" "LASSO" 50.9108203925356
"EL" "1" "16" "250" "LASSO" 1.78953999719126
"RMSE" "1" "16" "250" "LASSO" 0.00184111862414104
"F1" "1" "16" "250" "LASSO" 0.342657342657343
"eTPR" "1" "16" "250" "LASSO" 1
"eTNR" "1" "16" "250" "LASSO" 0.840136054421769
"ePPV" "1" "16" "250" "LASSO" 0.206751054852321
"d" "1" "16" "250" "LASSO" 0.193469387755102
"iters" "1" "16" "250" "LASSO" 9
"time.user.self" "1" "16" "250" "LASSO" 0.0900000000001455
"time.sys.self" "1" "16" "250" "LASSO" 0
"time.elapsed" "1" "16" "250" "LASSO" 0.0900000000001455
"time.user.child" "1" "16" "250" "LASSO" NA
"time.sys.child" "1" "16" "250" "LASSO" NA
"cv.iters" "1" "16" "250" "LASSO" NA
"cv.time.user.self" "1" "16" "250" "LASSO" 0.147200000000012
"cv.time.sys.self" "1" "16" "250" "LASSO" 0.000200000000000031
"cv.time.elapsed" "1" "16" "250" "LASSO" 0.147299999999959
"cv.time.user.child" "1" "16" "250" "LASSO" NA
"cv.time.sys.child" "1" "16" "250" "LASSO" NA
"n.cv.par" "1" "16" "250" "LASSO" 20
"lambda" "7" "16" "250" "LASSO" 0.0221420191031601
"lambdar0" "7" "16" "250" "LASSO" 0.4
"kappa" "7" "16" "250" "LASSO" 0
"condnum" "7" "16" "250" "LASSO" 36.7342261655639
"EL" "7" "16" "250" "LASSO" 4.09286505056804
"RMSE" "7" "16" "250" "LASSO" 0.00806904820515798
"F1" "7" "16" "250" "LASSO" 0.761904761904762
"eTPR" "7" "16" "250" "LASSO" 0.84472049689441
"eTNR" "7" "16" "250" "LASSO" 0.867109634551495
"ePPV" "7" "16" "250" "LASSO" 0.693877551020408
"d" "7" "16" "250" "LASSO" 0.32
"iters" "7" "16" "250" "LASSO" 13
"time.user.self" "7" "16" "250" "LASSO" 0.110000000000582
"time.sys.self" "7" "16" "250" "LASSO" 0
"time.elapsed" "7" "16" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "16" "250" "LASSO" NA
"time.sys.child" "7" "16" "250" "LASSO" NA
"cv.iters" "7" "16" "250" "LASSO" NA
"cv.time.user.self" "7" "16" "250" "LASSO" 0.123399999999965
"cv.time.sys.self" "7" "16" "250" "LASSO" 0.000500000000000114
"cv.time.elapsed" "7" "16" "250" "LASSO" 0.122400000000052
"cv.time.user.child" "7" "16" "250" "LASSO" NA
"cv.time.sys.child" "7" "16" "250" "LASSO" NA
"n.cv.par" "7" "16" "250" "LASSO" 20
"lambda" "1" "17" "250" "LASSO" 0.150877100717527
"lambdar0" "1" "17" "250" "LASSO" 0.55
"kappa" "1" "17" "250" "LASSO" 0
"condnum" "1" "17" "250" "LASSO" 42.5417577030032
"EL" "1" "17" "250" "LASSO" 2.23487977419304
"RMSE" "1" "17" "250" "LASSO" 0.00215960220335798
"F1" "1" "17" "250" "LASSO" 0.40495867768595
"eTPR" "1" "17" "250" "LASSO" 1
"eTNR" "1" "17" "250" "LASSO" 0.877551020408163
"ePPV" "1" "17" "250" "LASSO" 0.253886010362694
"d" "1" "17" "250" "LASSO" 0.157551020408163
"iters" "1" "17" "250" "LASSO" 8
"time.user.self" "1" "17" "250" "LASSO" 0.069999999999709
"time.sys.self" "1" "17" "250" "LASSO" 0
"time.elapsed" "1" "17" "250" "LASSO" 0.0600000000004002
"time.user.child" "1" "17" "250" "LASSO" NA
"time.sys.child" "1" "17" "250" "LASSO" NA
"cv.iters" "1" "17" "250" "LASSO" NA
"cv.time.user.self" "1" "17" "250" "LASSO" 0.11010000000002
"cv.time.sys.self" "1" "17" "250" "LASSO" 0.000500000000000007
"cv.time.elapsed" "1" "17" "250" "LASSO" 0.109100000000008
"cv.time.user.child" "1" "17" "250" "LASSO" NA
"cv.time.sys.child" "1" "17" "250" "LASSO" NA
"n.cv.par" "1" "17" "250" "LASSO" 20
"lambda" "7" "17" "250" "LASSO" 0.0225321150502902
"lambdar0" "7" "17" "250" "LASSO" 0.5
"kappa" "7" "17" "250" "LASSO" 0
"condnum" "7" "17" "250" "LASSO" 34.9567676623262
"EL" "7" "17" "250" "LASSO" 4.09208660898052
"RMSE" "7" "17" "250" "LASSO" 0.007961507537407
"F1" "7" "17" "250" "LASSO" 0.736990154711674
"eTPR" "7" "17" "250" "LASSO" 0.813664596273292
"eTNR" "7" "17" "250" "LASSO" 0.859357696566999
"ePPV" "7" "17" "250" "LASSO" 0.673521850899743
"d" "7" "17" "250" "LASSO" 0.317551020408163
"iters" "7" "17" "250" "LASSO" 12
"time.user.self" "7" "17" "250" "LASSO" 0.0799999999981083
"time.sys.self" "7" "17" "250" "LASSO" 0
"time.elapsed" "7" "17" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "17" "250" "LASSO" NA
"time.sys.child" "7" "17" "250" "LASSO" NA
"cv.iters" "7" "17" "250" "LASSO" NA
"cv.time.user.self" "7" "17" "250" "LASSO" 0.130999999999658
"cv.time.sys.self" "7" "17" "250" "LASSO" 0
"cv.time.elapsed" "7" "17" "250" "LASSO" 0.131499999999942
"cv.time.user.child" "7" "17" "250" "LASSO" NA
"cv.time.sys.child" "7" "17" "250" "LASSO" NA
"n.cv.par" "7" "17" "250" "LASSO" 20
"lambda" "1" "18" "250" "LASSO" 0.122117573080413
"lambdar0" "1" "18" "250" "LASSO" 0.45
"kappa" "1" "18" "250" "LASSO" 0
"condnum" "1" "18" "250" "LASSO" 43.1445881475501
"EL" "1" "18" "250" "LASSO" 1.76185717843814
"RMSE" "1" "18" "250" "LASSO" 0.00181225885236872
"F1" "1" "18" "250" "LASSO" 0.343859649122807
"eTPR" "1" "18" "250" "LASSO" 1
"eTNR" "1" "18" "250" "LASSO" 0.840986394557823
"ePPV" "1" "18" "250" "LASSO" 0.207627118644068
"d" "1" "18" "250" "LASSO" 0.19265306122449
"iters" "1" "18" "250" "LASSO" 9
"time.user.self" "1" "18" "250" "LASSO" 0.0799999999999272
"time.sys.self" "1" "18" "250" "LASSO" 0
"time.elapsed" "1" "18" "250" "LASSO" 0.089999999999236
"time.user.child" "1" "18" "250" "LASSO" NA
"time.sys.child" "1" "18" "250" "LASSO" NA
"cv.iters" "1" "18" "250" "LASSO" NA
"cv.time.user.self" "1" "18" "250" "LASSO" 0.113200000000033
"cv.time.sys.self" "1" "18" "250" "LASSO" 0.000500000000000007
"cv.time.elapsed" "1" "18" "250" "LASSO" 0.114700000000066
"cv.time.user.child" "1" "18" "250" "LASSO" NA
"cv.time.sys.child" "1" "18" "250" "LASSO" NA
"n.cv.par" "1" "18" "250" "LASSO" 20
"lambda" "7" "18" "250" "LASSO" 0.0227990266429303
"lambdar0" "7" "18" "250" "LASSO" 0.5
"kappa" "7" "18" "250" "LASSO" 0
"condnum" "7" "18" "250" "LASSO" 47.7587440876336
"EL" "7" "18" "250" "LASSO" 4.40352922679336
"RMSE" "7" "18" "250" "LASSO" 0.0078092487690253
"F1" "7" "18" "250" "LASSO" 0.725714285714286
"eTPR" "7" "18" "250" "LASSO" 0.788819875776398
"eTNR" "7" "18" "250" "LASSO" 0.862679955703212
"ePPV" "7" "18" "250" "LASSO" 0.671957671957672
"d" "7" "18" "250" "LASSO" 0.308571428571429
"iters" "7" "18" "250" "LASSO" 15
"time.user.self" "7" "18" "250" "LASSO" 0.139999999999418
"time.sys.self" "7" "18" "250" "LASSO" 0
"time.elapsed" "7" "18" "250" "LASSO" 0.130000000001019
"time.user.child" "7" "18" "250" "LASSO" NA
"time.sys.child" "7" "18" "250" "LASSO" NA
"cv.iters" "7" "18" "250" "LASSO" NA
"cv.time.user.self" "7" "18" "250" "LASSO" 0.157500000000036
"cv.time.sys.self" "7" "18" "250" "LASSO" 0.00019999999999996
"cv.time.elapsed" "7" "18" "250" "LASSO" 0.157199999999721
"cv.time.user.child" "7" "18" "250" "LASSO" NA
"cv.time.sys.child" "7" "18" "250" "LASSO" NA
"n.cv.par" "7" "18" "250" "LASSO" 20
"lambda" "1" "19" "250" "LASSO" 0.139211054741315
"lambdar0" "1" "19" "250" "LASSO" 0.5
"kappa" "1" "19" "250" "LASSO" 0
"condnum" "1" "19" "250" "LASSO" 39.1306756893056
"EL" "1" "19" "250" "LASSO" 2.04871544297125
"RMSE" "1" "19" "250" "LASSO" 0.00206069480361567
"F1" "1" "19" "250" "LASSO" 0.375478927203065
"eTPR" "1" "19" "250" "LASSO" 1
"eTNR" "1" "19" "250" "LASSO" 0.861394557823129
"ePPV" "1" "19" "250" "LASSO" 0.231132075471698
"d" "1" "19" "250" "LASSO" 0.173061224489796
"iters" "1" "19" "250" "LASSO" 8
"time.user.self" "1" "19" "250" "LASSO" 0.069999999999709
"time.sys.self" "1" "19" "250" "LASSO" 0
"time.elapsed" "1" "19" "250" "LASSO" 0.0799999999999272
"time.user.child" "1" "19" "250" "LASSO" NA
"time.sys.child" "1" "19" "250" "LASSO" NA
"cv.iters" "1" "19" "250" "LASSO" NA
"cv.time.user.self" "1" "19" "250" "LASSO" 0.111899999999896
"cv.time.sys.self" "1" "19" "250" "LASSO" 0.000100000000000016
"cv.time.elapsed" "1" "19" "250" "LASSO" 0.113499999999967
"cv.time.user.child" "1" "19" "250" "LASSO" NA
"cv.time.sys.child" "1" "19" "250" "LASSO" NA
"n.cv.par" "1" "19" "250" "LASSO" 20
"lambda" "7" "19" "250" "LASSO" 0.0210655434071292
"lambdar0" "7" "19" "250" "LASSO" 0.45
"kappa" "7" "19" "250" "LASSO" 0
"condnum" "7" "19" "250" "LASSO" 38.5971205740201
"EL" "7" "19" "250" "LASSO" 3.79661183733512
"RMSE" "7" "19" "250" "LASSO" 0.00770815076274244
"F1" "7" "19" "250" "LASSO" 0.727755644090305
"eTPR" "7" "19" "250" "LASSO" 0.850931677018634
"eTNR" "7" "19" "250" "LASSO" 0.826135105204873
"ePPV" "7" "19" "250" "LASSO" 0.635730858468677
"d" "7" "19" "250" "LASSO" 0.351836734693878
"iters" "7" "19" "250" "LASSO" 14
"time.user.self" "7" "19" "250" "LASSO" 0.130000000001019
"time.sys.self" "7" "19" "250" "LASSO" 0
"time.elapsed" "7" "19" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "19" "250" "LASSO" NA
"time.sys.child" "7" "19" "250" "LASSO" NA
"cv.iters" "7" "19" "250" "LASSO" NA
"cv.time.user.self" "7" "19" "250" "LASSO" 0.147700000000077
"cv.time.sys.self" "7" "19" "250" "LASSO" 0
"cv.time.elapsed" "7" "19" "250" "LASSO" 0.146599999999962
"cv.time.user.child" "7" "19" "250" "LASSO" NA
"cv.time.sys.child" "7" "19" "250" "LASSO" NA
"n.cv.par" "7" "19" "250" "LASSO" 20
"lambda" "1" "20" "250" "LASSO" 0.133932597901293
"lambdar0" "1" "20" "250" "LASSO" 0.5
"kappa" "1" "20" "250" "LASSO" 0
"condnum" "1" "20" "250" "LASSO" 48.4586207642765
"EL" "1" "20" "250" "LASSO" 1.91366541579365
"RMSE" "1" "20" "250" "LASSO" 0.0018897557317398
"F1" "1" "20" "250" "LASSO" 0.340277777777778
"eTPR" "1" "20" "250" "LASSO" 1
"eTNR" "1" "20" "250" "LASSO" 0.83843537414966
"ePPV" "1" "20" "250" "LASSO" 0.205020920502092
"d" "1" "20" "250" "LASSO" 0.195102040816327
"iters" "1" "20" "250" "LASSO" 9
"time.user.self" "1" "20" "250" "LASSO" 0.069999999999709
"time.sys.self" "1" "20" "250" "LASSO" 0
"time.elapsed" "1" "20" "250" "LASSO" 0.069999999999709
"time.user.child" "1" "20" "250" "LASSO" NA
"time.sys.child" "1" "20" "250" "LASSO" NA
"cv.iters" "1" "20" "250" "LASSO" NA
"cv.time.user.self" "1" "20" "250" "LASSO" 0.112000000000062
"cv.time.sys.self" "1" "20" "250" "LASSO" 0.000200000000000031
"cv.time.elapsed" "1" "20" "250" "LASSO" 0.112600000000148
"cv.time.user.child" "1" "20" "250" "LASSO" NA
"cv.time.sys.child" "1" "20" "250" "LASSO" NA
"n.cv.par" "1" "20" "250" "LASSO" 20
"lambda" "7" "20" "250" "LASSO" 0.0215348289820558
"lambdar0" "7" "20" "250" "LASSO" 0.45
"kappa" "7" "20" "250" "LASSO" 0
"condnum" "7" "20" "250" "LASSO" 42.9219142710289
"EL" "7" "20" "250" "LASSO" 3.7374752422482
"RMSE" "7" "20" "250" "LASSO" 0.00786294086522748
"F1" "7" "20" "250" "LASSO" 0.76797829036635
"eTPR" "7" "20" "250" "LASSO" 0.87888198757764
"eTNR" "7" "20" "250" "LASSO" 0.853820598006645
"ePPV" "7" "20" "250" "LASSO" 0.681927710843373
"d" "7" "20" "250" "LASSO" 0.338775510204082
"iters" "7" "20" "250" "LASSO" 13
"time.user.self" "7" "20" "250" "LASSO" 0.110000000000582
"time.sys.self" "7" "20" "250" "LASSO" 0
"time.elapsed" "7" "20" "250" "LASSO" 0.110000000000582
"time.user.child" "7" "20" "250" "LASSO" NA
"time.sys.child" "7" "20" "250" "LASSO" NA
"cv.iters" "7" "20" "250" "LASSO" NA
"cv.time.user.self" "7" "20" "250" "LASSO" 0.137299999999959
"cv.time.sys.self" "7" "20" "250" "LASSO" 0.000100000000000051
"cv.time.elapsed" "7" "20" "250" "LASSO" 0.139799999999923
"cv.time.user.child" "7" "20" "250" "LASSO" NA
"cv.time.sys.child" "7" "20" "250" "LASSO" NA
"n.cv.par" "7" "20" "250" "LASSO" 20
"lambda" "1" "11" "500" "LASSO" 0.0689100649907121
"lambdar0" "1" "11" "500" "LASSO" 0.25
"kappa" "1" "11" "500" "LASSO" 0
"condnum" "1" "11" "500" "LASSO" 48.4746843812503
"EL" "1" "11" "500" "LASSO" 0.809227105791422
"RMSE" "1" "11" "500" "LASSO" 0.00121605070227673
"F1" "1" "11" "500" "LASSO" 0.327759197324415
"eTPR" "1" "11" "500" "LASSO" 1
"eTNR" "1" "11" "500" "LASSO" 0.829081632653061
"ePPV" "1" "11" "500" "LASSO" 0.196
"d" "1" "11" "500" "LASSO" 0.204081632653061
"iters" "1" "11" "500" "LASSO" 9
"time.user.self" "1" "11" "500" "LASSO" 0.1099999999999
"time.sys.self" "1" "11" "500" "LASSO" 0
"time.elapsed" "1" "11" "500" "LASSO" 0.120000000000005
"time.user.child" "1" "11" "500" "LASSO" NA
"time.sys.child" "1" "11" "500" "LASSO" NA
"cv.iters" "1" "11" "500" "LASSO" NA
"cv.time.user.self" "1" "11" "500" "LASSO" 0.152899999999997
"cv.time.sys.self" "1" "11" "500" "LASSO" 0.00080000000000001
"cv.time.elapsed" "1" "11" "500" "LASSO" 0.153799999999993
"cv.time.user.child" "1" "11" "500" "LASSO" NA
"cv.time.sys.child" "1" "11" "500" "LASSO" NA
"n.cv.par" "1" "11" "500" "LASSO" 20
"lambda" "7" "11" "500" "LASSO" 0.0095272149423392
"lambdar0" "7" "11" "500" "LASSO" 0.25
"kappa" "7" "11" "500" "LASSO" 0
"condnum" "7" "11" "500" "LASSO" 38.644654583026
"EL" "7" "11" "500" "LASSO" 1.89620039401352
"RMSE" "7" "11" "500" "LASSO" 0.00580457038266582
"F1" "7" "11" "500" "LASSO" 0.691891891891892
"eTPR" "7" "11" "500" "LASSO" 0.993788819875776
"eTNR" "7" "11" "500" "LASSO" 0.686600221483942
"ePPV" "7" "11" "500" "LASSO" 0.530679933665008
"d" "7" "11" "500" "LASSO" 0.492244897959184
"iters" "7" "11" "500" "LASSO" 16
"time.user.self" "7" "11" "500" "LASSO" 0.149999999999636
"time.sys.self" "7" "11" "500" "LASSO" 0
"time.elapsed" "7" "11" "500" "LASSO" 0.139999999999418
"time.user.child" "7" "11" "500" "LASSO" NA
"time.sys.child" "7" "11" "500" "LASSO" NA
"cv.iters" "7" "11" "500" "LASSO" NA
"cv.time.user.self" "7" "11" "500" "LASSO" 0.119300000000094
"cv.time.sys.self" "7" "11" "500" "LASSO" 0
"cv.time.elapsed" "7" "11" "500" "LASSO" 0.121799999999912
"cv.time.user.child" "7" "11" "500" "LASSO" NA
"cv.time.sys.child" "7" "11" "500" "LASSO" NA
"n.cv.par" "7" "11" "500" "LASSO" 20
"lambda" "1" "12" "500" "LASSO" 0.0659851187253463
"lambdar0" "1" "12" "500" "LASSO" 0.25
"kappa" "1" "12" "500" "LASSO" 0
"condnum" "1" "12" "500" "LASSO" 41.7428704994214
"EL" "1" "12" "500" "LASSO" 0.962042660284041
"RMSE" "1" "12" "500" "LASSO" 0.00134265201134392
"F1" "1" "12" "500" "LASSO" 0.305295950155763
"eTPR" "1" "12" "500" "LASSO" 1
"eTNR" "1" "12" "500" "LASSO" 0.810374149659864
"ePPV" "1" "12" "500" "LASSO" 0.180147058823529
"d" "1" "12" "500" "LASSO" 0.222040816326531
"iters" "1" "12" "500" "LASSO" 9
"time.user.self" "1" "12" "500" "LASSO" 0.129999999999882
"time.sys.self" "1" "12" "500" "LASSO" 0
"time.elapsed" "1" "12" "500" "LASSO" 0.120000000000346
"time.user.child" "1" "12" "500" "LASSO" NA
"time.sys.child" "1" "12" "500" "LASSO" NA
"cv.iters" "1" "12" "500" "LASSO" NA
"cv.time.user.self" "1" "12" "500" "LASSO" 0.14639999999999
"cv.time.sys.self" "1" "12" "500" "LASSO" 9.99999999999979e-05
"cv.time.elapsed" "1" "12" "500" "LASSO" 0.148999999999987
"cv.time.user.child" "1" "12" "500" "LASSO" NA
"cv.time.sys.child" "1" "12" "500" "LASSO" NA
"n.cv.par" "1" "12" "500" "LASSO" 20
"lambda" "7" "12" "500" "LASSO" 0.00953507960504177
"lambdar0" "7" "12" "500" "LASSO" 0.25
"kappa" "7" "12" "500" "LASSO" 0
"condnum" "7" "12" "500" "LASSO" 42.1979599459672
"EL" "7" "12" "500" "LASSO" 1.84328316797885
"RMSE" "7" "12" "500" "LASSO" 0.00556137662548004
"F1" "7" "12" "500" "LASSO" 0.702643171806167
"eTPR" "7" "12" "500" "LASSO" 0.990683229813665
"eTNR" "7" "12" "500" "LASSO" 0.704318936877076
"ePPV" "7" "12" "500" "LASSO" 0.544368600682594
"d" "7" "12" "500" "LASSO" 0.478367346938776
"iters" "7" "12" "500" "LASSO" 16
"time.user.self" "7" "12" "500" "LASSO" 0.159999999999854
"time.sys.self" "7" "12" "500" "LASSO" 0
"time.elapsed" "7" "12" "500" "LASSO" 0.139999999999418
"time.user.child" "7" "12" "500" "LASSO" NA
"time.sys.child" "7" "12" "500" "LASSO" NA
"cv.iters" "7" "12" "500" "LASSO" NA
"cv.time.user.self" "7" "12" "500" "LASSO" 0.12510000000002
"cv.time.sys.self" "7" "12" "500" "LASSO" 0.000499999999999972
"cv.time.elapsed" "7" "12" "500" "LASSO" 0.127299999999905
"cv.time.user.child" "7" "12" "500" "LASSO" NA
"cv.time.sys.child" "7" "12" "500" "LASSO" NA
"n.cv.par" "7" "12" "500" "LASSO" 20
"lambda" "1" "13" "500" "LASSO" 0.0645814068572585
"lambdar0" "1" "13" "500" "LASSO" 0.25
"kappa" "1" "13" "500" "LASSO" 0
"condnum" "1" "13" "500" "LASSO" 48.6207443486767
"EL" "1" "13" "500" "LASSO" 0.910581370083442
"RMSE" "1" "13" "500" "LASSO" 0.00127798044101172
"F1" "1" "13" "500" "LASSO" 0.301538461538462
"eTPR" "1" "13" "500" "LASSO" 1
"eTNR" "1" "13" "500" "LASSO" 0.806972789115646
"ePPV" "1" "13" "500" "LASSO" 0.177536231884058
"d" "1" "13" "500" "LASSO" 0.22530612244898
"iters" "1" "13" "500" "LASSO" 9
"time.user.self" "1" "13" "500" "LASSO" 0.0999999999999091
"time.sys.self" "1" "13" "500" "LASSO" 0.00999999999999979
"time.elapsed" "1" "13" "500" "LASSO" 0.0900000000001455
"time.user.child" "1" "13" "500" "LASSO" NA
"time.sys.child" "1" "13" "500" "LASSO" NA
"cv.iters" "1" "13" "500" "LASSO" NA
"cv.time.user.self" "1" "13" "500" "LASSO" 0.142299999999973
"cv.time.sys.self" "1" "13" "500" "LASSO" 0.000199999999999996
"cv.time.elapsed" "1" "13" "500" "LASSO" 0.144099999999994
"cv.time.user.child" "1" "13" "500" "LASSO" NA
"cv.time.sys.child" "1" "13" "500" "LASSO" NA
"n.cv.par" "1" "13" "500" "LASSO" 20
"lambda" "7" "13" "500" "LASSO" 0.00951597374189108
"lambdar0" "7" "13" "500" "LASSO" 0.25
"kappa" "7" "13" "500" "LASSO" 0
"condnum" "7" "13" "500" "LASSO" 38.3840186096716
"EL" "7" "13" "500" "LASSO" 1.75982199483359
"RMSE" "7" "13" "500" "LASSO" 0.00564371459541081
"F1" "7" "13" "500" "LASSO" 0.697267759562842
"eTPR" "7" "13" "500" "LASSO" 0.990683229813665
"eTNR" "7" "13" "500" "LASSO" 0.69656699889258
"ePPV" "7" "13" "500" "LASSO" 0.537942664418212
"d" "7" "13" "500" "LASSO" 0.484081632653061
"iters" "7" "13" "500" "LASSO" 15
"time.user.self" "7" "13" "500" "LASSO" 0.139999999999418
"time.sys.self" "7" "13" "500" "LASSO" 0
"time.elapsed" "7" "13" "500" "LASSO" 0.139999999999418
"time.user.child" "7" "13" "500" "LASSO" NA
"time.sys.child" "7" "13" "500" "LASSO" NA
"cv.iters" "7" "13" "500" "LASSO" NA
"cv.time.user.self" "7" "13" "500" "LASSO" 0.130000000000055
"cv.time.sys.self" "7" "13" "500" "LASSO" 9.99999999999801e-05
"cv.time.elapsed" "7" "13" "500" "LASSO" 0.129700000000048
"cv.time.user.child" "7" "13" "500" "LASSO" NA
"cv.time.sys.child" "7" "13" "500" "LASSO" NA
"n.cv.par" "7" "13" "500" "LASSO" 20
"lambda" "1" "14" "500" "LASSO" 0.0649260298192359
"lambdar0" "1" "14" "500" "LASSO" 0.25
"kappa" "1" "14" "500" "LASSO" 0
"condnum" "1" "14" "500" "LASSO" 45.0367019378157
"EL" "1" "14" "500" "LASSO" 0.989430989029508
"RMSE" "1" "14" "500" "LASSO" 0.00133028304520006
"F1" "1" "14" "500" "LASSO" 0.284057971014493
"eTPR" "1" "14" "500" "LASSO" 1
"eTNR" "1" "14" "500" "LASSO" 0.789965986394558
"ePPV" "1" "14" "500" "LASSO" 0.165540540540541
"d" "1" "14" "500" "LASSO" 0.241632653061225
"iters" "1" "14" "500" "LASSO" 10
"time.user.self" "1" "14" "500" "LASSO" 0.0799999999999272
"time.sys.self" "1" "14" "500" "LASSO" 0
"time.elapsed" "1" "14" "500" "LASSO" 0.109999999999673
"time.user.child" "1" "14" "500" "LASSO" NA
"time.sys.child" "1" "14" "500" "LASSO" NA
"cv.iters" "1" "14" "500" "LASSO" NA
"cv.time.user.self" "1" "14" "500" "LASSO" 0.117499999999991
"cv.time.sys.self" "1" "14" "500" "LASSO" 0.000400000000000027
"cv.time.elapsed" "1" "14" "500" "LASSO" 0.122000000000007
"cv.time.user.child" "1" "14" "500" "LASSO" NA
"cv.time.sys.child" "1" "14" "500" "LASSO" NA
"n.cv.par" "1" "14" "500" "LASSO" 20
"lambda" "7" "14" "500" "LASSO" 0.00870218006062041
"lambdar0" "7" "14" "500" "LASSO" 0.2
"kappa" "7" "14" "500" "LASSO" 0
"condnum" "7" "14" "500" "LASSO" 40.3372514358095
"EL" "7" "14" "500" "LASSO" 1.70108983919876
"RMSE" "7" "14" "500" "LASSO" 0.00546027492827516
"F1" "7" "14" "500" "LASSO" 0.655030800821355
"eTPR" "7" "14" "500" "LASSO" 0.990683229813665
"eTNR" "7" "14" "500" "LASSO" 0.631229235880399
"ePPV" "7" "14" "500" "LASSO" 0.489263803680982
"d" "7" "14" "500" "LASSO" 0.532244897959184
"iters" "7" "14" "500" "LASSO" 17
"time.user.self" "7" "14" "500" "LASSO" 0.159999999999854
"time.sys.self" "7" "14" "500" "LASSO" 0
"time.elapsed" "7" "14" "500" "LASSO" 0.140000000003056
"time.user.child" "7" "14" "500" "LASSO" NA
"time.sys.child" "7" "14" "500" "LASSO" NA
"cv.iters" "7" "14" "500" "LASSO" NA
