"metric" "n_bands" "simulation" "n" "method" "value"
"F1" "14" "12" "250" "LASSO" 0.787450980392157
"eTPR" "14" "12" "250" "LASSO" 0.843697478991597
"eTNR" "14" "12" "250" "LASSO" 0.717460317460317
"ePPV" "14" "12" "250" "LASSO" 0.738235294117647
"d" "14" "12" "250" "LASSO" 0.555102040816327
"iters" "14" "12" "250" "LASSO" 17
"time.user.self" "14" "12" "250" "LASSO" 0.159999999999854
"time.sys.self" "14" "12" "250" "LASSO" 0
"time.elapsed" "14" "12" "250" "LASSO" 0.159999999999854
"time.user.child" "14" "12" "250" "LASSO" NA
"time.sys.child" "14" "12" "250" "LASSO" NA
"cv.iters" "14" "12" "250" "LASSO" NA
"cv.time.user.self" "14" "12" "250" "LASSO" 0.166100000000079
"cv.time.sys.self" "14" "12" "250" "LASSO" 0.000100000000000051
"cv.time.elapsed" "14" "12" "250" "LASSO" 0.166500000000269
"cv.time.user.child" "14" "12" "250" "LASSO" NA
"cv.time.sys.child" "14" "12" "250" "LASSO" NA
"n.cv.par" "14" "12" "250" "LASSO" 20
"lambda" "14" "13" "250" "LASSO" 0.0169345946544241
"lambdar0" "14" "13" "250" "LASSO" 0.55
"kappa" "14" "13" "250" "LASSO" 0
"condnum" "14" "13" "250" "LASSO" 33.4289406320264
"EL" "14" "13" "250" "LASSO" 5.45054371354229
"RMSE" "14" "13" "250" "LASSO" 0.0117044340627759
"F1" "14" "13" "250" "LASSO" 0.745331069609508
"eTPR" "14" "13" "250" "LASSO" 0.73781512605042
"eTNR" "14" "13" "250" "LASSO" 0.771428571428571
"ePPV" "14" "13" "250" "LASSO" 0.753001715265866
"d" "14" "13" "250" "LASSO" 0.475918367346939
"iters" "14" "13" "250" "LASSO" 13
"time.user.self" "14" "13" "250" "LASSO" 0.110000000000582
"time.sys.self" "14" "13" "250" "LASSO" 0
"time.elapsed" "14" "13" "250" "LASSO" 0.110000000000582
"time.user.child" "14" "13" "250" "LASSO" NA
"time.sys.child" "14" "13" "250" "LASSO" NA
"cv.iters" "14" "13" "250" "LASSO" NA
"cv.time.user.self" "14" "13" "250" "LASSO" 0.148300000000236
"cv.time.sys.self" "14" "13" "250" "LASSO" 0
"cv.time.elapsed" "14" "13" "250" "LASSO" 0.150299999999879
"cv.time.user.child" "14" "13" "250" "LASSO" NA
"cv.time.sys.child" "14" "13" "250" "LASSO" NA
"n.cv.par" "14" "13" "250" "LASSO" 20
"lambda" "14" "14" "250" "LASSO" 0.0147485953039247
"lambdar0" "14" "14" "250" "LASSO" 0.45
"kappa" "14" "14" "250" "LASSO" 0
"condnum" "14" "14" "250" "LASSO" 31.9892581890648
"EL" "14" "14" "250" "LASSO" 4.80575412899854
"RMSE" "14" "14" "250" "LASSO" 0.0114391238390828
"F1" "14" "14" "250" "LASSO" 0.767726161369193
"eTPR" "14" "14" "250" "LASSO" 0.791596638655462
"eTNR" "14" "14" "250" "LASSO" 0.744444444444444
"ePPV" "14" "14" "250" "LASSO" 0.745253164556962
"d" "14" "14" "250" "LASSO" 0.515918367346939
"iters" "14" "14" "250" "LASSO" 12
"time.user.self" "14" "14" "250" "LASSO" 0.110000000000582
"time.sys.self" "14" "14" "250" "LASSO" 0
"time.elapsed" "14" "14" "250" "LASSO" 0.110000000000582
"time.user.child" "14" "14" "250" "LASSO" NA
"time.sys.child" "14" "14" "250" "LASSO" NA
"cv.iters" "14" "14" "250" "LASSO" NA
"cv.time.user.self" "14" "14" "250" "LASSO" 0.130599999999868
"cv.time.sys.self" "14" "14" "250" "LASSO" 0
"cv.time.elapsed" "14" "14" "250" "LASSO" 0.130100000000384
"cv.time.user.child" "14" "14" "250" "LASSO" NA
"cv.time.sys.child" "14" "14" "250" "LASSO" NA
"n.cv.par" "14" "14" "250" "LASSO" 20
"lambda" "14" "15" "250" "LASSO" 0.0131725412539977
"lambdar0" "14" "15" "250" "LASSO" 0.4
"kappa" "14" "15" "250" "LASSO" 0
"condnum" "14" "15" "250" "LASSO" 39.5880740795206
"EL" "14" "15" "250" "LASSO" 4.77677760139647
"RMSE" "14" "15" "250" "LASSO" 0.0110155344861513
"F1" "14" "15" "250" "LASSO" 0.769822940723634
"eTPR" "14" "15" "250" "LASSO" 0.840336134453782
"eTNR" "14" "15" "250" "LASSO" 0.676190476190476
"ePPV" "14" "15" "250" "LASSO" 0.710227272727273
"d" "14" "15" "250" "LASSO" 0.57469387755102
"iters" "14" "15" "250" "LASSO" 14
"time.user.self" "14" "15" "250" "LASSO" 0.120000000002619
"time.sys.self" "14" "15" "250" "LASSO" 0
"time.elapsed" "14" "15" "250" "LASSO" 0.139999999999418
"time.user.child" "14" "15" "250" "LASSO" NA
"time.sys.child" "14" "15" "250" "LASSO" NA
"cv.iters" "14" "15" "250" "LASSO" NA
"cv.time.user.self" "14" "15" "250" "LASSO" 0.14650000000016
"cv.time.sys.self" "14" "15" "250" "LASSO" 0.000100000000000051
"cv.time.elapsed" "14" "15" "250" "LASSO" 0.146900000000387
"cv.time.user.child" "14" "15" "250" "LASSO" NA
"cv.time.sys.child" "14" "15" "250" "LASSO" NA
"n.cv.par" "14" "15" "250" "LASSO" 20
"lambda" "14" "16" "250" "LASSO" 0.0126581013812672
"lambdar0" "14" "16" "250" "LASSO" 0.35
"kappa" "14" "16" "250" "LASSO" 0
"condnum" "14" "16" "250" "LASSO" 51.2507497140322
"EL" "14" "16" "250" "LASSO" 4.96700458846552
"RMSE" "14" "16" "250" "LASSO" 0.0112105586735365
"F1" "14" "16" "250" "LASSO" 0.768396591789311
"eTPR" "14" "16" "250" "LASSO" 0.833613445378151
"eTNR" "14" "16" "250" "LASSO" 0.682539682539683
"ePPV" "14" "16" "250" "LASSO" 0.71264367816092
"d" "14" "16" "250" "LASSO" 0.568163265306122
"iters" "14" "16" "250" "LASSO" 17
"time.user.self" "14" "16" "250" "LASSO" 0.139999999999418
"time.sys.self" "14" "16" "250" "LASSO" 0.0200000000000102
"time.elapsed" "14" "16" "250" "LASSO" 0.150000000001455
"time.user.child" "14" "16" "250" "LASSO" NA
"time.sys.child" "14" "16" "250" "LASSO" NA
"cv.iters" "14" "16" "250" "LASSO" NA
"cv.time.user.self" "14" "16" "250" "LASSO" 0.176399999999994
"cv.time.sys.self" "14" "16" "250" "LASSO" 0.000900000000000176
"cv.time.elapsed" "14" "16" "250" "LASSO" 0.17630000000041
"cv.time.user.child" "14" "16" "250" "LASSO" NA
"cv.time.sys.child" "14" "16" "250" "LASSO" NA
"n.cv.par" "14" "16" "250" "LASSO" 20
"lambda" "14" "17" "250" "LASSO" 0.0132172860655099
"lambdar0" "14" "17" "250" "LASSO" 0.4
"kappa" "14" "17" "250" "LASSO" 0
"condnum" "14" "17" "250" "LASSO" 40.397286891631
"EL" "14" "17" "250" "LASSO" 4.29675870512612
"RMSE" "14" "17" "250" "LASSO" 0.010730393847176
"F1" "14" "17" "250" "LASSO" 0.769230769230769
"eTPR" "14" "17" "250" "LASSO" 0.823529411764706
"eTNR" "14" "17" "250" "LASSO" 0.7
"ePPV" "14" "17" "250" "LASSO" 0.721649484536082
"d" "14" "17" "250" "LASSO" 0.554285714285714
"iters" "14" "17" "250" "LASSO" 15
"time.user.self" "14" "17" "250" "LASSO" 0.140000000006694
"time.sys.self" "14" "17" "250" "LASSO" 0
"time.elapsed" "14" "17" "250" "LASSO" 0.150000000001455
"time.user.child" "14" "17" "250" "LASSO" NA
"time.sys.child" "14" "17" "250" "LASSO" NA
"cv.iters" "14" "17" "250" "LASSO" NA
"cv.time.user.self" "14" "17" "250" "LASSO" 0.149199999999619
"cv.time.sys.self" "14" "17" "250" "LASSO" 9.99999999999091e-05
"cv.time.elapsed" "14" "17" "250" "LASSO" 0.149599999999555
"cv.time.user.child" "14" "17" "250" "LASSO" NA
"cv.time.sys.child" "14" "17" "250" "LASSO" NA
"n.cv.par" "14" "17" "250" "LASSO" 20
"lambda" "14" "18" "250" "LASSO" 0.013649406189378
"lambdar0" "14" "18" "250" "LASSO" 0.4
"kappa" "14" "18" "250" "LASSO" 0
"condnum" "14" "18" "250" "LASSO" 44.0561426440173
"EL" "14" "18" "250" "LASSO" 5.01459557465227
"RMSE" "14" "18" "250" "LASSO" 0.0112013171894409
"F1" "14" "18" "250" "LASSO" 0.751166407465008
"eTPR" "14" "18" "250" "LASSO" 0.811764705882353
"eTNR" "14" "18" "250" "LASSO" 0.66984126984127
"ePPV" "14" "18" "250" "LASSO" 0.698986975397974
"d" "14" "18" "250" "LASSO" 0.564081632653061
"iters" "14" "18" "250" "LASSO" 16
"time.user.self" "14" "18" "250" "LASSO" 0.139999999999418
"time.sys.self" "14" "18" "250" "LASSO" 0
"time.elapsed" "14" "18" "250" "LASSO" 0.120000000002619
"time.user.child" "14" "18" "250" "LASSO" NA
"time.sys.child" "14" "18" "250" "LASSO" NA
"cv.iters" "14" "18" "250" "LASSO" NA
"cv.time.user.self" "14" "18" "250" "LASSO" 0.164600000000355
"cv.time.sys.self" "14" "18" "250" "LASSO" 0.00019999999999996
"cv.time.elapsed" "14" "18" "250" "LASSO" 0.164499999999825
"cv.time.user.child" "14" "18" "250" "LASSO" NA
"cv.time.sys.child" "14" "18" "250" "LASSO" NA
"n.cv.par" "14" "18" "250" "LASSO" 20
"lambda" "14" "19" "250" "LASSO" 0.0125244599980973
"lambdar0" "14" "19" "250" "LASSO" 0.4
"kappa" "14" "19" "250" "LASSO" 0
"condnum" "14" "19" "250" "LASSO" 46.6905658180142
"EL" "14" "19" "250" "LASSO" 4.47031119963225
"RMSE" "14" "19" "250" "LASSO" 0.0105138758498905
"F1" "14" "19" "250" "LASSO" 0.791987673343606
"eTPR" "14" "19" "250" "LASSO" 0.863865546218487
"eTNR" "14" "19" "250" "LASSO" 0.7
"ePPV" "14" "19" "250" "LASSO" 0.731152204836415
"d" "14" "19" "250" "LASSO" 0.573877551020408
"iters" "14" "19" "250" "LASSO" 17
"time.user.self" "14" "19" "250" "LASSO" 0.139999999999418
"time.sys.self" "14" "19" "250" "LASSO" 0
"time.elapsed" "14" "19" "250" "LASSO" 0.139999999999418
"time.user.child" "14" "19" "250" "LASSO" NA
"time.sys.child" "14" "19" "250" "LASSO" NA
"cv.iters" "14" "19" "250" "LASSO" NA
"cv.time.user.self" "14" "19" "250" "LASSO" 0.177000000000116
"cv.time.sys.self" "14" "19" "250" "LASSO" 0.000300000000000011
"cv.time.elapsed" "14" "19" "250" "LASSO" 0.179100000000108
"cv.time.user.child" "14" "19" "250" "LASSO" NA
"cv.time.sys.child" "14" "19" "250" "LASSO" NA
"n.cv.par" "14" "19" "250" "LASSO" 20
"lambda" "14" "20" "250" "LASSO" 0.0117419550035609
"lambdar0" "14" "20" "250" "LASSO" 0.35
"kappa" "14" "20" "250" "LASSO" 0
"condnum" "14" "20" "250" "LASSO" 54.4973627102307
"EL" "14" "20" "250" "LASSO" 4.4183189139122
"RMSE" "14" "20" "250" "LASSO" 0.0102717561161336
"F1" "14" "20" "250" "LASSO" 0.777945619335347
"eTPR" "14" "20" "250" "LASSO" 0.865546218487395
"eTNR" "14" "20" "250" "LASSO" 0.66031746031746
"ePPV" "14" "20" "250" "LASSO" 0.706447187928669
"d" "14" "20" "250" "LASSO" 0.595102040816327
"iters" "14" "20" "250" "LASSO" 20
"time.user.self" "14" "20" "250" "LASSO" 0.17000000000553
"time.sys.self" "14" "20" "250" "LASSO" 0
"time.elapsed" "14" "20" "250" "LASSO" 0.169999999998254
"time.user.child" "14" "20" "250" "LASSO" NA
"time.sys.child" "14" "20" "250" "LASSO" NA
"cv.iters" "14" "20" "250" "LASSO" NA
"cv.time.user.self" "14" "20" "250" "LASSO" 0.181599999999889
"cv.time.sys.self" "14" "20" "250" "LASSO" 0.000499999999999829
"cv.time.elapsed" "14" "20" "250" "LASSO" 0.181600000000108
"cv.time.user.child" "14" "20" "250" "LASSO" NA
"cv.time.sys.child" "14" "20" "250" "LASSO" NA
"n.cv.par" "14" "20" "250" "LASSO" 20
"lambda" "14" "1" "500" "LASSO" 0.0035554453018216
"lambdar0" "14" "1" "500" "LASSO" 0.1
"kappa" "14" "1" "500" "LASSO" 0
"condnum" "14" "1" "500" "LASSO" 45.7051602487797
"EL" "14" "1" "500" "LASSO" 2.16246604867798
"RMSE" "14" "1" "500" "LASSO" 0.00722103831787788
"F1" "14" "1" "500" "LASSO" 0.746363061353574
"eTPR" "14" "1" "500" "LASSO" 0.991596638655462
"eTNR" "14" "1" "500" "LASSO" 0.371428571428571
"ePPV" "14" "1" "500" "LASSO" 0.598377281947262
"d" "14" "1" "500" "LASSO" 0.804897959183673
"iters" "14" "1" "500" "LASSO" 20
"time.user.self" "14" "1" "500" "LASSO" 0.179999999999836
"time.sys.self" "14" "1" "500" "LASSO" 0
"time.elapsed" "14" "1" "500" "LASSO" 0.190000000000055
"time.user.child" "14" "1" "500" "LASSO" NA
"time.sys.child" "14" "1" "500" "LASSO" NA
"cv.iters" "14" "1" "500" "LASSO" NA
"cv.time.user.self" "14" "1" "500" "LASSO" 0.114600000000019
"cv.time.sys.self" "14" "1" "500" "LASSO" 0.000300000000000011
"cv.time.elapsed" "14" "1" "500" "LASSO" 0.114000000000005
"cv.time.user.child" "14" "1" "500" "LASSO" NA
"cv.time.sys.child" "14" "1" "500" "LASSO" NA
"n.cv.par" "14" "1" "500" "LASSO" 20
"lambda" "14" "2" "500" "LASSO" 0.00272048354522034
"lambdar0" "14" "2" "500" "LASSO" 0.1
"kappa" "14" "2" "500" "LASSO" 0
"condnum" "14" "2" "500" "LASSO" 50.6833714056734
"EL" "14" "2" "500" "LASSO" 2.22428100817969
"RMSE" "14" "2" "500" "LASSO" 0.00723164650410244
"F1" "14" "2" "500" "LASSO" 0.72280270436386
"eTPR" "14" "2" "500" "LASSO" 0.988235294117647
"eTNR" "14" "2" "500" "LASSO" 0.295238095238095
"ePPV" "14" "2" "500" "LASSO" 0.569767441860465
"d" "14" "2" "500" "LASSO" 0.842448979591837
"iters" "14" "2" "500" "LASSO" 23
"time.user.self" "14" "2" "500" "LASSO" 0.239999999999782
"time.sys.self" "14" "2" "500" "LASSO" 0
"time.elapsed" "14" "2" "500" "LASSO" 0.219999999999345
"time.user.child" "14" "2" "500" "LASSO" NA
"time.sys.child" "14" "2" "500" "LASSO" NA
"cv.iters" "14" "2" "500" "LASSO" NA
"cv.time.user.self" "14" "2" "500" "LASSO" 0.150699999999997
"cv.time.sys.self" "14" "2" "500" "LASSO" 0.000400000000000027
"cv.time.elapsed" "14" "2" "500" "LASSO" 0.152399999999989
"cv.time.user.child" "14" "2" "500" "LASSO" NA
"cv.time.sys.child" "14" "2" "500" "LASSO" NA
"n.cv.par" "14" "2" "500" "LASSO" 20
"lambda" "14" "3" "500" "LASSO" 0.00280631771670855
"lambdar0" "14" "3" "500" "LASSO" 0.1
"kappa" "14" "3" "500" "LASSO" 0
"condnum" "14" "3" "500" "LASSO" 48.5940086630635
"EL" "14" "3" "500" "LASSO" 2.15899378452996
"RMSE" "14" "3" "500" "LASSO" 0.00697426139430971
"F1" "14" "3" "500" "LASSO" 0.737888198757764
"eTPR" "14" "3" "500" "LASSO" 0.998319327731092
"eTNR" "14" "3" "500" "LASSO" 0.331746031746032
"ePPV" "14" "3" "500" "LASSO" 0.585221674876847
"d" "14" "3" "500" "LASSO" 0.828571428571429
"iters" "14" "3" "500" "LASSO" 21
"time.user.self" "14" "3" "500" "LASSO" 0.190000000000509
"time.sys.self" "14" "3" "500" "LASSO" 0
"time.elapsed" "14" "3" "500" "LASSO" 0.200000000000728
"time.user.child" "14" "3" "500" "LASSO" NA
"time.sys.child" "14" "3" "500" "LASSO" NA
"cv.iters" "14" "3" "500" "LASSO" NA
"cv.time.user.self" "14" "3" "500" "LASSO" 0.138200000000015
"cv.time.sys.self" "14" "3" "500" "LASSO" 0
"cv.time.elapsed" "14" "3" "500" "LASSO" 0.138100000000049
"cv.time.user.child" "14" "3" "500" "LASSO" NA
"cv.time.sys.child" "14" "3" "500" "LASSO" NA
"n.cv.par" "14" "3" "500" "LASSO" 20
"lambda" "14" "4" "500" "LASSO" 0.00292400518800522
"lambdar0" "14" "4" "500" "LASSO" 0.1
"kappa" "14" "4" "500" "LASSO" 0
"condnum" "14" "4" "500" "LASSO" 49.6445472265596
"EL" "14" "4" "500" "LASSO" 2.14829339526055
"RMSE" "14" "4" "500" "LASSO" 0.00714564932213159
"F1" "14" "4" "500" "LASSO" 0.736318407960199
"eTPR" "14" "4" "500" "LASSO" 0.994957983193277
"eTNR" "14" "4" "500" "LASSO" 0.331746031746032
"ePPV" "14" "4" "500" "LASSO" 0.584402764067127
"d" "14" "4" "500" "LASSO" 0.826938775510204
"iters" "14" "4" "500" "LASSO" 21
"time.user.self" "14" "4" "500" "LASSO" 0.199999999998909
"time.sys.self" "14" "4" "500" "LASSO" 0
"time.elapsed" "14" "4" "500" "LASSO" 0.190000000000509
"time.user.child" "14" "4" "500" "LASSO" NA
"time.sys.child" "14" "4" "500" "LASSO" NA
"cv.iters" "14" "4" "500" "LASSO" NA
"cv.time.user.self" "14" "4" "500" "LASSO" 0.138500000000113
"cv.time.sys.self" "14" "4" "500" "LASSO" 0.000399999999999991
"cv.time.elapsed" "14" "4" "500" "LASSO" 0.136600000000017
"cv.time.user.child" "14" "4" "500" "LASSO" NA
"cv.time.sys.child" "14" "4" "500" "LASSO" NA
"n.cv.par" "14" "4" "500" "LASSO" 20
"lambda" "14" "5" "500" "LASSO" 0.00394098194324936
"lambdar0" "14" "5" "500" "LASSO" 0.15
"kappa" "14" "5" "500" "LASSO" 0
"condnum" "14" "5" "500" "LASSO" 38.0213745436462
"EL" "14" "5" "500" "LASSO" 2.21807070481156
"RMSE" "14" "5" "500" "LASSO" 0.00757848036818808
"F1" "14" "5" "500" "LASSO" 0.763825634352635
"eTPR" "14" "5" "500" "LASSO" 0.98655462184874
"eTNR" "14" "5" "500" "LASSO" 0.436507936507937
"ePPV" "14" "5" "500" "LASSO" 0.623142250530786
"d" "14" "5" "500" "LASSO" 0.768979591836735
"iters" "14" "5" "500" "LASSO" 17
"time.user.self" "14" "5" "500" "LASSO" 0.170000000000073
"time.sys.self" "14" "5" "500" "LASSO" 0
"time.elapsed" "14" "5" "500" "LASSO" 0.159999999999854
"time.user.child" "14" "5" "500" "LASSO" NA
"time.sys.child" "14" "5" "500" "LASSO" NA
"cv.iters" "14" "5" "500" "LASSO" NA
"cv.time.user.self" "14" "5" "500" "LASSO" 0.129099999999889
"cv.time.sys.self" "14" "5" "500" "LASSO" 0.000399999999999991
"cv.time.elapsed" "14" "5" "500" "LASSO" 0.132299999999941
"cv.time.user.child" "14" "5" "500" "LASSO" NA
"cv.time.sys.child" "14" "5" "500" "LASSO" NA
"n.cv.par" "14" "5" "500" "LASSO" 20
"lambda" "14" "6" "500" "LASSO" 0.00264741164719905
"lambdar0" "14" "6" "500" "LASSO" 0.1
"kappa" "14" "6" "500" "LASSO" 0
"condnum" "14" "6" "500" "LASSO" 51.0793179704102
"EL" "14" "6" "500" "LASSO" 2.12110362767063
"RMSE" "14" "6" "500" "LASSO" 0.0069222183684897
"F1" "14" "6" "500" "LASSO" 0.732587064676617
"eTPR" "14" "6" "500" "LASSO" 0.989915966386555
"eTNR" "14" "6" "500" "LASSO" 0.326984126984127
"ePPV" "14" "6" "500" "LASSO" 0.581441263573544
"d" "14" "6" "500" "LASSO" 0.826938775510204
"iters" "14" "6" "500" "LASSO" 21
"time.user.self" "14" "6" "500" "LASSO" 0.209999999999127
"time.sys.self" "14" "6" "500" "LASSO" 0
"time.elapsed" "14" "6" "500" "LASSO" 0.199999999998909
"time.user.child" "14" "6" "500" "LASSO" NA
"time.sys.child" "14" "6" "500" "LASSO" NA
"cv.iters" "14" "6" "500" "LASSO" NA
"cv.time.user.self" "14" "6" "500" "LASSO" 0.140900000000056
"cv.time.sys.self" "14" "6" "500" "LASSO" 0
"cv.time.elapsed" "14" "6" "500" "LASSO" 0.139500000000062
"cv.time.user.child" "14" "6" "500" "LASSO" NA
"cv.time.sys.child" "14" "6" "500" "LASSO" NA
"n.cv.par" "14" "6" "500" "LASSO" 20
"lambda" "14" "7" "500" "LASSO" 0.00255314784681304
"lambdar0" "14" "7" "500" "LASSO" 0.1
"kappa" "14" "7" "500" "LASSO" 0
"condnum" "14" "7" "500" "LASSO" 47.8518488310728
"EL" "14" "7" "500" "LASSO" 2.29023197289138
"RMSE" "14" "7" "500" "LASSO" 0.0070824631890759
"F1" "14" "7" "500" "LASSO" 0.72962962962963
"eTPR" "14" "7" "500" "LASSO" 0.99327731092437
"eTNR" "14" "7" "500" "LASSO" 0.311111111111111
"ePPV" "14" "7" "500" "LASSO" 0.576585365853658
"d" "14" "7" "500" "LASSO" 0.836734693877551
"iters" "14" "7" "500" "LASSO" 20
"time.user.self" "14" "7" "500" "LASSO" 0.299999999999272
"time.sys.self" "14" "7" "500" "LASSO" 0
"time.elapsed" "14" "7" "500" "LASSO" 0.299999999999272
"time.user.child" "14" "7" "500" "LASSO" NA
"time.sys.child" "14" "7" "500" "LASSO" NA
"cv.iters" "14" "7" "500" "LASSO" NA
"cv.time.user.self" "14" "7" "500" "LASSO" 0.147799999999916
"cv.time.sys.self" "14" "7" "500" "LASSO" 0.000200000000000031
"cv.time.elapsed" "14" "7" "500" "LASSO" 0.147399999999834
"cv.time.user.child" "14" "7" "500" "LASSO" NA
"cv.time.sys.child" "14" "7" "500" "LASSO" NA
"n.cv.par" "14" "7" "500" "LASSO" 20
"lambda" "14" "8" "500" "LASSO" 0.00274588482012518
"lambdar0" "14" "8" "500" "LASSO" 0.1
"kappa" "14" "8" "500" "LASSO" 0
"condnum" "14" "8" "500" "LASSO" 53.6592112059375
"EL" "14" "8" "500" "LASSO" 2.11212369970972
"RMSE" "14" "8" "500" "LASSO" 0.00698323841332109
"F1" "14" "8" "500" "LASSO" 0.728729963008631
"eTPR" "14" "8" "500" "LASSO" 0.99327731092437
"eTNR" "14" "8" "500" "LASSO" 0.307936507936508
"ePPV" "14" "8" "500" "LASSO" 0.575462512171373
"d" "14" "8" "500" "LASSO" 0.838367346938775
"iters" "14" "8" "500" "LASSO" 23
"time.user.self" "14" "8" "500" "LASSO" 0.220000000001164
"time.sys.self" "14" "8" "500" "LASSO" 0
"time.elapsed" "14" "8" "500" "LASSO" 0.209999999999127
"time.user.child" "14" "8" "500" "LASSO" NA
"time.sys.child" "14" "8" "500" "LASSO" NA
"cv.iters" "14" "8" "500" "LASSO" NA
"cv.time.user.self" "14" "8" "500" "LASSO" 0.146399999999994
"cv.time.sys.self" "14" "8" "500" "LASSO" 0.000300000000000011
"cv.time.elapsed" "14" "8" "500" "LASSO" 0.147599999999948
"cv.time.user.child" "14" "8" "500" "LASSO" NA
"cv.time.sys.child" "14" "8" "500" "LASSO" NA
"n.cv.par" "14" "8" "500" "LASSO" 20
"lambda" "14" "9" "500" "LASSO" 0.00427295279576519
"lambdar0" "14" "9" "500" "LASSO" 0.15
"kappa" "14" "9" "500" "LASSO" 0
"condnum" "14" "9" "500" "LASSO" 42.9890554389975
"EL" "14" "9" "500" "LASSO" 2.02825444512619
"RMSE" "14" "9" "500" "LASSO" 0.00744429863342054
"F1" "14" "9" "500" "LASSO" 0.762723066754792
"eTPR" "14" "9" "500" "LASSO" 0.969747899159664
"eTNR" "14" "9" "500" "LASSO" 0.458730158730159
"ePPV" "14" "9" "500" "LASSO" 0.628540305010893
"d" "14" "9" "500" "LASSO" 0.749387755102041
"iters" "14" "9" "500" "LASSO" 19
"time.user.self" "14" "9" "500" "LASSO" 0.200000000000728
"time.sys.self" "14" "9" "500" "LASSO" 0
"time.elapsed" "14" "9" "500" "LASSO" 0.169999999998254
"time.user.child" "14" "9" "500" "LASSO" NA
"time.sys.child" "14" "9" "500" "LASSO" NA
"cv.iters" "14" "9" "500" "LASSO" NA
"cv.time.user.self" "14" "9" "500" "LASSO" 0.138200000000033
"cv.time.sys.self" "14" "9" "500" "LASSO" 0.00019999999999996
"cv.time.elapsed" "14" "9" "500" "LASSO" 0.138000000000175
"cv.time.user.child" "14" "9" "500" "LASSO" NA
"cv.time.sys.child" "14" "9" "500" "LASSO" NA
"n.cv.par" "14" "9" "500" "LASSO" 20
"lambda" "14" "10" "500" "LASSO" 0.00386272483128664
"lambdar0" "14" "10" "500" "LASSO" 0.15
"kappa" "14" "10" "500" "LASSO" 0
"condnum" "14" "10" "500" "LASSO" 44.5440804344418
"EL" "14" "10" "500" "LASSO" 2.19477590808658
"RMSE" "14" "10" "500" "LASSO" 0.00750712177371949
"F1" "14" "10" "500" "LASSO" 0.761467889908257
"eTPR" "14" "10" "500" "LASSO" 0.976470588235294
"eTNR" "14" "10" "500" "LASSO" 0.444444444444444
"ePPV" "14" "10" "500" "LASSO" 0.62406015037594
"d" "14" "10" "500" "LASSO" 0.76
"iters" "14" "10" "500" "LASSO" 19
"time.user.self" "14" "10" "500" "LASSO" 0.180000000000291
"time.sys.self" "14" "10" "500" "LASSO" 0
"time.elapsed" "14" "10" "500" "LASSO" 0.169999999998254
"time.user.child" "14" "10" "500" "LASSO" NA
"time.sys.child" "14" "10" "500" "LASSO" NA
"cv.iters" "14" "10" "500" "LASSO" NA
"cv.time.user.self" "14" "10" "500" "LASSO" 0.147499999999854
"cv.time.sys.self" "14" "10" "500" "LASSO" 0.000200000000000102
"cv.time.elapsed" "14" "10" "500" "LASSO" 0.14789999999979
"cv.time.user.child" "14" "10" "500" "LASSO" NA
"cv.time.sys.child" "14" "10" "500" "LASSO" NA
"n.cv.par" "14" "10" "500" "LASSO" 20
"lambda" "14" "11" "500" "LASSO" 0.00410416013209482
"lambdar0" "14" "11" "500" "LASSO" 0.15
"kappa" "14" "11" "500" "LASSO" 0
"condnum" "14" "11" "500" "LASSO" 43.1819941750883
"EL" "14" "11" "500" "LASSO" 2.15274979477803
"RMSE" "14" "11" "500" "LASSO" 0.00755467454037825
"F1" "14" "11" "500" "LASSO" 0.773333333333333
"eTPR" "14" "11" "500" "LASSO" 0.974789915966387
"eTNR" "14" "11" "500" "LASSO" 0.484126984126984
"ePPV" "14" "11" "500" "LASSO" 0.640883977900553
"d" "14" "11" "500" "LASSO" 0.738775510204082
"iters" "14" "11" "500" "LASSO" 18
"time.user.self" "14" "11" "500" "LASSO" 0.18999999999869
"time.sys.self" "14" "11" "500" "LASSO" 0
"time.elapsed" "14" "11" "500" "LASSO" 0.170000000001892
"time.user.child" "14" "11" "500" "LASSO" NA
"time.sys.child" "14" "11" "500" "LASSO" NA
"cv.iters" "14" "11" "500" "LASSO" NA
"cv.time.user.self" "14" "11" "500" "LASSO" 0.128600000000224
"cv.time.sys.self" "14" "11" "500" "LASSO" 0.00019999999999996
"cv.time.elapsed" "14" "11" "500" "LASSO" 0.129200000000055
"cv.time.user.child" "14" "11" "500" "LASSO" NA
"cv.time.sys.child" "14" "11" "500" "LASSO" NA
"n.cv.par" "14" "11" "500" "LASSO" 20
"lambda" "14" "12" "500" "LASSO" 0.00324104932354322
"lambdar0" "14" "12" "500" "LASSO" 0.1
"kappa" "14" "12" "500" "LASSO" 0
"condnum" "14" "12" "500" "LASSO" 52.1733151297074
"EL" "14" "12" "500" "LASSO" 2.30667514237808
"RMSE" "14" "12" "500" "LASSO" 0.00732993060394511
"F1" "14" "12" "500" "LASSO" 0.744748567791216
"eTPR" "14" "12" "500" "LASSO" 0.983193277310924
"eTNR" "14" "12" "500" "LASSO" 0.379365079365079
"ePPV" "14" "12" "500" "LASSO" 0.599385245901639
"d" "14" "12" "500" "LASSO" 0.796734693877551
"iters" "14" "12" "500" "LASSO" 24
"time.user.self" "14" "12" "500" "LASSO" 0.219999999997526
"time.sys.self" "14" "12" "500" "LASSO" 0
