"metric" "n_bands" "simulation" "p" "method" "value"
"EL" "10" "3" "100" "LASSO" 0.528833072349343
"RMSE" "10" "3" "100" "LASSO" 0.000760717636615753
"F1" "10" "3" "100" "LASSO" 1
"eTPR" "10" "3" "100" "LASSO" 1
"eTNR" "10" "3" "100" "LASSO" 1
"ePPV" "10" "3" "100" "LASSO" 1
"d" "10" "3" "100" "LASSO" 0.190909090909091
"iters" "10" "3" "100" "LASSO" 23
"time.user.self" "10" "3" "100" "LASSO" 1.40000000000146
"time.sys.self" "10" "3" "100" "LASSO" 0
"time.elapsed" "10" "3" "100" "LASSO" 1.39000000001397
"time.user.child" "10" "3" "100" "LASSO" NA
"time.sys.child" "10" "3" "100" "LASSO" NA
"cv.iters" "10" "3" "100" "LASSO" NA
"cv.time.user.self" "10" "3" "100" "LASSO" 0.821199999999735
"cv.time.sys.self" "10" "3" "100" "LASSO" 0.000800000000000409
"cv.time.elapsed" "10" "3" "100" "LASSO" 0.82710000000021
"cv.time.user.child" "10" "3" "100" "LASSO" NA
"cv.time.sys.child" "10" "3" "100" "LASSO" NA
"cv.all.time.user.self" "10" "3" "100" "LASSO" 82.1199999999735
"cv.all.time.sys.self" "10" "3" "100" "LASSO" 0.0800000000000409
"cv.all.time.elapsed" "10" "3" "100" "LASSO" 82.710000000021
"cv.all.time.user.child" "10" "3" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "3" "100" "LASSO" NA
"n.cv.par" "10" "3" "100" "LASSO" 20
"lambda" "3" "4" "100" "LASSO" 0
"lambdar0" "3" "4" "100" "LASSO" 0
"kappa" "3" "4" "100" "LASSO" 0
"condnum" "3" "4" "100" "LASSO" 100.539669282907
"EL" "3" "4" "100" "LASSO" 0.228315581552692
"RMSE" "3" "4" "100" "LASSO" 0.000265749278464272
"F1" "3" "4" "100" "LASSO" 1
"eTPR" "3" "4" "100" "LASSO" 1
"eTNR" "3" "4" "100" "LASSO" 1
"ePPV" "3" "4" "100" "LASSO" 1
"d" "3" "4" "100" "LASSO" 0.0593939393939394
"iters" "3" "4" "100" "LASSO" 11
"time.user.self" "3" "4" "100" "LASSO" 0.619999999999891
"time.sys.self" "3" "4" "100" "LASSO" 0
"time.elapsed" "3" "4" "100" "LASSO" 0.619999999995343
"time.user.child" "3" "4" "100" "LASSO" NA
"time.sys.child" "3" "4" "100" "LASSO" NA
"cv.iters" "3" "4" "100" "LASSO" NA
"cv.time.user.self" "3" "4" "100" "LASSO" 0.499300000000021
"cv.time.sys.self" "3" "4" "100" "LASSO" 0.000399999999999991
"cv.time.elapsed" "3" "4" "100" "LASSO" 0.502100000000501
"cv.time.user.child" "3" "4" "100" "LASSO" NA
"cv.time.sys.child" "3" "4" "100" "LASSO" NA
"cv.all.time.user.self" "3" "4" "100" "LASSO" 49.9300000000021
"cv.all.time.sys.self" "3" "4" "100" "LASSO" 0.0399999999999991
"cv.all.time.elapsed" "3" "4" "100" "LASSO" 50.2100000000501
"cv.all.time.user.child" "3" "4" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "4" "100" "LASSO" NA
"n.cv.par" "3" "4" "100" "LASSO" 20
"lambda" "10" "4" "100" "LASSO" 0
"lambdar0" "10" "4" "100" "LASSO" 0
"kappa" "10" "4" "100" "LASSO" 0
"condnum" "10" "4" "100" "LASSO" 104.390612791629
"EL" "10" "4" "100" "LASSO" 0.516754654615923
"RMSE" "10" "4" "100" "LASSO" 0.00077942651864031
"F1" "10" "4" "100" "LASSO" 1
"eTPR" "10" "4" "100" "LASSO" 1
"eTNR" "10" "4" "100" "LASSO" 1
"ePPV" "10" "4" "100" "LASSO" 1
"d" "10" "4" "100" "LASSO" 0.190909090909091
"iters" "10" "4" "100" "LASSO" 23
"time.user.self" "10" "4" "100" "LASSO" 1.38999999999942
"time.sys.self" "10" "4" "100" "LASSO" 0
"time.elapsed" "10" "4" "100" "LASSO" 1.4199999999837
"time.user.child" "10" "4" "100" "LASSO" NA
"time.sys.child" "10" "4" "100" "LASSO" NA
"cv.iters" "10" "4" "100" "LASSO" NA
"cv.time.user.self" "10" "4" "100" "LASSO" 0.86160000000018
"cv.time.sys.self" "10" "4" "100" "LASSO" 0.000500000000000682
"cv.time.elapsed" "10" "4" "100" "LASSO" 0.866099999998114
"cv.time.user.child" "10" "4" "100" "LASSO" NA
"cv.time.sys.child" "10" "4" "100" "LASSO" NA
"cv.all.time.user.self" "10" "4" "100" "LASSO" 86.160000000018
"cv.all.time.sys.self" "10" "4" "100" "LASSO" 0.0500000000000682
"cv.all.time.elapsed" "10" "4" "100" "LASSO" 86.6099999998114
"cv.all.time.user.child" "10" "4" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "4" "100" "LASSO" NA
"n.cv.par" "10" "4" "100" "LASSO" 20
"lambda" "3" "5" "100" "LASSO" 0
"lambdar0" "3" "5" "100" "LASSO" 0
"kappa" "3" "5" "100" "LASSO" 0
"condnum" "3" "5" "100" "LASSO" 104.149080584517
"EL" "3" "5" "100" "LASSO" 0.226961363652606
"RMSE" "3" "5" "100" "LASSO" 0.000289252959165121
"F1" "3" "5" "100" "LASSO" 1
"eTPR" "3" "5" "100" "LASSO" 1
"eTNR" "3" "5" "100" "LASSO" 1
"ePPV" "3" "5" "100" "LASSO" 1
"d" "3" "5" "100" "LASSO" 0.0593939393939394
"iters" "3" "5" "100" "LASSO" 11
"time.user.self" "3" "5" "100" "LASSO" 0.710000000000036
"time.sys.self" "3" "5" "100" "LASSO" 0
"time.elapsed" "3" "5" "100" "LASSO" 0.720000000001164
"time.user.child" "3" "5" "100" "LASSO" NA
"time.sys.child" "3" "5" "100" "LASSO" NA
"cv.iters" "3" "5" "100" "LASSO" NA
"cv.time.user.self" "3" "5" "100" "LASSO" 0.524799999999914
"cv.time.sys.self" "3" "5" "100" "LASSO" 0.00129999999999999
"cv.time.elapsed" "3" "5" "100" "LASSO" 0.527600000000384
"cv.time.user.child" "3" "5" "100" "LASSO" NA
"cv.time.sys.child" "3" "5" "100" "LASSO" NA
"cv.all.time.user.self" "3" "5" "100" "LASSO" 52.4799999999914
"cv.all.time.sys.self" "3" "5" "100" "LASSO" 0.129999999999999
"cv.all.time.elapsed" "3" "5" "100" "LASSO" 52.7600000000384
"cv.all.time.user.child" "3" "5" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "5" "100" "LASSO" NA
"n.cv.par" "3" "5" "100" "LASSO" 20
"lambda" "10" "5" "100" "LASSO" 0
"lambdar0" "10" "5" "100" "LASSO" 0
"kappa" "10" "5" "100" "LASSO" 0
"condnum" "10" "5" "100" "LASSO" 103.496017588235
"EL" "10" "5" "100" "LASSO" 0.519751482599418
"RMSE" "10" "5" "100" "LASSO" 0.00076545840936507
"F1" "10" "5" "100" "LASSO" 1
"eTPR" "10" "5" "100" "LASSO" 1
"eTNR" "10" "5" "100" "LASSO" 1
"ePPV" "10" "5" "100" "LASSO" 1
"d" "10" "5" "100" "LASSO" 0.190909090909091
"iters" "10" "5" "100" "LASSO" 23
"time.user.self" "10" "5" "100" "LASSO" 1.38999999999942
"time.sys.self" "10" "5" "100" "LASSO" 0
"time.elapsed" "10" "5" "100" "LASSO" 1.38999999995576
"time.user.child" "10" "5" "100" "LASSO" NA
"time.sys.child" "10" "5" "100" "LASSO" NA
"cv.iters" "10" "5" "100" "LASSO" NA
"cv.time.user.self" "10" "5" "100" "LASSO" 0.871700000000565
"cv.time.sys.self" "10" "5" "100" "LASSO" 0.000599999999999454
"cv.time.elapsed" "10" "5" "100" "LASSO" 0.879300000001094
"cv.time.user.child" "10" "5" "100" "LASSO" NA
"cv.time.sys.child" "10" "5" "100" "LASSO" NA
"cv.all.time.user.self" "10" "5" "100" "LASSO" 87.1700000000565
"cv.all.time.sys.self" "10" "5" "100" "LASSO" 0.0599999999999454
"cv.all.time.elapsed" "10" "5" "100" "LASSO" 87.9300000001094
"cv.all.time.user.child" "10" "5" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "5" "100" "LASSO" NA
"n.cv.par" "10" "5" "100" "LASSO" 20
"lambda" "3" "6" "100" "LASSO" 0
"lambdar0" "3" "6" "100" "LASSO" 0
"kappa" "3" "6" "100" "LASSO" 0
"condnum" "3" "6" "100" "LASSO" 101.892909582558
"EL" "3" "6" "100" "LASSO" 0.177073150350608
"RMSE" "3" "6" "100" "LASSO" 0.000249760159528246
"F1" "3" "6" "100" "LASSO" 1
"eTPR" "3" "6" "100" "LASSO" 1
"eTNR" "3" "6" "100" "LASSO" 1
"ePPV" "3" "6" "100" "LASSO" 1
"d" "3" "6" "100" "LASSO" 0.0593939393939394
"iters" "3" "6" "100" "LASSO" 11
"time.user.self" "3" "6" "100" "LASSO" 0.640000000000327
"time.sys.self" "3" "6" "100" "LASSO" 0
"time.elapsed" "3" "6" "100" "LASSO" 0.639999999984866
"time.user.child" "3" "6" "100" "LASSO" NA
"time.sys.child" "3" "6" "100" "LASSO" NA
"cv.iters" "3" "6" "100" "LASSO" NA
"cv.time.user.self" "3" "6" "100" "LASSO" 0.494400000000032
"cv.time.sys.self" "3" "6" "100" "LASSO" 0.00120000000000001
"cv.time.elapsed" "3" "6" "100" "LASSO" 0.497299999998068
"cv.time.user.child" "3" "6" "100" "LASSO" NA
"cv.time.sys.child" "3" "6" "100" "LASSO" NA
"cv.all.time.user.self" "3" "6" "100" "LASSO" 49.4400000000032
"cv.all.time.sys.self" "3" "6" "100" "LASSO" 0.120000000000001
"cv.all.time.elapsed" "3" "6" "100" "LASSO" 49.7299999998068
"cv.all.time.user.child" "3" "6" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "6" "100" "LASSO" NA
"n.cv.par" "3" "6" "100" "LASSO" 20
"lambda" "10" "6" "100" "LASSO" 0
"lambdar0" "10" "6" "100" "LASSO" 0
"kappa" "10" "6" "100" "LASSO" 0
"condnum" "10" "6" "100" "LASSO" 100.198334682353
"EL" "10" "6" "100" "LASSO" 0.548030512820844
"RMSE" "10" "6" "100" "LASSO" 0.000800953087179328
"F1" "10" "6" "100" "LASSO" 1
"eTPR" "10" "6" "100" "LASSO" 1
"eTNR" "10" "6" "100" "LASSO" 1
"ePPV" "10" "6" "100" "LASSO" 1
"d" "10" "6" "100" "LASSO" 0.190909090909091
"iters" "10" "6" "100" "LASSO" 23
"time.user.self" "10" "6" "100" "LASSO" 1.43000000000029
"time.sys.self" "10" "6" "100" "LASSO" 0
"time.elapsed" "10" "6" "100" "LASSO" 1.45999999996275
"time.user.child" "10" "6" "100" "LASSO" NA
"time.sys.child" "10" "6" "100" "LASSO" NA
"cv.iters" "10" "6" "100" "LASSO" NA
"cv.time.user.self" "10" "6" "100" "LASSO" 0.818400000000402
"cv.time.sys.self" "10" "6" "100" "LASSO" 0.00119999999999891
"cv.time.elapsed" "10" "6" "100" "LASSO" 0.825900000000838
"cv.time.user.child" "10" "6" "100" "LASSO" NA
"cv.time.sys.child" "10" "6" "100" "LASSO" NA
"cv.all.time.user.self" "10" "6" "100" "LASSO" 81.8400000000402
"cv.all.time.sys.self" "10" "6" "100" "LASSO" 0.119999999999891
"cv.all.time.elapsed" "10" "6" "100" "LASSO" 82.5900000000838
"cv.all.time.user.child" "10" "6" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "6" "100" "LASSO" NA
"n.cv.par" "10" "6" "100" "LASSO" 20
"lambda" "3" "7" "100" "LASSO" 0
"lambdar0" "3" "7" "100" "LASSO" 0
"kappa" "3" "7" "100" "LASSO" 0
"condnum" "3" "7" "100" "LASSO" 102.638794333336
"EL" "3" "7" "100" "LASSO" 0.199853833881605
"RMSE" "3" "7" "100" "LASSO" 0.000276530550694084
"F1" "3" "7" "100" "LASSO" 1
"eTPR" "3" "7" "100" "LASSO" 1
"eTNR" "3" "7" "100" "LASSO" 1
"ePPV" "3" "7" "100" "LASSO" 1
"d" "3" "7" "100" "LASSO" 0.0593939393939394
"iters" "3" "7" "100" "LASSO" 11
"time.user.self" "3" "7" "100" "LASSO" 0.659999999999854
"time.sys.self" "3" "7" "100" "LASSO" 0
"time.elapsed" "3" "7" "100" "LASSO" 0.649999999994179
"time.user.child" "3" "7" "100" "LASSO" NA
"time.sys.child" "3" "7" "100" "LASSO" NA
"cv.iters" "3" "7" "100" "LASSO" NA
"cv.time.user.self" "3" "7" "100" "LASSO" 0.534499999999989
"cv.time.sys.self" "3" "7" "100" "LASSO" 0.00109999999999999
"cv.time.elapsed" "3" "7" "100" "LASSO" 0.540199999999313
"cv.time.user.child" "3" "7" "100" "LASSO" NA
"cv.time.sys.child" "3" "7" "100" "LASSO" NA
"cv.all.time.user.self" "3" "7" "100" "LASSO" 53.4499999999989
"cv.all.time.sys.self" "3" "7" "100" "LASSO" 0.109999999999999
"cv.all.time.elapsed" "3" "7" "100" "LASSO" 54.0199999999313
"cv.all.time.user.child" "3" "7" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "7" "100" "LASSO" NA
"n.cv.par" "3" "7" "100" "LASSO" 20
"lambda" "10" "7" "100" "LASSO" 0
"lambdar0" "10" "7" "100" "LASSO" 0
"kappa" "10" "7" "100" "LASSO" 0
"condnum" "10" "7" "100" "LASSO" 105.483469365189
"EL" "10" "7" "100" "LASSO" 0.502981595603742
"RMSE" "10" "7" "100" "LASSO" 0.000766394492968493
"F1" "10" "7" "100" "LASSO" 1
"eTPR" "10" "7" "100" "LASSO" 1
"eTNR" "10" "7" "100" "LASSO" 1
"ePPV" "10" "7" "100" "LASSO" 1
"d" "10" "7" "100" "LASSO" 0.190909090909091
"iters" "10" "7" "100" "LASSO" 23
"time.user.self" "10" "7" "100" "LASSO" 1.41999999999825
"time.sys.self" "10" "7" "100" "LASSO" 0
"time.elapsed" "10" "7" "100" "LASSO" 1.42999999999302
"time.user.child" "10" "7" "100" "LASSO" NA
"time.sys.child" "10" "7" "100" "LASSO" NA
"cv.iters" "10" "7" "100" "LASSO" NA
"cv.time.user.self" "10" "7" "100" "LASSO" 0.897199999999721
"cv.time.sys.self" "10" "7" "100" "LASSO" 0.0007000000000005
"cv.time.elapsed" "10" "7" "100" "LASSO" 0.899300000001094
"cv.time.user.child" "10" "7" "100" "LASSO" NA
"cv.time.sys.child" "10" "7" "100" "LASSO" NA
"cv.all.time.user.self" "10" "7" "100" "LASSO" 89.7199999999721
"cv.all.time.sys.self" "10" "7" "100" "LASSO" 0.07000000000005
"cv.all.time.elapsed" "10" "7" "100" "LASSO" 89.9300000001094
"cv.all.time.user.child" "10" "7" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "7" "100" "LASSO" NA
"n.cv.par" "10" "7" "100" "LASSO" 20
"lambda" "3" "8" "100" "LASSO" 0
"lambdar0" "3" "8" "100" "LASSO" 0
"kappa" "3" "8" "100" "LASSO" 0
"condnum" "3" "8" "100" "LASSO" 104.290783245248
"EL" "3" "8" "100" "LASSO" 0.200823985727453
"RMSE" "3" "8" "100" "LASSO" 0.000280372693106613
"F1" "3" "8" "100" "LASSO" 1
"eTPR" "3" "8" "100" "LASSO" 1
"eTNR" "3" "8" "100" "LASSO" 1
"ePPV" "3" "8" "100" "LASSO" 1
"d" "3" "8" "100" "LASSO" 0.0593939393939394
"iters" "3" "8" "100" "LASSO" 11
"time.user.self" "3" "8" "100" "LASSO" 0.650000000000546
"time.sys.self" "3" "8" "100" "LASSO" 0
"time.elapsed" "3" "8" "100" "LASSO" 0.649999999994179
"time.user.child" "3" "8" "100" "LASSO" NA
"time.sys.child" "3" "8" "100" "LASSO" NA
"cv.iters" "3" "8" "100" "LASSO" NA
"cv.time.user.self" "3" "8" "100" "LASSO" 0.538599999999924
"cv.time.sys.self" "3" "8" "100" "LASSO" 0.00150000000000002
"cv.time.elapsed" "3" "8" "100" "LASSO" 0.542200000000885
"cv.time.user.child" "3" "8" "100" "LASSO" NA
"cv.time.sys.child" "3" "8" "100" "LASSO" NA
"cv.all.time.user.self" "3" "8" "100" "LASSO" 53.8599999999924
"cv.all.time.sys.self" "3" "8" "100" "LASSO" 0.150000000000002
"cv.all.time.elapsed" "3" "8" "100" "LASSO" 54.2200000000885
"cv.all.time.user.child" "3" "8" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "8" "100" "LASSO" NA
"n.cv.par" "3" "8" "100" "LASSO" 20
"lambda" "10" "8" "100" "LASSO" 0
"lambdar0" "10" "8" "100" "LASSO" 0
"kappa" "10" "8" "100" "LASSO" 0
"condnum" "10" "8" "100" "LASSO" 105.126883352506
"EL" "10" "8" "100" "LASSO" 0.542122543161824
"RMSE" "10" "8" "100" "LASSO" 0.000766163282357316
"F1" "10" "8" "100" "LASSO" 1
"eTPR" "10" "8" "100" "LASSO" 1
"eTNR" "10" "8" "100" "LASSO" 1
"ePPV" "10" "8" "100" "LASSO" 1
"d" "10" "8" "100" "LASSO" 0.190909090909091
"iters" "10" "8" "100" "LASSO" 23
"time.user.self" "10" "8" "100" "LASSO" 1.37999999999738
"time.sys.self" "10" "8" "100" "LASSO" 0
"time.elapsed" "10" "8" "100" "LASSO" 1.39000000001397
"time.user.child" "10" "8" "100" "LASSO" NA
"time.sys.child" "10" "8" "100" "LASSO" NA
"cv.iters" "10" "8" "100" "LASSO" NA
"cv.time.user.self" "10" "8" "100" "LASSO" 0.878900000000285
"cv.time.sys.self" "10" "8" "100" "LASSO" 0.000699999999999363
"cv.time.elapsed" "10" "8" "100" "LASSO" 0.882899999995134
"cv.time.user.child" "10" "8" "100" "LASSO" NA
"cv.time.sys.child" "10" "8" "100" "LASSO" NA
"cv.all.time.user.self" "10" "8" "100" "LASSO" 87.8900000000285
"cv.all.time.sys.self" "10" "8" "100" "LASSO" 0.0699999999999363
"cv.all.time.elapsed" "10" "8" "100" "LASSO" 88.2899999995134
"cv.all.time.user.child" "10" "8" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "8" "100" "LASSO" NA
"n.cv.par" "10" "8" "100" "LASSO" 20
"lambda" "3" "9" "100" "LASSO" 0
"lambdar0" "3" "9" "100" "LASSO" 0
"kappa" "3" "9" "100" "LASSO" 0
"condnum" "3" "9" "100" "LASSO" 98.8862534818948
"EL" "3" "9" "100" "LASSO" 0.233811260835253
"RMSE" "3" "9" "100" "LASSO" 0.000293213412630026
"F1" "3" "9" "100" "LASSO" 1
"eTPR" "3" "9" "100" "LASSO" 1
"eTNR" "3" "9" "100" "LASSO" 1
"ePPV" "3" "9" "100" "LASSO" 1
"d" "3" "9" "100" "LASSO" 0.0593939393939394
"iters" "3" "9" "100" "LASSO" 11
"time.user.self" "3" "9" "100" "LASSO" 0.670000000000073
"time.sys.self" "3" "9" "100" "LASSO" 0
"time.elapsed" "3" "9" "100" "LASSO" 0.670000000012806
"time.user.child" "3" "9" "100" "LASSO" NA
"time.sys.child" "3" "9" "100" "LASSO" NA
"cv.iters" "3" "9" "100" "LASSO" NA
"cv.time.user.self" "3" "9" "100" "LASSO" 0.535199999999941
"cv.time.sys.self" "3" "9" "100" "LASSO" 0.000799999999999983
"cv.time.elapsed" "3" "9" "100" "LASSO" 0.540299999998824
"cv.time.user.child" "3" "9" "100" "LASSO" NA
"cv.time.sys.child" "3" "9" "100" "LASSO" NA
"cv.all.time.user.self" "3" "9" "100" "LASSO" 53.5199999999941
"cv.all.time.sys.self" "3" "9" "100" "LASSO" 0.0799999999999983
"cv.all.time.elapsed" "3" "9" "100" "LASSO" 54.0299999998824
"cv.all.time.user.child" "3" "9" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "9" "100" "LASSO" NA
"n.cv.par" "3" "9" "100" "LASSO" 20
"lambda" "10" "9" "100" "LASSO" 0
"lambdar0" "10" "9" "100" "LASSO" 0
"kappa" "10" "9" "100" "LASSO" 0
"condnum" "10" "9" "100" "LASSO" 101.397406393025
"EL" "10" "9" "100" "LASSO" 0.520187053309726
"RMSE" "10" "9" "100" "LASSO" 0.000751302041591892
"F1" "10" "9" "100" "LASSO" 1
"eTPR" "10" "9" "100" "LASSO" 1
"eTNR" "10" "9" "100" "LASSO" 1
"ePPV" "10" "9" "100" "LASSO" 1
"d" "10" "9" "100" "LASSO" 0.190909090909091
"iters" "10" "9" "100" "LASSO" 22
"time.user.self" "10" "9" "100" "LASSO" 1.30999999999767
"time.sys.self" "10" "9" "100" "LASSO" 0
"time.elapsed" "10" "9" "100" "LASSO" 1.32999999995809
"time.user.child" "10" "9" "100" "LASSO" NA
"time.sys.child" "10" "9" "100" "LASSO" NA
"cv.iters" "10" "9" "100" "LASSO" NA
"cv.time.user.self" "10" "9" "100" "LASSO" 0.839800000000032
"cv.time.sys.self" "10" "9" "100" "LASSO" 0.000399999999999636
"cv.time.elapsed" "10" "9" "100" "LASSO" 0.844000000002561
"cv.time.user.child" "10" "9" "100" "LASSO" NA
"cv.time.sys.child" "10" "9" "100" "LASSO" NA
"cv.all.time.user.self" "10" "9" "100" "LASSO" 83.9800000000032
"cv.all.time.sys.self" "10" "9" "100" "LASSO" 0.0399999999999636
"cv.all.time.elapsed" "10" "9" "100" "LASSO" 84.4000000002561
"cv.all.time.user.child" "10" "9" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "9" "100" "LASSO" NA
"n.cv.par" "10" "9" "100" "LASSO" 20
"lambda" "3" "10" "100" "LASSO" 0
"lambdar0" "3" "10" "100" "LASSO" 0
"kappa" "3" "10" "100" "LASSO" 0
"condnum" "3" "10" "100" "LASSO" 102.390656981182
"EL" "3" "10" "100" "LASSO" 0.223789858081659
"RMSE" "3" "10" "100" "LASSO" 0.000299539731191679
"F1" "3" "10" "100" "LASSO" 1
"eTPR" "3" "10" "100" "LASSO" 1
"eTNR" "3" "10" "100" "LASSO" 1
"ePPV" "3" "10" "100" "LASSO" 1
"d" "3" "10" "100" "LASSO" 0.0593939393939394
"iters" "3" "10" "100" "LASSO" 11
"time.user.self" "3" "10" "100" "LASSO" 0.670000000000073
"time.sys.self" "3" "10" "100" "LASSO" 0
"time.elapsed" "3" "10" "100" "LASSO" 0.690000000002328
"time.user.child" "3" "10" "100" "LASSO" NA
"time.sys.child" "3" "10" "100" "LASSO" NA
"cv.iters" "3" "10" "100" "LASSO" NA
"cv.time.user.self" "3" "10" "100" "LASSO" 0.524000000000033
"cv.time.sys.self" "3" "10" "100" "LASSO" 0.00119999999999997
"cv.time.elapsed" "3" "10" "100" "LASSO" 0.526200000000827
"cv.time.user.child" "3" "10" "100" "LASSO" NA
"cv.time.sys.child" "3" "10" "100" "LASSO" NA
"cv.all.time.user.self" "3" "10" "100" "LASSO" 52.4000000000033
"cv.all.time.sys.self" "3" "10" "100" "LASSO" 0.119999999999997
"cv.all.time.elapsed" "3" "10" "100" "LASSO" 52.6200000000827
"cv.all.time.user.child" "3" "10" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "10" "100" "LASSO" NA
"n.cv.par" "3" "10" "100" "LASSO" 20
"lambda" "10" "10" "100" "LASSO" 0
"lambdar0" "10" "10" "100" "LASSO" 0
"kappa" "10" "10" "100" "LASSO" 0
"condnum" "10" "10" "100" "LASSO" 109.41223172249
"EL" "10" "10" "100" "LASSO" 0.543097836751642
"RMSE" "10" "10" "100" "LASSO" 0.000769240676524829
"F1" "10" "10" "100" "LASSO" 1
"eTPR" "10" "10" "100" "LASSO" 1
"eTNR" "10" "10" "100" "LASSO" 1
"ePPV" "10" "10" "100" "LASSO" 1
"d" "10" "10" "100" "LASSO" 0.190909090909091
"iters" "10" "10" "100" "LASSO" 24
"time.user.self" "10" "10" "100" "LASSO" 1.5
"time.sys.self" "10" "10" "100" "LASSO" 0
"time.elapsed" "10" "10" "100" "LASSO" 1.51000000000931
"time.user.child" "10" "10" "100" "LASSO" NA
"time.sys.child" "10" "10" "100" "LASSO" NA
"cv.iters" "10" "10" "100" "LASSO" NA
"cv.time.user.self" "10" "10" "100" "LASSO" 0.902499999999782
"cv.time.sys.self" "10" "10" "100" "LASSO" 0.000399999999999636
"cv.time.elapsed" "10" "10" "100" "LASSO" 0.90670000000333
"cv.time.user.child" "10" "10" "100" "LASSO" NA
"cv.time.sys.child" "10" "10" "100" "LASSO" NA
"cv.all.time.user.self" "10" "10" "100" "LASSO" 90.2499999999782
"cv.all.time.sys.self" "10" "10" "100" "LASSO" 0.0399999999999636
"cv.all.time.elapsed" "10" "10" "100" "LASSO" 90.6700000003329
"cv.all.time.user.child" "10" "10" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "10" "100" "LASSO" NA
"n.cv.par" "10" "10" "100" "LASSO" 20
"lambda" "3" "11" "100" "LASSO" 0
"lambdar0" "3" "11" "100" "LASSO" 0
"kappa" "3" "11" "100" "LASSO" 0
"condnum" "3" "11" "100" "LASSO" 96.3742615536832
"EL" "3" "11" "100" "LASSO" 0.223371336291905
"RMSE" "3" "11" "100" "LASSO" 0.000273498324119715
"F1" "3" "11" "100" "LASSO" 1
"eTPR" "3" "11" "100" "LASSO" 1
"eTNR" "3" "11" "100" "LASSO" 1
"ePPV" "3" "11" "100" "LASSO" 1
"d" "3" "11" "100" "LASSO" 0.0593939393939394
"iters" "3" "11" "100" "LASSO" 11
"time.user.self" "3" "11" "100" "LASSO" 0.640000000000327
"time.sys.self" "3" "11" "100" "LASSO" 0
"time.elapsed" "3" "11" "100" "LASSO" 0.639999999984866
"time.user.child" "3" "11" "100" "LASSO" NA
"time.sys.child" "3" "11" "100" "LASSO" NA
"cv.iters" "3" "11" "100" "LASSO" NA
"cv.time.user.self" "3" "11" "100" "LASSO" 0.524700000000066
"cv.time.sys.self" "3" "11" "100" "LASSO" 0.000500000000000007
"cv.time.elapsed" "3" "11" "100" "LASSO" 0.529700000000303
"cv.time.user.child" "3" "11" "100" "LASSO" NA
"cv.time.sys.child" "3" "11" "100" "LASSO" NA
"cv.all.time.user.self" "3" "11" "100" "LASSO" 52.4700000000066
"cv.all.time.sys.self" "3" "11" "100" "LASSO" 0.0500000000000007
"cv.all.time.elapsed" "3" "11" "100" "LASSO" 52.9700000000303
"cv.all.time.user.child" "3" "11" "100" "LASSO" NA
"cv.all.time.sys.child" "3" "11" "100" "LASSO" NA
"n.cv.par" "3" "11" "100" "LASSO" 20
"lambda" "10" "11" "100" "LASSO" 0
"lambdar0" "10" "11" "100" "LASSO" 0
"kappa" "10" "11" "100" "LASSO" 0
"condnum" "10" "11" "100" "LASSO" 106.201293647712
"EL" "10" "11" "100" "LASSO" 0.518746433293941
"RMSE" "10" "11" "100" "LASSO" 0.000766815947955537
"F1" "10" "11" "100" "LASSO" 1
"eTPR" "10" "11" "100" "LASSO" 1
"eTNR" "10" "11" "100" "LASSO" 1
"ePPV" "10" "11" "100" "LASSO" 1
"d" "10" "11" "100" "LASSO" 0.190909090909091
"iters" "10" "11" "100" "LASSO" 23
"time.user.self" "10" "11" "100" "LASSO" 1.36000000000058
"time.sys.self" "10" "11" "100" "LASSO" 0
"time.elapsed" "10" "11" "100" "LASSO" 1.34999999997672
"time.user.child" "10" "11" "100" "LASSO" NA
"time.sys.child" "10" "11" "100" "LASSO" NA
"cv.iters" "10" "11" "100" "LASSO" NA
"cv.time.user.self" "10" "11" "100" "LASSO" 0.827699999999604
"cv.time.sys.self" "10" "11" "100" "LASSO" 0.000499999999999545
"cv.time.elapsed" "10" "11" "100" "LASSO" 0.830200000003097
"cv.time.user.child" "10" "11" "100" "LASSO" NA
"cv.time.sys.child" "10" "11" "100" "LASSO" NA
"cv.all.time.user.self" "10" "11" "100" "LASSO" 82.7699999999604
"cv.all.time.sys.self" "10" "11" "100" "LASSO" 0.0499999999999545
"cv.all.time.elapsed" "10" "11" "100" "LASSO" 83.0200000003097
"cv.all.time.user.child" "10" "11" "100" "LASSO" NA
"cv.all.time.sys.child" "10" "11" "100" "LASSO" NA
"n.cv.par" "10" "11" "100" "LASSO" 20
"lambda" "3" "12" "100" "LASSO" 0
