"metric" "n_bands" "simulation" "p" "method" "value"
"cv.all.time.elapsed" "10" "12" "200" "LASSO" 1125.23000000033
"cv.all.time.user.child" "10" "12" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "12" "200" "LASSO" NA
"n.cv.par" "10" "12" "200" "LASSO" 20
"lambda" "3" "13" "200" "LASSO" 0
"lambdar0" "3" "13" "200" "LASSO" 0
"kappa" "3" "13" "200" "LASSO" 0
"condnum" "3" "13" "200" "LASSO" 199.987513635943
"EL" "3" "13" "200" "LASSO" 0.525693939943693
"RMSE" "3" "13" "200" "LASSO" 0.00011804841844886
"F1" "3" "13" "200" "LASSO" 1
"eTPR" "3" "13" "200" "LASSO" 1
"eTNR" "3" "13" "200" "LASSO" 1
"ePPV" "3" "13" "200" "LASSO" 1
"d" "3" "13" "200" "LASSO" 0.0298492462311558
"iters" "3" "13" "200" "LASSO" 8
"time.user.self" "3" "13" "200" "LASSO" 7.22999999999956
"time.sys.self" "3" "13" "200" "LASSO" 0.0400000000000063
"time.elapsed" "3" "13" "200" "LASSO" 7.35000000000582
"time.user.child" "3" "13" "200" "LASSO" NA
"time.sys.child" "3" "13" "200" "LASSO" NA
"cv.iters" "3" "13" "200" "LASSO" NA
"cv.time.user.self" "3" "13" "200" "LASSO" 6.04190000000002
"cv.time.sys.self" "3" "13" "200" "LASSO" 0.00410000000000025
"cv.time.elapsed" "3" "13" "200" "LASSO" 6.09760000000038
"cv.time.user.child" "3" "13" "200" "LASSO" NA
"cv.time.sys.child" "3" "13" "200" "LASSO" NA
"cv.all.time.user.self" "3" "13" "200" "LASSO" 604.190000000002
"cv.all.time.sys.self" "3" "13" "200" "LASSO" 0.410000000000025
"cv.all.time.elapsed" "3" "13" "200" "LASSO" 609.760000000038
"cv.all.time.user.child" "3" "13" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "13" "200" "LASSO" NA
"n.cv.par" "3" "13" "200" "LASSO" 20
"lambda" "10" "13" "200" "LASSO" 0
"lambdar0" "10" "13" "200" "LASSO" 0
"kappa" "10" "13" "200" "LASSO" 0
"condnum" "10" "13" "200" "LASSO" 218.252747684618
"EL" "10" "13" "200" "LASSO" 1.03527116604292
"RMSE" "10" "13" "200" "LASSO" 0.000277866101043832
"F1" "10" "13" "200" "LASSO" 1
"eTPR" "10" "13" "200" "LASSO" 1
"eTNR" "10" "13" "200" "LASSO" 1
"ePPV" "10" "13" "200" "LASSO" 1
"d" "10" "13" "200" "LASSO" 0.0977386934673367
"iters" "10" "13" "200" "LASSO" 19
"time.user.self" "10" "13" "200" "LASSO" 17.5599999999977
"time.sys.self" "10" "13" "200" "LASSO" 0
"time.elapsed" "10" "13" "200" "LASSO" 17.7800000000279
"time.user.child" "10" "13" "200" "LASSO" NA
"time.sys.child" "10" "13" "200" "LASSO" NA
"cv.iters" "10" "13" "200" "LASSO" NA
"cv.time.user.self" "10" "13" "200" "LASSO" 10.3576000000001
"cv.time.sys.self" "10" "13" "200" "LASSO" 0.00809999999999945
"cv.time.elapsed" "10" "13" "200" "LASSO" 10.4641000000015
"cv.time.user.child" "10" "13" "200" "LASSO" NA
"cv.time.sys.child" "10" "13" "200" "LASSO" NA
"cv.all.time.user.self" "10" "13" "200" "LASSO" 1035.76000000001
"cv.all.time.sys.self" "10" "13" "200" "LASSO" 0.809999999999945
"cv.all.time.elapsed" "10" "13" "200" "LASSO" 1046.41000000015
"cv.all.time.user.child" "10" "13" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "13" "200" "LASSO" NA
"n.cv.par" "10" "13" "200" "LASSO" 20
"lambda" "3" "14" "200" "LASSO" 0
"lambdar0" "3" "14" "200" "LASSO" 0
"kappa" "3" "14" "200" "LASSO" 0
"condnum" "3" "14" "200" "LASSO" 197.484910992481
"EL" "3" "14" "200" "LASSO" 0.524426810859069
"RMSE" "3" "14" "200" "LASSO" 0.000122703265407155
"F1" "3" "14" "200" "LASSO" 1
"eTPR" "3" "14" "200" "LASSO" 1
"eTNR" "3" "14" "200" "LASSO" 1
"ePPV" "3" "14" "200" "LASSO" 1
"d" "3" "14" "200" "LASSO" 0.0298492462311558
"iters" "3" "14" "200" "LASSO" 8
"time.user.self" "3" "14" "200" "LASSO" 7.25
"time.sys.self" "3" "14" "200" "LASSO" 0
"time.elapsed" "3" "14" "200" "LASSO" 7.30000000001746
"time.user.child" "3" "14" "200" "LASSO" NA
"time.sys.child" "3" "14" "200" "LASSO" NA
"cv.iters" "3" "14" "200" "LASSO" NA
"cv.time.user.self" "3" "14" "200" "LASSO" 6.0119999999999
"cv.time.sys.self" "3" "14" "200" "LASSO" 0.00650000000000006
"cv.time.elapsed" "3" "14" "200" "LASSO" 6.0761000000019
"cv.time.user.child" "3" "14" "200" "LASSO" NA
"cv.time.sys.child" "3" "14" "200" "LASSO" NA
"cv.all.time.user.self" "3" "14" "200" "LASSO" 601.19999999999
"cv.all.time.sys.self" "3" "14" "200" "LASSO" 0.650000000000006
"cv.all.time.elapsed" "3" "14" "200" "LASSO" 607.61000000019
"cv.all.time.user.child" "3" "14" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "14" "200" "LASSO" NA
"n.cv.par" "3" "14" "200" "LASSO" 20
"lambda" "10" "14" "200" "LASSO" 0
"lambdar0" "10" "14" "200" "LASSO" 0
"kappa" "10" "14" "200" "LASSO" 0
"condnum" "10" "14" "200" "LASSO" 210.377481729294
"EL" "10" "14" "200" "LASSO" 1.08011031307731
"RMSE" "10" "14" "200" "LASSO" 0.000284751134732335
"F1" "10" "14" "200" "LASSO" 1
"eTPR" "10" "14" "200" "LASSO" 1
"eTNR" "10" "14" "200" "LASSO" 1
"ePPV" "10" "14" "200" "LASSO" 1
"d" "10" "14" "200" "LASSO" 0.0977386934673367
"iters" "10" "14" "200" "LASSO" 19
"time.user.self" "10" "14" "200" "LASSO" 17.8000000000029
"time.sys.self" "10" "14" "200" "LASSO" 0
"time.elapsed" "10" "14" "200" "LASSO" 17.9100000000326
"time.user.child" "10" "14" "200" "LASSO" NA
"time.sys.child" "10" "14" "200" "LASSO" NA
"cv.iters" "10" "14" "200" "LASSO" NA
"cv.time.user.self" "10" "14" "200" "LASSO" 10.2986999999994
"cv.time.sys.self" "10" "14" "200" "LASSO" 0.00870000000000118
"cv.time.elapsed" "10" "14" "200" "LASSO" 10.4249000000011
"cv.time.user.child" "10" "14" "200" "LASSO" NA
"cv.time.sys.child" "10" "14" "200" "LASSO" NA
"cv.all.time.user.self" "10" "14" "200" "LASSO" 1029.86999999994
"cv.all.time.sys.self" "10" "14" "200" "LASSO" 0.870000000000118
"cv.all.time.elapsed" "10" "14" "200" "LASSO" 1042.49000000011
"cv.all.time.user.child" "10" "14" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "14" "200" "LASSO" NA
"n.cv.par" "10" "14" "200" "LASSO" 20
"lambda" "3" "15" "200" "LASSO" 0
"lambdar0" "3" "15" "200" "LASSO" 0
"kappa" "3" "15" "200" "LASSO" 0
"condnum" "3" "15" "200" "LASSO" 209.797421138937
"EL" "3" "15" "200" "LASSO" 0.551574664874579
"RMSE" "3" "15" "200" "LASSO" 0.000128264047460817
"F1" "3" "15" "200" "LASSO" 1
"eTPR" "3" "15" "200" "LASSO" 1
"eTNR" "3" "15" "200" "LASSO" 1
"ePPV" "3" "15" "200" "LASSO" 1
"d" "3" "15" "200" "LASSO" 0.0298492462311558
"iters" "3" "15" "200" "LASSO" 8
"time.user.self" "3" "15" "200" "LASSO" 7.25
"time.sys.self" "3" "15" "200" "LASSO" 0.00999999999999091
"time.elapsed" "3" "15" "200" "LASSO" 7.32000000000698
"time.user.child" "3" "15" "200" "LASSO" NA
"time.sys.child" "3" "15" "200" "LASSO" NA
"cv.iters" "3" "15" "200" "LASSO" NA
"cv.time.user.self" "3" "15" "200" "LASSO" 5.97040000000019
"cv.time.sys.self" "3" "15" "200" "LASSO" 0.00670000000000016
"cv.time.elapsed" "3" "15" "200" "LASSO" 6.03330000000045
"cv.time.user.child" "3" "15" "200" "LASSO" NA
"cv.time.sys.child" "3" "15" "200" "LASSO" NA
"cv.all.time.user.self" "3" "15" "200" "LASSO" 597.040000000019
"cv.all.time.sys.self" "3" "15" "200" "LASSO" 0.670000000000016
"cv.all.time.elapsed" "3" "15" "200" "LASSO" 603.330000000045
"cv.all.time.user.child" "3" "15" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "15" "200" "LASSO" NA
"n.cv.par" "3" "15" "200" "LASSO" 20
"lambda" "10" "15" "200" "LASSO" 0
"lambdar0" "10" "15" "200" "LASSO" 0
"kappa" "10" "15" "200" "LASSO" 0
"condnum" "10" "15" "200" "LASSO" 200.887139227459
"EL" "10" "15" "200" "LASSO" 1.03067342522408
"RMSE" "10" "15" "200" "LASSO" 0.000277042261203676
"F1" "10" "15" "200" "LASSO" 1
"eTPR" "10" "15" "200" "LASSO" 1
"eTNR" "10" "15" "200" "LASSO" 1
"ePPV" "10" "15" "200" "LASSO" 1
"d" "10" "15" "200" "LASSO" 0.0977386934673367
"iters" "10" "15" "200" "LASSO" 18
"time.user.self" "10" "15" "200" "LASSO" 16.7200000000012
"time.sys.self" "10" "15" "200" "LASSO" 0
"time.elapsed" "10" "15" "200" "LASSO" 16.9599999999627
"time.user.child" "10" "15" "200" "LASSO" NA
"time.sys.child" "10" "15" "200" "LASSO" NA
"cv.iters" "10" "15" "200" "LASSO" NA
"cv.time.user.self" "10" "15" "200" "LASSO" 10.3013999999996
"cv.time.sys.self" "10" "15" "200" "LASSO" 0.00899999999999977
"cv.time.elapsed" "10" "15" "200" "LASSO" 10.4214000000048
"cv.time.user.child" "10" "15" "200" "LASSO" NA
"cv.time.sys.child" "10" "15" "200" "LASSO" NA
"cv.all.time.user.self" "10" "15" "200" "LASSO" 1030.13999999996
"cv.all.time.sys.self" "10" "15" "200" "LASSO" 0.899999999999977
"cv.all.time.elapsed" "10" "15" "200" "LASSO" 1042.14000000048
"cv.all.time.user.child" "10" "15" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "15" "200" "LASSO" NA
"n.cv.par" "10" "15" "200" "LASSO" 20
"lambda" "3" "16" "200" "LASSO" 0
"lambdar0" "3" "16" "200" "LASSO" 0
"kappa" "3" "16" "200" "LASSO" 0
"condnum" "3" "16" "200" "LASSO" 199.565337515764
"EL" "3" "16" "200" "LASSO" 0.474304923080979
"RMSE" "3" "16" "200" "LASSO" 0.000118590643158343
"F1" "3" "16" "200" "LASSO" 1
"eTPR" "3" "16" "200" "LASSO" 1
"eTNR" "3" "16" "200" "LASSO" 1
"ePPV" "3" "16" "200" "LASSO" 1
"d" "3" "16" "200" "LASSO" 0.0298492462311558
"iters" "3" "16" "200" "LASSO" 8
"time.user.self" "3" "16" "200" "LASSO" 7.45000000000073
"time.sys.self" "3" "16" "200" "LASSO" 0.0300000000000011
"time.elapsed" "3" "16" "200" "LASSO" 7.54999999998836
"time.user.child" "3" "16" "200" "LASSO" NA
"time.sys.child" "3" "16" "200" "LASSO" NA
"cv.iters" "3" "16" "200" "LASSO" NA
"cv.time.user.self" "3" "16" "200" "LASSO" 6.10179999999982
"cv.time.sys.self" "3" "16" "200" "LASSO" 0.00399999999999977
"cv.time.elapsed" "3" "16" "200" "LASSO" 6.15059999999969
"cv.time.user.child" "3" "16" "200" "LASSO" NA
"cv.time.sys.child" "3" "16" "200" "LASSO" NA
"cv.all.time.user.self" "3" "16" "200" "LASSO" 610.179999999982
"cv.all.time.sys.self" "3" "16" "200" "LASSO" 0.399999999999977
"cv.all.time.elapsed" "3" "16" "200" "LASSO" 615.059999999969
"cv.all.time.user.child" "3" "16" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "16" "200" "LASSO" NA
"n.cv.par" "3" "16" "200" "LASSO" 20
"lambda" "10" "16" "200" "LASSO" 0
"lambdar0" "10" "16" "200" "LASSO" 0
"kappa" "10" "16" "200" "LASSO" 0
"condnum" "10" "16" "200" "LASSO" 209.672553608873
"EL" "10" "16" "200" "LASSO" 1.08320952427829
"RMSE" "10" "16" "200" "LASSO" 0.000282649893951781
"F1" "10" "16" "200" "LASSO" 1
"eTPR" "10" "16" "200" "LASSO" 1
"eTNR" "10" "16" "200" "LASSO" 1
"ePPV" "10" "16" "200" "LASSO" 1
"d" "10" "16" "200" "LASSO" 0.0977386934673367
"iters" "10" "16" "200" "LASSO" 18
"time.user.self" "10" "16" "200" "LASSO" 16.570000000007
"time.sys.self" "10" "16" "200" "LASSO" 0.00999999999999091
"time.elapsed" "10" "16" "200" "LASSO" 16.7000000000698
"time.user.child" "10" "16" "200" "LASSO" NA
"time.sys.child" "10" "16" "200" "LASSO" NA
"cv.iters" "10" "16" "200" "LASSO" NA
"cv.time.user.self" "10" "16" "200" "LASSO" 10.6014999999997
"cv.time.sys.self" "10" "16" "200" "LASSO" 0.00909999999999968
"cv.time.elapsed" "10" "16" "200" "LASSO" 10.7174000000046
"cv.time.user.child" "10" "16" "200" "LASSO" NA
"cv.time.sys.child" "10" "16" "200" "LASSO" NA
"cv.all.time.user.self" "10" "16" "200" "LASSO" 1060.14999999997
"cv.all.time.sys.self" "10" "16" "200" "LASSO" 0.909999999999968
"cv.all.time.elapsed" "10" "16" "200" "LASSO" 1071.74000000046
"cv.all.time.user.child" "10" "16" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "16" "200" "LASSO" NA
"n.cv.par" "10" "16" "200" "LASSO" 20
"lambda" "3" "17" "200" "LASSO" 0
"lambdar0" "3" "17" "200" "LASSO" 0
"kappa" "3" "17" "200" "LASSO" 0
"condnum" "3" "17" "200" "LASSO" 195.481592728272
"EL" "3" "17" "200" "LASSO" 0.490603104441533
"RMSE" "3" "17" "200" "LASSO" 0.000118242444560153
"F1" "3" "17" "200" "LASSO" 1
"eTPR" "3" "17" "200" "LASSO" 1
"eTNR" "3" "17" "200" "LASSO" 1
"ePPV" "3" "17" "200" "LASSO" 1
"d" "3" "17" "200" "LASSO" 0.0298492462311558
"iters" "3" "17" "200" "LASSO" 8
"time.user.self" "3" "17" "200" "LASSO" 7.54999999999927
"time.sys.self" "3" "17" "200" "LASSO" 0
"time.elapsed" "3" "17" "200" "LASSO" 7.57999999998719
"time.user.child" "3" "17" "200" "LASSO" NA
"time.sys.child" "3" "17" "200" "LASSO" NA
"cv.iters" "3" "17" "200" "LASSO" NA
"cv.time.user.self" "3" "17" "200" "LASSO" 6.04499999999989
"cv.time.sys.self" "3" "17" "200" "LASSO" 0.00349999999999994
"cv.time.elapsed" "3" "17" "200" "LASSO" 6.0788000000015
"cv.time.user.child" "3" "17" "200" "LASSO" NA
"cv.time.sys.child" "3" "17" "200" "LASSO" NA
"cv.all.time.user.self" "3" "17" "200" "LASSO" 604.499999999989
"cv.all.time.sys.self" "3" "17" "200" "LASSO" 0.349999999999994
"cv.all.time.elapsed" "3" "17" "200" "LASSO" 607.88000000015
"cv.all.time.user.child" "3" "17" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "17" "200" "LASSO" NA
"n.cv.par" "3" "17" "200" "LASSO" 20
"lambda" "10" "17" "200" "LASSO" 0
"lambdar0" "10" "17" "200" "LASSO" 0
"kappa" "10" "17" "200" "LASSO" 0
"condnum" "10" "17" "200" "LASSO" 198.250721722606
"EL" "10" "17" "200" "LASSO" 1.13699829689446
"RMSE" "10" "17" "200" "LASSO" 0.000293445053533978
"F1" "10" "17" "200" "LASSO" 1
"eTPR" "10" "17" "200" "LASSO" 1
"eTNR" "10" "17" "200" "LASSO" 1
"ePPV" "10" "17" "200" "LASSO" 1
"d" "10" "17" "200" "LASSO" 0.0977386934673367
"iters" "10" "17" "200" "LASSO" 18
"time.user.self" "10" "17" "200" "LASSO" 16.7799999999988
"time.sys.self" "10" "17" "200" "LASSO" 0
"time.elapsed" "10" "17" "200" "LASSO" 16.8600000001024
"time.user.child" "10" "17" "200" "LASSO" NA
"time.sys.child" "10" "17" "200" "LASSO" NA
"cv.iters" "10" "17" "200" "LASSO" NA
"cv.time.user.self" "10" "17" "200" "LASSO" 10.5095000000003
"cv.time.sys.self" "10" "17" "200" "LASSO" 0.00879999999999995
"cv.time.elapsed" "10" "17" "200" "LASSO" 10.6259999999998
"cv.time.user.child" "10" "17" "200" "LASSO" NA
"cv.time.sys.child" "10" "17" "200" "LASSO" NA
"cv.all.time.user.self" "10" "17" "200" "LASSO" 1050.95000000003
"cv.all.time.sys.self" "10" "17" "200" "LASSO" 0.879999999999995
"cv.all.time.elapsed" "10" "17" "200" "LASSO" 1062.59999999998
"cv.all.time.user.child" "10" "17" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "17" "200" "LASSO" NA
"n.cv.par" "10" "17" "200" "LASSO" 20
"lambda" "3" "18" "200" "LASSO" 0
"lambdar0" "3" "18" "200" "LASSO" 0
"kappa" "3" "18" "200" "LASSO" 0
"condnum" "3" "18" "200" "LASSO" 207.87843836147
"EL" "3" "18" "200" "LASSO" 0.515527788561002
"RMSE" "3" "18" "200" "LASSO" 0.000120753340614747
"F1" "3" "18" "200" "LASSO" 1
"eTPR" "3" "18" "200" "LASSO" 1
"eTNR" "3" "18" "200" "LASSO" 1
"ePPV" "3" "18" "200" "LASSO" 1
"d" "3" "18" "200" "LASSO" 0.0298492462311558
"iters" "3" "18" "200" "LASSO" 8
"time.user.self" "3" "18" "200" "LASSO" 7.36000000000058
"time.sys.self" "3" "18" "200" "LASSO" 0.0300000000000011
"time.elapsed" "3" "18" "200" "LASSO" 7.4199999999837
"time.user.child" "3" "18" "200" "LASSO" NA
"time.sys.child" "3" "18" "200" "LASSO" NA
"cv.iters" "3" "18" "200" "LASSO" NA
"cv.time.user.self" "3" "18" "200" "LASSO" 6.52239999999994
"cv.time.sys.self" "3" "18" "200" "LASSO" 0.00439999999999984
"cv.time.elapsed" "3" "18" "200" "LASSO" 6.55599999999918
"cv.time.user.child" "3" "18" "200" "LASSO" NA
"cv.time.sys.child" "3" "18" "200" "LASSO" NA
"cv.all.time.user.self" "3" "18" "200" "LASSO" 652.239999999994
"cv.all.time.sys.self" "3" "18" "200" "LASSO" 0.439999999999984
"cv.all.time.elapsed" "3" "18" "200" "LASSO" 655.599999999919
"cv.all.time.user.child" "3" "18" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "18" "200" "LASSO" NA
"n.cv.par" "3" "18" "200" "LASSO" 20
"lambda" "10" "18" "200" "LASSO" 0
"lambdar0" "10" "18" "200" "LASSO" 0
"kappa" "10" "18" "200" "LASSO" 0
"condnum" "10" "18" "200" "LASSO" 211.716927935676
"EL" "10" "18" "200" "LASSO" 1.03090853592136
"RMSE" "10" "18" "200" "LASSO" 0.000277029241114772
"F1" "10" "18" "200" "LASSO" 1
"eTPR" "10" "18" "200" "LASSO" 1
"eTNR" "10" "18" "200" "LASSO" 1
"ePPV" "10" "18" "200" "LASSO" 1
"d" "10" "18" "200" "LASSO" 0.0977386934673367
"iters" "10" "18" "200" "LASSO" 19
"time.user.self" "10" "18" "200" "LASSO" 17.4399999999878
"time.sys.self" "10" "18" "200" "LASSO" 0.0299999999999727
"time.elapsed" "10" "18" "200" "LASSO" 17.6999999999534
"time.user.child" "10" "18" "200" "LASSO" NA
"time.sys.child" "10" "18" "200" "LASSO" NA
"cv.iters" "10" "18" "200" "LASSO" NA
"cv.time.user.self" "10" "18" "200" "LASSO" 9.9769999999991
"cv.time.sys.self" "10" "18" "200" "LASSO" 0.00860000000000127
"cv.time.elapsed" "10" "18" "200" "LASSO" 10.0846000000031
"cv.time.user.child" "10" "18" "200" "LASSO" NA
"cv.time.sys.child" "10" "18" "200" "LASSO" NA
"cv.all.time.user.self" "10" "18" "200" "LASSO" 997.69999999991
"cv.all.time.sys.self" "10" "18" "200" "LASSO" 0.860000000000127
"cv.all.time.elapsed" "10" "18" "200" "LASSO" 1008.46000000031
"cv.all.time.user.child" "10" "18" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "18" "200" "LASSO" NA
"n.cv.par" "10" "18" "200" "LASSO" 20
"lambda" "3" "19" "200" "LASSO" 0
"lambdar0" "3" "19" "200" "LASSO" 0
"kappa" "3" "19" "200" "LASSO" 0
"condnum" "3" "19" "200" "LASSO" 201.5971910981
"EL" "3" "19" "200" "LASSO" 0.51194471292601
"RMSE" "3" "19" "200" "LASSO" 0.000119700251993499
"F1" "3" "19" "200" "LASSO" 1
"eTPR" "3" "19" "200" "LASSO" 1
"eTNR" "3" "19" "200" "LASSO" 1
"ePPV" "3" "19" "200" "LASSO" 1
"d" "3" "19" "200" "LASSO" 0.0298492462311558
"iters" "3" "19" "200" "LASSO" 8
"time.user.self" "3" "19" "200" "LASSO" 7.36000000000058
"time.sys.self" "3" "19" "200" "LASSO" 0
"time.elapsed" "3" "19" "200" "LASSO" 7.42000000001281
"time.user.child" "3" "19" "200" "LASSO" NA
"time.sys.child" "3" "19" "200" "LASSO" NA
"cv.iters" "3" "19" "200" "LASSO" NA
"cv.time.user.self" "3" "19" "200" "LASSO" 5.62280000000013
"cv.time.sys.self" "3" "19" "200" "LASSO" 0.00280000000000001
"cv.time.elapsed" "3" "19" "200" "LASSO" 5.65810000000027
"cv.time.user.child" "3" "19" "200" "LASSO" NA
"cv.time.sys.child" "3" "19" "200" "LASSO" NA
"cv.all.time.user.self" "3" "19" "200" "LASSO" 562.280000000013
"cv.all.time.sys.self" "3" "19" "200" "LASSO" 0.280000000000001
"cv.all.time.elapsed" "3" "19" "200" "LASSO" 565.810000000027
"cv.all.time.user.child" "3" "19" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "19" "200" "LASSO" NA
"n.cv.par" "3" "19" "200" "LASSO" 20
"lambda" "10" "19" "200" "LASSO" 0
"lambdar0" "10" "19" "200" "LASSO" 0
"kappa" "10" "19" "200" "LASSO" 0
"condnum" "10" "19" "200" "LASSO" 203.394092408148
"EL" "10" "19" "200" "LASSO" 1.13164273157301
"RMSE" "10" "19" "200" "LASSO" 0.000287430004677593
"F1" "10" "19" "200" "LASSO" 1
"eTPR" "10" "19" "200" "LASSO" 1
"eTNR" "10" "19" "200" "LASSO" 1
"ePPV" "10" "19" "200" "LASSO" 1
"d" "10" "19" "200" "LASSO" 0.0977386934673367
"iters" "10" "19" "200" "LASSO" 18
"time.user.self" "10" "19" "200" "LASSO" 16.9199999999983
"time.sys.self" "10" "19" "200" "LASSO" 0.0199999999999818
"time.elapsed" "10" "19" "200" "LASSO" 16.9899999999907
"time.user.child" "10" "19" "200" "LASSO" NA
"time.sys.child" "10" "19" "200" "LASSO" NA
"cv.iters" "10" "19" "200" "LASSO" NA
"cv.time.user.self" "10" "19" "200" "LASSO" 10.5947999999997
"cv.time.sys.self" "10" "19" "200" "LASSO" 0.00760000000000105
"cv.time.elapsed" "10" "19" "200" "LASSO" 10.6739000000025
"cv.time.user.child" "10" "19" "200" "LASSO" NA
"cv.time.sys.child" "10" "19" "200" "LASSO" NA
"cv.all.time.user.self" "10" "19" "200" "LASSO" 1059.47999999997
"cv.all.time.sys.self" "10" "19" "200" "LASSO" 0.760000000000105
"cv.all.time.elapsed" "10" "19" "200" "LASSO" 1067.39000000025
"cv.all.time.user.child" "10" "19" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "19" "200" "LASSO" NA
"n.cv.par" "10" "19" "200" "LASSO" 20
"lambda" "3" "20" "200" "LASSO" 0
"lambdar0" "3" "20" "200" "LASSO" 0
"kappa" "3" "20" "200" "LASSO" 0
"condnum" "3" "20" "200" "LASSO" 196.202099974607
"EL" "3" "20" "200" "LASSO" 0.518093396384813
"RMSE" "3" "20" "200" "LASSO" 0.000118545879768008
"F1" "3" "20" "200" "LASSO" 1
"eTPR" "3" "20" "200" "LASSO" 1
"eTNR" "3" "20" "200" "LASSO" 1
"ePPV" "3" "20" "200" "LASSO" 1
"d" "3" "20" "200" "LASSO" 0.0298492462311558
"iters" "3" "20" "200" "LASSO" 8
"time.user.self" "3" "20" "200" "LASSO" 7.64000000000669
"time.sys.self" "3" "20" "200" "LASSO" 0
"time.elapsed" "3" "20" "200" "LASSO" 7.64000000001397
"time.user.child" "3" "20" "200" "LASSO" NA
"time.sys.child" "3" "20" "200" "LASSO" NA
"cv.iters" "3" "20" "200" "LASSO" NA
"cv.time.user.self" "3" "20" "200" "LASSO" 6.23929999999986
"cv.time.sys.self" "3" "20" "200" "LASSO" 0.0025
"cv.time.elapsed" "3" "20" "200" "LASSO" 6.27160000000062
"cv.time.user.child" "3" "20" "200" "LASSO" NA
"cv.time.sys.child" "3" "20" "200" "LASSO" NA
"cv.all.time.user.self" "3" "20" "200" "LASSO" 623.929999999986
"cv.all.time.sys.self" "3" "20" "200" "LASSO" 0.25
"cv.all.time.elapsed" "3" "20" "200" "LASSO" 627.160000000062
"cv.all.time.user.child" "3" "20" "200" "LASSO" NA
"cv.all.time.sys.child" "3" "20" "200" "LASSO" NA
"n.cv.par" "3" "20" "200" "LASSO" 20
"lambda" "10" "20" "200" "LASSO" 0
"lambdar0" "10" "20" "200" "LASSO" 0
"kappa" "10" "20" "200" "LASSO" 0
"condnum" "10" "20" "200" "LASSO" 207.111505777514
"EL" "10" "20" "200" "LASSO" 1.09799858276011
"RMSE" "10" "20" "200" "LASSO" 0.000284044210309598
"F1" "10" "20" "200" "LASSO" 1
"eTPR" "10" "20" "200" "LASSO" 1
"eTNR" "10" "20" "200" "LASSO" 1
"ePPV" "10" "20" "200" "LASSO" 1
"d" "10" "20" "200" "LASSO" 0.0977386934673367
"iters" "10" "20" "200" "LASSO" 18
"time.user.self" "10" "20" "200" "LASSO" 16.9100000000035
"time.sys.self" "10" "20" "200" "LASSO" 0
"time.elapsed" "10" "20" "200" "LASSO" 16.9600000000792
"time.user.child" "10" "20" "200" "LASSO" NA
"time.sys.child" "10" "20" "200" "LASSO" NA
"cv.iters" "10" "20" "200" "LASSO" NA
"cv.time.user.self" "10" "20" "200" "LASSO" 10.8756000000001
"cv.time.sys.self" "10" "20" "200" "LASSO" 0.00559999999999945
"cv.time.elapsed" "10" "20" "200" "LASSO" 10.9328999999957
"cv.time.user.child" "10" "20" "200" "LASSO" NA
"cv.time.sys.child" "10" "20" "200" "LASSO" NA
"cv.all.time.user.self" "10" "20" "200" "LASSO" 1087.56000000001
"cv.all.time.sys.self" "10" "20" "200" "LASSO" 0.559999999999945
"cv.all.time.elapsed" "10" "20" "200" "LASSO" 1093.28999999957
"cv.all.time.user.child" "10" "20" "200" "LASSO" NA
"cv.all.time.sys.child" "10" "20" "200" "LASSO" NA
"n.cv.par" "10" "20" "200" "LASSO" 20
"lambda" "3" "21" "200" "LASSO" 0
"lambdar0" "3" "21" "200" "LASSO" 0
"kappa" "3" "21" "200" "LASSO" 0
"condnum" "3" "21" "200" "LASSO" 205.011364374187
"EL" "3" "21" "200" "LASSO" 0.559718130283613
"RMSE" "3" "21" "200" "LASSO" 0.000125203238392283
"F1" "3" "21" "200" "LASSO" 1
"eTPR" "3" "21" "200" "LASSO" 1
"eTNR" "3" "21" "200" "LASSO" 1
"ePPV" "3" "21" "200" "LASSO" 1
"d" "3" "21" "200" "LASSO" 0.0298492462311558
"iters" "3" "21" "200" "LASSO" 8
"time.user.self" "3" "21" "200" "LASSO" 18.1299999999974
"time.sys.self" "3" "21" "200" "LASSO" 0.0199999999999818
"time.elapsed" "3" "21" "200" "LASSO" 18.5599999999977
"time.user.child" "3" "21" "200" "LASSO" NA
"time.sys.child" "3" "21" "200" "LASSO" NA
"cv.iters" "3" "21" "200" "LASSO" NA
"cv.time.user.self" "3" "21" "200" "LASSO" 13.7464000000003
"cv.time.sys.self" "3" "21" "200" "LASSO" 0.0375999999999988
"cv.time.elapsed" "3" "21" "200" "LASSO" 14.1199000000017
"cv.time.user.child" "3" "21" "200" "LASSO" NA
