"metric" "n_bands" "simulation" "n" "method" "value"
"kappa" "1" "21" "75" "LASSO" 0
"condnum" "1" "21" "75" "LASSO" 3.69301288330108
"EL" "1" "21" "75" "LASSO" 98.0371747498392
"RMSE" "1" "21" "75" "LASSO" 0.00401351747724739
"F1" "1" "21" "75" "LASSO" 0.25
"eTPR" "1" "21" "75" "LASSO" 0.142857142857143
"eTNR" "1" "21" "75" "LASSO" 1
"ePPV" "1" "21" "75" "LASSO" 1
"d" "1" "21" "75" "LASSO" 0.00571428571428571
"iters" "1" "21" "75" "LASSO" 12
"time.user.self" "1" "21" "75" "LASSO" 0.089999999999975
"time.sys.self" "1" "21" "75" "LASSO" 0
"time.elapsed" "1" "21" "75" "LASSO" 0.0900000000000318
"time.user.child" "1" "21" "75" "LASSO" NA
"time.sys.child" "1" "21" "75" "LASSO" NA
"cv.iters" "1" "21" "75" "LASSO" NA
"cv.time.user.self" "1" "21" "75" "LASSO" 0.597100000000002
"cv.time.sys.self" "1" "21" "75" "LASSO" 0.000799999999999983
"cv.time.elapsed" "1" "21" "75" "LASSO" 0.598700000000005
"cv.time.user.child" "1" "21" "75" "LASSO" NA
"cv.time.sys.child" "1" "21" "75" "LASSO" NA
"n.cv.par" "1" "21" "75" "LASSO" 20
"lambda" "7" "21" "75" "LASSO" 0.0571147621292061
"lambdar0" "7" "21" "75" "LASSO" 0.95
"kappa" "7" "21" "75" "LASSO" 0
"condnum" "7" "21" "75" "LASSO" 2.43488728616308
"EL" "7" "21" "75" "LASSO" 38.6515159590506
"RMSE" "7" "21" "75" "LASSO" 0.0107715308364972
"F1" "7" "21" "75" "LASSO" 0.0244648318042813
"eTPR" "7" "21" "75" "LASSO" 0.0124223602484472
"eTNR" "7" "21" "75" "LASSO" 0.998892580287929
"ePPV" "7" "21" "75" "LASSO" 0.8
"d" "7" "21" "75" "LASSO" 0.00408163265306122
"iters" "7" "21" "75" "LASSO" 4
"time.user.self" "7" "21" "75" "LASSO" 0.0300000000006548
"time.sys.self" "7" "21" "75" "LASSO" 0
"time.elapsed" "7" "21" "75" "LASSO" 0.0299999999988358
"time.user.child" "7" "21" "75" "LASSO" NA
"time.sys.child" "7" "21" "75" "LASSO" NA
"cv.iters" "7" "21" "75" "LASSO" NA
"cv.time.user.self" "7" "21" "75" "LASSO" 0.843700000000063
"cv.time.sys.self" "7" "21" "75" "LASSO" 0.000800000000000018
"cv.time.elapsed" "7" "21" "75" "LASSO" 0.84550000000012
"cv.time.user.child" "7" "21" "75" "LASSO" NA
"cv.time.sys.child" "7" "21" "75" "LASSO" NA
"n.cv.par" "7" "21" "75" "LASSO" 20
"lambda" "1" "22" "75" "LASSO" 0.310360783062039
"lambdar0" "1" "22" "75" "LASSO" 0.95
"kappa" "1" "22" "75" "LASSO" 0
"condnum" "1" "22" "75" "LASSO" 6.24010161294536
"EL" "1" "22" "75" "LASSO" 88.0322900081656
"RMSE" "1" "22" "75" "LASSO" 0.00395293446589289
"F1" "1" "22" "75" "LASSO" 0.218181818181818
"eTPR" "1" "22" "75" "LASSO" 0.122448979591837
"eTNR" "1" "22" "75" "LASSO" 1
"ePPV" "1" "22" "75" "LASSO" 1
"d" "1" "22" "75" "LASSO" 0.00489795918367347
"iters" "1" "22" "75" "LASSO" 14
"time.user.self" "1" "22" "75" "LASSO" 0.110000000000127
"time.sys.self" "1" "22" "75" "LASSO" 0
"time.elapsed" "1" "22" "75" "LASSO" 0.1099999999999
"time.user.child" "1" "22" "75" "LASSO" NA
"time.sys.child" "1" "22" "75" "LASSO" NA
"cv.iters" "1" "22" "75" "LASSO" NA
"cv.time.user.self" "1" "22" "75" "LASSO" 0.571099999999995
"cv.time.sys.self" "1" "22" "75" "LASSO" 0.000500000000000007
"cv.time.elapsed" "1" "22" "75" "LASSO" 0.572099999999996
"cv.time.user.child" "1" "22" "75" "LASSO" NA
"cv.time.sys.child" "1" "22" "75" "LASSO" NA
"n.cv.par" "1" "22" "75" "LASSO" 20
"lambda" "7" "22" "75" "LASSO" 0.0655105584331514
"lambdar0" "7" "22" "75" "LASSO" 0.75
"kappa" "7" "22" "75" "LASSO" 0
"condnum" "7" "22" "75" "LASSO" 2.78361229920824
"EL" "7" "22" "75" "LASSO" 37.680689630911
"RMSE" "7" "22" "75" "LASSO" 0.0107020537074397
"F1" "7" "22" "75" "LASSO" 0.0245398773006135
"eTPR" "7" "22" "75" "LASSO" 0.0124223602484472
"eTNR" "7" "22" "75" "LASSO" 1
"ePPV" "7" "22" "75" "LASSO" 1
"d" "7" "22" "75" "LASSO" 0.00326530612244898
"iters" "7" "22" "75" "LASSO" 5
"time.user.self" "7" "22" "75" "LASSO" 0.0500000000010914
"time.sys.self" "7" "22" "75" "LASSO" 0
"time.elapsed" "7" "22" "75" "LASSO" 0.0499999999992724
"time.user.child" "7" "22" "75" "LASSO" NA
"time.sys.child" "7" "22" "75" "LASSO" NA
"cv.iters" "7" "22" "75" "LASSO" NA
"cv.time.user.self" "7" "22" "75" "LASSO" 0.445500000000029
"cv.time.sys.self" "7" "22" "75" "LASSO" 0.000299999999999976
"cv.time.elapsed" "7" "22" "75" "LASSO" 0.444399999999914
"cv.time.user.child" "7" "22" "75" "LASSO" NA
"cv.time.sys.child" "7" "22" "75" "LASSO" NA
"n.cv.par" "7" "22" "75" "LASSO" 20
"lambda" "1" "23" "75" "LASSO" 0.304791458557757
"lambdar0" "1" "23" "75" "LASSO" 0.9
"kappa" "1" "23" "75" "LASSO" 0
"condnum" "1" "23" "75" "LASSO" 2.4129080523924
"EL" "1" "23" "75" "LASSO" 101.167865086717
"RMSE" "1" "23" "75" "LASSO" 0.00404425145356036
"F1" "1" "23" "75" "LASSO" 0.0784313725490196
"eTPR" "1" "23" "75" "LASSO" 0.0408163265306122
"eTNR" "1" "23" "75" "LASSO" 1
"ePPV" "1" "23" "75" "LASSO" 1
"d" "1" "23" "75" "LASSO" 0.00163265306122449
"iters" "1" "23" "75" "LASSO" 3
"time.user.self" "1" "23" "75" "LASSO" 0.0500000000001819
"time.sys.self" "1" "23" "75" "LASSO" 0
"time.elapsed" "1" "23" "75" "LASSO" 0.0300000000002001
"time.user.child" "1" "23" "75" "LASSO" NA
"time.sys.child" "1" "23" "75" "LASSO" NA
"cv.iters" "1" "23" "75" "LASSO" NA
"cv.time.user.self" "1" "23" "75" "LASSO" 0.725300000000006
"cv.time.sys.self" "1" "23" "75" "LASSO" 0.000999999999999979
"cv.time.elapsed" "1" "23" "75" "LASSO" 0.729399999999987
"cv.time.user.child" "1" "23" "75" "LASSO" NA
"cv.time.sys.child" "1" "23" "75" "LASSO" NA
"n.cv.par" "1" "23" "75" "LASSO" 20
"lambda" "7" "23" "75" "LASSO" 0.0684047923669728
"lambdar0" "7" "23" "75" "LASSO" 0.95
"kappa" "7" "23" "75" "LASSO" 0
"condnum" "7" "23" "75" "LASSO" 2.0291938401396
"EL" "7" "23" "75" "LASSO" 37.2632171671547
"RMSE" "7" "23" "75" "LASSO" 0.0105807145315872
"F1" "7" "23" "75" "LASSO" 0.00619195046439628
"eTPR" "7" "23" "75" "LASSO" 0.0031055900621118
"eTNR" "7" "23" "75" "LASSO" 1
"ePPV" "7" "23" "75" "LASSO" 1
"d" "7" "23" "75" "LASSO" 0.000816326530612245
"iters" "7" "23" "75" "LASSO" 3
"time.user.self" "7" "23" "75" "LASSO" 0.0300000000006548
"time.sys.self" "7" "23" "75" "LASSO" 0
"time.elapsed" "7" "23" "75" "LASSO" 0.0100000000002183
"time.user.child" "7" "23" "75" "LASSO" NA
"time.sys.child" "7" "23" "75" "LASSO" NA
"cv.iters" "7" "23" "75" "LASSO" NA
"cv.time.user.self" "7" "23" "75" "LASSO" 0.490599999999977
"cv.time.sys.self" "7" "23" "75" "LASSO" 0.000700000000000074
"cv.time.elapsed" "7" "23" "75" "LASSO" 0.491899999999987
"cv.time.user.child" "7" "23" "75" "LASSO" NA
"cv.time.sys.child" "7" "23" "75" "LASSO" NA
"n.cv.par" "7" "23" "75" "LASSO" 20
"lambda" "1" "24" "75" "LASSO" 0.278169135698637
"lambdar0" "1" "24" "75" "LASSO" 0.95
"kappa" "1" "24" "75" "LASSO" 0
"condnum" "1" "24" "75" "LASSO" 23.1838279783418
"EL" "1" "24" "75" "LASSO" 80.2562514814318
"RMSE" "1" "24" "75" "LASSO" 0.00376612726412102
"F1" "1" "24" "75" "LASSO" 0.373333333333333
"eTPR" "1" "24" "75" "LASSO" 0.285714285714286
"eTNR" "1" "24" "75" "LASSO" 0.989795918367347
"ePPV" "1" "24" "75" "LASSO" 0.538461538461538
"d" "1" "24" "75" "LASSO" 0.0212244897959184
"iters" "1" "24" "75" "LASSO" 26
"time.user.self" "1" "24" "75" "LASSO" 0.25
"time.sys.self" "1" "24" "75" "LASSO" 0
"time.elapsed" "1" "24" "75" "LASSO" 0.259999999999764
"time.user.child" "1" "24" "75" "LASSO" NA
"time.sys.child" "1" "24" "75" "LASSO" NA
"cv.iters" "1" "24" "75" "LASSO" NA
"cv.time.user.self" "1" "24" "75" "LASSO" 0.646099999999969
"cv.time.sys.self" "1" "24" "75" "LASSO" 0.000500000000000007
"cv.time.elapsed" "1" "24" "75" "LASSO" 0.646600000000012
"cv.time.user.child" "1" "24" "75" "LASSO" NA
"cv.time.sys.child" "1" "24" "75" "LASSO" NA
"n.cv.par" "1" "24" "75" "LASSO" 20
"lambda" "7" "24" "75" "LASSO" 0.0648192584252273
"lambdar0" "7" "24" "75" "LASSO" 0.95
"kappa" "7" "24" "75" "LASSO" 0
"condnum" "7" "24" "75" "LASSO" 2.33962805597712
"EL" "7" "24" "75" "LASSO" 40.8812090160183
"RMSE" "7" "24" "75" "LASSO" 0.0106872548316941
"F1" "7" "24" "75" "LASSO" 0.0123456790123457
"eTPR" "7" "24" "75" "LASSO" 0.0062111801242236
"eTNR" "7" "24" "75" "LASSO" 1
"ePPV" "7" "24" "75" "LASSO" 1
"d" "7" "24" "75" "LASSO" 0.00163265306122449
"iters" "7" "24" "75" "LASSO" 3
"time.user.self" "7" "24" "75" "LASSO" 0.0199999999986176
"time.sys.self" "7" "24" "75" "LASSO" 0
"time.elapsed" "7" "24" "75" "LASSO" 0.0300000000006548
"time.user.child" "7" "24" "75" "LASSO" NA
"time.sys.child" "7" "24" "75" "LASSO" NA
"cv.iters" "7" "24" "75" "LASSO" NA
"cv.time.user.self" "7" "24" "75" "LASSO" 0.56560000000005
"cv.time.sys.self" "7" "24" "75" "LASSO" 0.00019999999999996
"cv.time.elapsed" "7" "24" "75" "LASSO" 0.566700000000055
"cv.time.user.child" "7" "24" "75" "LASSO" NA
"cv.time.sys.child" "7" "24" "75" "LASSO" NA
"n.cv.par" "7" "24" "75" "LASSO" 20
"lambda" "1" "25" "75" "LASSO" 0.30154702529154
"lambdar0" "1" "25" "75" "LASSO" 0.9
"kappa" "1" "25" "75" "LASSO" 0
"condnum" "1" "25" "75" "LASSO" 28.0397862695711
"EL" "1" "25" "75" "LASSO" 76.9914506294853
"RMSE" "1" "25" "75" "LASSO" 0.00389732608832078
"F1" "1" "25" "75" "LASSO" 0.395061728395062
"eTPR" "1" "25" "75" "LASSO" 0.326530612244898
"eTNR" "1" "25" "75" "LASSO" 0.986394557823129
"ePPV" "1" "25" "75" "LASSO" 0.5
"d" "1" "25" "75" "LASSO" 0.0261224489795918
"iters" "1" "25" "75" "LASSO" 17
"time.user.self" "1" "25" "75" "LASSO" 0.139999999999873
"time.sys.self" "1" "25" "75" "LASSO" 0
"time.elapsed" "1" "25" "75" "LASSO" 0.149999999999636
"time.user.child" "1" "25" "75" "LASSO" NA
"time.sys.child" "1" "25" "75" "LASSO" NA
"cv.iters" "1" "25" "75" "LASSO" NA
"cv.time.user.self" "1" "25" "75" "LASSO" 0.586500000000033
"cv.time.sys.self" "1" "25" "75" "LASSO" 0.000600000000000005
"cv.time.elapsed" "1" "25" "75" "LASSO" 0.586600000000017
"cv.time.user.child" "1" "25" "75" "LASSO" NA
"cv.time.sys.child" "1" "25" "75" "LASSO" NA
"n.cv.par" "1" "25" "75" "LASSO" 20
"lambda" "7" "25" "75" "LASSO" 0.0693637106093259
"lambdar0" "7" "25" "75" "LASSO" 0.8
"kappa" "7" "25" "75" "LASSO" 0
"condnum" "7" "25" "75" "LASSO" 2.60450999751884
"EL" "7" "25" "75" "LASSO" 39.1086076098987
"RMSE" "7" "25" "75" "LASSO" 0.0106375532179289
"F1" "7" "25" "75" "LASSO" 0.0184615384615385
"eTPR" "7" "25" "75" "LASSO" 0.0093167701863354
"eTNR" "7" "25" "75" "LASSO" 1
"ePPV" "7" "25" "75" "LASSO" 1
"d" "7" "25" "75" "LASSO" 0.00244897959183673
"iters" "7" "25" "75" "LASSO" 5
"time.user.self" "7" "25" "75" "LASSO" 0.0499999999992724
"time.sys.self" "7" "25" "75" "LASSO" 0
"time.elapsed" "7" "25" "75" "LASSO" 0.0299999999988358
"time.user.child" "7" "25" "75" "LASSO" NA
"time.sys.child" "7" "25" "75" "LASSO" NA
"cv.iters" "7" "25" "75" "LASSO" NA
"cv.time.user.self" "7" "25" "75" "LASSO" 0.43919999999991
"cv.time.sys.self" "7" "25" "75" "LASSO" 9.99999999999801e-05
"cv.time.elapsed" "7" "25" "75" "LASSO" 0.439700000000012
"cv.time.user.child" "7" "25" "75" "LASSO" NA
"cv.time.sys.child" "7" "25" "75" "LASSO" NA
"n.cv.par" "7" "25" "75" "LASSO" 20
"lambda" "1" "26" "75" "LASSO" 0.326601288708175
"lambdar0" "1" "26" "75" "LASSO" 0.95
"kappa" "1" "26" "75" "LASSO" 0
"condnum" "1" "26" "75" "LASSO" 2.00663049831544
"EL" "1" "26" "75" "LASSO" 100.618007978691
"RMSE" "1" "26" "75" "LASSO" 0.00407000694831755
"F1" "1" "26" "75" "LASSO" 0.04
"eTPR" "1" "26" "75" "LASSO" 0.0204081632653061
"eTNR" "1" "26" "75" "LASSO" 1
"ePPV" "1" "26" "75" "LASSO" 1
"d" "1" "26" "75" "LASSO" 0.000816326530612245
"iters" "1" "26" "75" "LASSO" 1
"time.user.self" "1" "26" "75" "LASSO" 0.0200000000004366
"time.sys.self" "1" "26" "75" "LASSO" 0
"time.elapsed" "1" "26" "75" "LASSO" 0
"time.user.child" "1" "26" "75" "LASSO" NA
"time.sys.child" "1" "26" "75" "LASSO" NA
"cv.iters" "1" "26" "75" "LASSO" NA
"cv.time.user.self" "1" "26" "75" "LASSO" 0.514699999999948
"cv.time.sys.self" "1" "26" "75" "LASSO" 0.000700000000000003
"cv.time.elapsed" "1" "26" "75" "LASSO" 0.514299999999948
"cv.time.user.child" "1" "26" "75" "LASSO" NA
"cv.time.sys.child" "1" "26" "75" "LASSO" NA
"n.cv.par" "1" "26" "75" "LASSO" 20
"lambda" "7" "26" "75" "LASSO" 0.0715461739095705
"lambdar0" "7" "26" "75" "LASSO" 0.95
"kappa" "7" "26" "75" "LASSO" 0
"condnum" "7" "26" "75" "LASSO" 1.79407700338082
"EL" "7" "26" "75" "LASSO" 38.5222776766171
"RMSE" "7" "26" "75" "LASSO" 0.0104750995741074
"F1" "7" "26" "75" "LASSO" 0.00619195046439628
"eTPR" "7" "26" "75" "LASSO" 0.0031055900621118
"eTNR" "7" "26" "75" "LASSO" 1
"ePPV" "7" "26" "75" "LASSO" 1
"d" "7" "26" "75" "LASSO" 0.000816326530612245
"iters" "7" "26" "75" "LASSO" 4
"time.user.self" "7" "26" "75" "LASSO" 0.0299999999988358
"time.sys.self" "7" "26" "75" "LASSO" 0
"time.elapsed" "7" "26" "75" "LASSO" 0.0299999999988358
"time.user.child" "7" "26" "75" "LASSO" NA
"time.sys.child" "7" "26" "75" "LASSO" NA
"cv.iters" "7" "26" "75" "LASSO" NA
"cv.time.user.self" "7" "26" "75" "LASSO" 0.397599999999984
"cv.time.sys.self" "7" "26" "75" "LASSO" 0.000200000000000031
"cv.time.elapsed" "7" "26" "75" "LASSO" 0.399400000000169
"cv.time.user.child" "7" "26" "75" "LASSO" NA
"cv.time.sys.child" "7" "26" "75" "LASSO" NA
"n.cv.par" "7" "26" "75" "LASSO" 20
"lambda" "1" "27" "75" "LASSO" 0.310807322717558
"lambdar0" "1" "27" "75" "LASSO" 0.95
"kappa" "1" "27" "75" "LASSO" 0
"condnum" "1" "27" "75" "LASSO" 5.7776943577302
"EL" "1" "27" "75" "LASSO" 96.389229654788
"RMSE" "1" "27" "75" "LASSO" 0.00400109886844404
"F1" "1" "27" "75" "LASSO" 0.185185185185185
"eTPR" "1" "27" "75" "LASSO" 0.102040816326531
"eTNR" "1" "27" "75" "LASSO" 1
"ePPV" "1" "27" "75" "LASSO" 1
"d" "1" "27" "75" "LASSO" 0.00408163265306122
"iters" "1" "27" "75" "LASSO" 9
"time.user.self" "1" "27" "75" "LASSO" 0.0799999999999272
"time.sys.self" "1" "27" "75" "LASSO" 0
"time.elapsed" "1" "27" "75" "LASSO" 0.0799999999999272
"time.user.child" "1" "27" "75" "LASSO" NA
"time.sys.child" "1" "27" "75" "LASSO" NA
"cv.iters" "1" "27" "75" "LASSO" NA
"cv.time.user.self" "1" "27" "75" "LASSO" 0.531599999999989
"cv.time.sys.self" "1" "27" "75" "LASSO" 0.000700000000000003
"cv.time.elapsed" "1" "27" "75" "LASSO" 0.531699999999964
"cv.time.user.child" "1" "27" "75" "LASSO" NA
"cv.time.sys.child" "1" "27" "75" "LASSO" NA
"n.cv.par" "1" "27" "75" "LASSO" 20
"lambda" "7" "27" "75" "LASSO" 0.0709173738593498
"lambdar0" "7" "27" "75" "LASSO" 0.95
"kappa" "7" "27" "75" "LASSO" 0
"condnum" "7" "27" "75" "LASSO" 1.95661692413944
"EL" "7" "27" "75" "LASSO" 37.6245786050607
"RMSE" "7" "27" "75" "LASSO" 0.0106258680508091
"F1" "7" "27" "75" "LASSO" 0.00619195046439628
"eTPR" "7" "27" "75" "LASSO" 0.0031055900621118
"eTNR" "7" "27" "75" "LASSO" 1
"ePPV" "7" "27" "75" "LASSO" 1
"d" "7" "27" "75" "LASSO" 0.000816326530612245
"iters" "7" "27" "75" "LASSO" 3
"time.user.self" "7" "27" "75" "LASSO" 0.0100000000020373
"time.sys.self" "7" "27" "75" "LASSO" 0
"time.elapsed" "7" "27" "75" "LASSO" 0.0299999999988358
"time.user.child" "7" "27" "75" "LASSO" NA
"time.sys.child" "7" "27" "75" "LASSO" NA
"cv.iters" "7" "27" "75" "LASSO" NA
"cv.time.user.self" "7" "27" "75" "LASSO" 0.67780000000017
"cv.time.sys.self" "7" "27" "75" "LASSO" 0.000699999999999932
"cv.time.elapsed" "7" "27" "75" "LASSO" 0.677599999999911
"cv.time.user.child" "7" "27" "75" "LASSO" NA
"cv.time.sys.child" "7" "27" "75" "LASSO" NA
"n.cv.par" "7" "27" "75" "LASSO" 20
"lambda" "1" "28" "75" "LASSO" 0.320401414351562
"lambdar0" "1" "28" "75" "LASSO" 0.95
"kappa" "1" "28" "75" "LASSO" 0
"condnum" "1" "28" "75" "LASSO" 6.54866809614373
"EL" "1" "28" "75" "LASSO" 86.0283457977426
"RMSE" "1" "28" "75" "LASSO" 0.00398941669819427
"F1" "1" "28" "75" "LASSO" 0.280701754385965
"eTPR" "1" "28" "75" "LASSO" 0.163265306122449
"eTNR" "1" "28" "75" "LASSO" 1
"ePPV" "1" "28" "75" "LASSO" 1
"d" "1" "28" "75" "LASSO" 0.00653061224489796
"iters" "1" "28" "75" "LASSO" 11
"time.user.self" "1" "28" "75" "LASSO" 0.0900000000001455
"time.sys.self" "1" "28" "75" "LASSO" 0
"time.elapsed" "1" "28" "75" "LASSO" 0.110000000000582
"time.user.child" "1" "28" "75" "LASSO" NA
"time.sys.child" "1" "28" "75" "LASSO" NA
"cv.iters" "1" "28" "75" "LASSO" NA
"cv.time.user.self" "1" "28" "75" "LASSO" 0.583700000000035
"cv.time.sys.self" "1" "28" "75" "LASSO" 0.000700000000000003
"cv.time.elapsed" "1" "28" "75" "LASSO" 0.583599999999997
"cv.time.user.child" "1" "28" "75" "LASSO" NA
"cv.time.sys.child" "1" "28" "75" "LASSO" NA
"n.cv.par" "1" "28" "75" "LASSO" 20
"lambda" "7" "28" "75" "LASSO" 0.0666408219249443
"lambdar0" "7" "28" "75" "LASSO" 0.95
"kappa" "7" "28" "75" "LASSO" 0
"condnum" "7" "28" "75" "LASSO" 1.94984951461704
"EL" "7" "28" "75" "LASSO" 38.0488129959495
"RMSE" "7" "28" "75" "LASSO" 0.0105152351360257
"F1" "7" "28" "75" "LASSO" 0.00619195046439628
"eTPR" "7" "28" "75" "LASSO" 0.0031055900621118
"eTNR" "7" "28" "75" "LASSO" 1
"ePPV" "7" "28" "75" "LASSO" 1
"d" "7" "28" "75" "LASSO" 0.000816326530612245
"iters" "7" "28" "75" "LASSO" 3
"time.user.self" "7" "28" "75" "LASSO" 0.0299999999988358
"time.sys.self" "7" "28" "75" "LASSO" 0
"time.elapsed" "7" "28" "75" "LASSO" 0.0299999999988358
"time.user.child" "7" "28" "75" "LASSO" NA
"time.sys.child" "7" "28" "75" "LASSO" NA
"cv.iters" "7" "28" "75" "LASSO" NA
"cv.time.user.self" "7" "28" "75" "LASSO" 0.539900000000489
"cv.time.sys.self" "7" "28" "75" "LASSO" 0.00029999999999994
"cv.time.elapsed" "7" "28" "75" "LASSO" 0.540300000000207
"cv.time.user.child" "7" "28" "75" "LASSO" NA
"cv.time.sys.child" "7" "28" "75" "LASSO" NA
"n.cv.par" "7" "28" "75" "LASSO" 20
"lambda" "1" "29" "75" "LASSO" 0.287297546320257
"lambdar0" "1" "29" "75" "LASSO" 0.9
"kappa" "1" "29" "75" "LASSO" 0
"condnum" "1" "29" "75" "LASSO" 2.86423679825531
"EL" "1" "29" "75" "LASSO" 101.766408719607
"RMSE" "1" "29" "75" "LASSO" 0.00408205568575408
"F1" "1" "29" "75" "LASSO" 0.115384615384615
"eTPR" "1" "29" "75" "LASSO" 0.0612244897959184
"eTNR" "1" "29" "75" "LASSO" 1
"ePPV" "1" "29" "75" "LASSO" 1
"d" "1" "29" "75" "LASSO" 0.00244897959183673
"iters" "1" "29" "75" "LASSO" 4
"time.user.self" "1" "29" "75" "LASSO" 0.0500000000001819
"time.sys.self" "1" "29" "75" "LASSO" 0
"time.elapsed" "1" "29" "75" "LASSO" 0.0299999999997453
"time.user.child" "1" "29" "75" "LASSO" NA
"time.sys.child" "1" "29" "75" "LASSO" NA
"cv.iters" "1" "29" "75" "LASSO" NA
"cv.time.user.self" "1" "29" "75" "LASSO" 0.413599999999979
"cv.time.sys.self" "1" "29" "75" "LASSO" 0.000799999999999983
"cv.time.elapsed" "1" "29" "75" "LASSO" 0.415600000000022
"cv.time.user.child" "1" "29" "75" "LASSO" NA
"cv.time.sys.child" "1" "29" "75" "LASSO" NA
"n.cv.par" "1" "29" "75" "LASSO" 20
"lambda" "7" "29" "75" "LASSO" 0.066961464933722
"lambdar0" "7" "29" "75" "LASSO" 0.95
"kappa" "7" "29" "75" "LASSO" 0
"condnum" "7" "29" "75" "LASSO" 1.98606051394151
"EL" "7" "29" "75" "LASSO" 39.2704851065734
"RMSE" "7" "29" "75" "LASSO" 0.0105269263373712
"F1" "7" "29" "75" "LASSO" 0.00619195046439628
"eTPR" "7" "29" "75" "LASSO" 0.0031055900621118
"eTNR" "7" "29" "75" "LASSO" 1
"ePPV" "7" "29" "75" "LASSO" 1
"d" "7" "29" "75" "LASSO" 0.000816326530612245
"iters" "7" "29" "75" "LASSO" 3
"time.user.self" "7" "29" "75" "LASSO" 0.0300000000024738
"time.sys.self" "7" "29" "75" "LASSO" 0
"time.elapsed" "7" "29" "75" "LASSO" 0.00999999999839929
"time.user.child" "7" "29" "75" "LASSO" NA
"time.sys.child" "7" "29" "75" "LASSO" NA
"cv.iters" "7" "29" "75" "LASSO" NA
"cv.time.user.self" "7" "29" "75" "LASSO" 0.45469999999983
"cv.time.sys.self" "7" "29" "75" "LASSO" 0.00109999999999999
"cv.time.elapsed" "7" "29" "75" "LASSO" 0.453600000000224
"cv.time.user.child" "7" "29" "75" "LASSO" NA
"cv.time.sys.child" "7" "29" "75" "LASSO" NA
"n.cv.par" "7" "29" "75" "LASSO" 20
"lambda" "1" "30" "75" "LASSO" 0.325455208157784
"lambdar0" "1" "30" "75" "LASSO" 0.9
"kappa" "1" "30" "75" "LASSO" 0
"condnum" "1" "30" "75" "LASSO" 3.08396003921396
"EL" "1" "30" "75" "LASSO" 99.1604590469521
"RMSE" "1" "30" "75" "LASSO" 0.00406360442852352
"F1" "1" "30" "75" "LASSO" 0.115384615384615
"eTPR" "1" "30" "75" "LASSO" 0.0612244897959184
"eTNR" "1" "30" "75" "LASSO" 1
"ePPV" "1" "30" "75" "LASSO" 1
"d" "1" "30" "75" "LASSO" 0.00244897959183673
"iters" "1" "30" "75" "LASSO" 4
"time.user.self" "1" "30" "75" "LASSO" 0.0399999999990541
"time.sys.self" "1" "30" "75" "LASSO" 0
"time.elapsed" "1" "30" "75" "LASSO" 0.0499999999992724
"time.user.child" "1" "30" "75" "LASSO" NA
"time.sys.child" "1" "30" "75" "LASSO" NA
"cv.iters" "1" "30" "75" "LASSO" NA
"cv.time.user.self" "1" "30" "75" "LASSO" 0.522799999999988
"cv.time.sys.self" "1" "30" "75" "LASSO" 0.000700000000000003
"cv.time.elapsed" "1" "30" "75" "LASSO" 0.522099999999973
"cv.time.user.child" "1" "30" "75" "LASSO" NA
"cv.time.sys.child" "1" "30" "75" "LASSO" NA
"n.cv.par" "1" "30" "75" "LASSO" 20
"lambda" "7" "30" "75" "LASSO" 0.0653966541611895
"lambdar0" "7" "30" "75" "LASSO" 0.95
"kappa" "7" "30" "75" "LASSO" 0
"condnum" "7" "30" "75" "LASSO" 2.17913377412957
"EL" "7" "30" "75" "LASSO" 38.7031410360201
"RMSE" "7" "30" "75" "LASSO" 0.0106783951795938
"F1" "7" "30" "75" "LASSO" 0.0123456790123457
"eTPR" "7" "30" "75" "LASSO" 0.0062111801242236
"eTNR" "7" "30" "75" "LASSO" 1
"ePPV" "7" "30" "75" "LASSO" 1
"d" "7" "30" "75" "LASSO" 0.00163265306122449
"iters" "7" "30" "75" "LASSO" 6
"time.user.self" "7" "30" "75" "LASSO" 0.0400000000008731
"time.sys.self" "7" "30" "75" "LASSO" 0
"time.elapsed" "7" "30" "75" "LASSO" 0.0400000000008731
"time.user.child" "7" "30" "75" "LASSO" NA
"time.sys.child" "7" "30" "75" "LASSO" NA
"cv.iters" "7" "30" "75" "LASSO" NA
"cv.time.user.self" "7" "30" "75" "LASSO" 0.484400000000278
"cv.time.sys.self" "7" "30" "75" "LASSO" 0.000600000000000094
"cv.time.elapsed" "7" "30" "75" "LASSO" 0.483900000000431
"cv.time.user.child" "7" "30" "75" "LASSO" NA
"cv.time.sys.child" "7" "30" "75" "LASSO" NA
"n.cv.par" "7" "30" "75" "LASSO" 20
"lambda" "1" "21" "100" "LASSO" 0.26990492792225
"lambdar0" "1" "21" "100" "LASSO" 0.9
"kappa" "1" "21" "100" "LASSO" 0
"condnum" "1" "21" "100" "LASSO" 16.7035910543191
"EL" "1" "21" "100" "LASSO" 72.4115157422267
"RMSE" "1" "21" "100" "LASSO" 0.00366686063037529
"F1" "1" "21" "100" "LASSO" 0.435897435897436
"eTPR" "1" "21" "100" "LASSO" 0.346938775510204
"eTNR" "1" "21" "100" "LASSO" 0.989795918367347
"ePPV" "1" "21" "100" "LASSO" 0.586206896551724
"d" "1" "21" "100" "LASSO" 0.0236734693877551
"iters" "1" "21" "100" "LASSO" 29
"time.user.self" "1" "21" "100" "LASSO" 0.269999999999982
"time.sys.self" "1" "21" "100" "LASSO" 0
"time.elapsed" "1" "21" "100" "LASSO" 0.260000000000105
