"metric" "n_bands" "simulation" "n" "method" "value"
"RMSE" "C" "O" "B" "MLE" 0.01503883372636
"kappa" "A" "P" "B" "MLE" 0
"condnum" "A" "P" "B" "MLE" 77.6116316451205
"EL" "A" "P" "B" "MLE" 1.58240586945529
"RMSE" "A" "P" "B" "MLE" 0.00126146337793133
"kappa" "B" "P" "B" "MLE" 0
"condnum" "B" "P" "B" "MLE" 124.491195964702
"EL" "B" "P" "B" "MLE" 6.08949622285406
"RMSE" "B" "P" "B" "MLE" 0.00768210941375044
"kappa" "C" "P" "B" "MLE" 0
"condnum" "C" "P" "B" "MLE" 362.509523472841
"EL" "C" "P" "B" "MLE" 14.7399189972199
"RMSE" "C" "P" "B" "MLE" 0.0158731413994487
"kappa" "A" "Q" "B" "MLE" 0
"condnum" "A" "Q" "B" "MLE" 73.9454991599822
"EL" "A" "Q" "B" "MLE" 1.45619337215144
"RMSE" "A" "Q" "B" "MLE" 0.00122374564375063
"kappa" "B" "Q" "B" "MLE" 0
"condnum" "B" "Q" "B" "MLE" 123.705384514421
"EL" "B" "Q" "B" "MLE" 7.58596045455624
"RMSE" "B" "Q" "B" "MLE" 0.00900524816859767
"kappa" "C" "Q" "B" "MLE" 0
"condnum" "C" "Q" "B" "MLE" 342.213517491355
"EL" "C" "Q" "B" "MLE" 15.4913155486842
"RMSE" "C" "Q" "B" "MLE" 0.0163039823203733
"kappa" "A" "R" "B" "MLE" 0
"condnum" "A" "R" "B" "MLE" 84.0257486936893
"EL" "A" "R" "B" "MLE" 1.77961968394041
"RMSE" "A" "R" "B" "MLE" 0.0013731599421238
"kappa" "B" "R" "B" "MLE" 0
"condnum" "B" "R" "B" "MLE" 112.847424459132
"EL" "B" "R" "B" "MLE" 6.28416955740798
"RMSE" "B" "R" "B" "MLE" 0.00909300658587526
"kappa" "C" "R" "B" "MLE" 0
"condnum" "C" "R" "B" "MLE" 291.216710233907
"EL" "C" "R" "B" "MLE" 13.4484069180548
"RMSE" "C" "R" "B" "MLE" 0.0153207729396104
"kappa" "A" "S" "B" "MLE" 0
"condnum" "A" "S" "B" "MLE" 69.0696330748369
"EL" "A" "S" "B" "MLE" 1.38970025782858
"RMSE" "A" "S" "B" "MLE" 0.00109500609865456
"kappa" "B" "S" "B" "MLE" 0
"condnum" "B" "S" "B" "MLE" 115.954367337512
"EL" "B" "S" "B" "MLE" 6.80964880644447
"RMSE" "B" "S" "B" "MLE" 0.00863291473304687
"kappa" "C" "S" "B" "MLE" 0
"condnum" "C" "S" "B" "MLE" 341.35570904764
"EL" "C" "S" "B" "MLE" 13.6158750560559
"RMSE" "C" "S" "B" "MLE" 0.0159073670051876
"kappa" "A" "T" "B" "MLE" 0
"condnum" "A" "T" "B" "MLE" 75.101433456636
"EL" "A" "T" "B" "MLE" 1.51694582826362
"RMSE" "A" "T" "B" "MLE" 0.00120078116493063
"kappa" "B" "T" "B" "MLE" 0
"condnum" "B" "T" "B" "MLE" 177.847615303606
"EL" "B" "T" "B" "MLE" 7.15512605406975
"RMSE" "B" "T" "B" "MLE" 0.00828135545744925
"kappa" "C" "T" "B" "MLE" 0
"condnum" "C" "T" "B" "MLE" 243.864219202273
"EL" "C" "T" "B" "MLE" 13.893179337344
"RMSE" "C" "T" "B" "MLE" 0.0162065966522884
"kappa" "A" "U" "B" "MLE" 0
"condnum" "A" "U" "B" "MLE" 80.421004303087
"EL" "A" "U" "B" "MLE" 1.61813880263976
"RMSE" "A" "U" "B" "MLE" 0.00113634382297861
"kappa" "B" "U" "B" "MLE" 0
"condnum" "B" "U" "B" "MLE" 148.8022710521
"EL" "B" "U" "B" "MLE" 6.39504338113979
"RMSE" "B" "U" "B" "MLE" 0.00847566184616018
"kappa" "C" "U" "B" "MLE" 0
"condnum" "C" "U" "B" "MLE" 451.434281836764
"EL" "C" "U" "B" "MLE" 15.0917813074087
"RMSE" "C" "U" "B" "MLE" 0.0149247704836461
"kappa" "A" "V" "B" "MLE" 0
"condnum" "A" "V" "B" "MLE" 94.0518785152072
"EL" "A" "V" "B" "MLE" 1.52436992009845
"RMSE" "A" "V" "B" "MLE" 0.00106567094576372
"kappa" "B" "V" "B" "MLE" 0
"condnum" "B" "V" "B" "MLE" 101.295351783064
"EL" "B" "V" "B" "MLE" 6.90474699837892
"RMSE" "B" "V" "B" "MLE" 0.00861349823787247
"kappa" "C" "V" "B" "MLE" 0
"condnum" "C" "V" "B" "MLE" 454.269229683838
"EL" "C" "V" "B" "MLE" 14.6618232482245
"RMSE" "C" "V" "B" "MLE" 0.0159834642004536
"kappa" "A" "W" "B" "MLE" 0
"condnum" "A" "W" "B" "MLE" 75.0016930184176
"EL" "A" "W" "B" "MLE" 1.23092186640272
"RMSE" "A" "W" "B" "MLE" 0.00104287013496569
"kappa" "B" "W" "B" "MLE" 0
"condnum" "B" "W" "B" "MLE" 130.294482575564
"EL" "B" "W" "B" "MLE" 6.55790235734263
"RMSE" "B" "W" "B" "MLE" 0.0080521881702145
"kappa" "C" "W" "B" "MLE" 0
"condnum" "C" "W" "B" "MLE" 192.275439531612
"EL" "C" "W" "B" "MLE" 13.7260560900777
"RMSE" "C" "W" "B" "MLE" 0.0159351167626815
"kappa" "A" "X" "B" "MLE" 0
"condnum" "A" "X" "B" "MLE" 73.8247114896162
"EL" "A" "X" "B" "MLE" 1.34362278646842
"RMSE" "A" "X" "B" "MLE" 0.00101131676406556
"kappa" "B" "X" "B" "MLE" 0
"condnum" "B" "X" "B" "MLE" 176.461100606423
"EL" "B" "X" "B" "MLE" 6.87096742757621
"RMSE" "B" "X" "B" "MLE" 0.00896342075378013
"kappa" "C" "X" "B" "MLE" 0
"condnum" "C" "X" "B" "MLE" 258.674902064841
"EL" "C" "X" "B" "MLE" 13.4334910883338
"RMSE" "C" "X" "B" "MLE" 0.015577386589005
"kappa" "A" "Y" "B" "MLE" 0
"condnum" "A" "Y" "B" "MLE" 94.4084049532066
"EL" "A" "Y" "B" "MLE" 2.0213538515504
"RMSE" "A" "Y" "B" "MLE" 0.00132254714771527
"kappa" "B" "Y" "B" "MLE" 0
"condnum" "B" "Y" "B" "MLE" 146.151883609235
"EL" "B" "Y" "B" "MLE" 7.54964413993516
"RMSE" "B" "Y" "B" "MLE" 0.00990888092064426
"kappa" "C" "Y" "B" "MLE" 0
"condnum" "C" "Y" "B" "MLE" 325.847473560045
"EL" "C" "Y" "B" "MLE" 14.1170134622563
"RMSE" "C" "Y" "B" "MLE" 0.0150903494296404
"kappa" "A" "Z" "B" "MLE" 0
"condnum" "A" "Z" "B" "MLE" 69.0365743400115
"EL" "A" "Z" "B" "MLE" 1.43312355690804
"RMSE" "A" "Z" "B" "MLE" 0.00109106368599534
"kappa" "B" "Z" "B" "MLE" 0
"condnum" "B" "Z" "B" "MLE" 109.586111749242
"EL" "B" "Z" "B" "MLE" 5.77182017071635
"RMSE" "B" "Z" "B" "MLE" 0.00814766608804143
"kappa" "C" "Z" "B" "MLE" 0
"condnum" "C" "Z" "B" "MLE" 269.163229136203
"EL" "C" "Z" "B" "MLE" 14.9905590061515
"RMSE" "C" "Z" "B" "MLE" 0.0162316921925985
"kappa" "A" "A1" "B" "MLE" 0
"condnum" "A" "A1" "B" "MLE" 79.4738781515206
"EL" "A" "A1" "B" "MLE" 1.56769201721043
"RMSE" "A" "A1" "B" "MLE" 0.00121693597119038
"kappa" "B" "A1" "B" "MLE" 0
"condnum" "B" "A1" "B" "MLE" 136.447981585637
"EL" "B" "A1" "B" "MLE" 7.00462085152232
"RMSE" "B" "A1" "B" "MLE" 0.00888194830463834
"kappa" "C" "A1" "B" "MLE" 0
"condnum" "C" "A1" "B" "MLE" 412.577009289103
"EL" "C" "A1" "B" "MLE" 15.3045111220308
"RMSE" "C" "A1" "B" "MLE" 0.0159256983577011
"kappa" "A" "B1" "B" "MLE" 0
"condnum" "A" "B1" "B" "MLE" 71.0223992548984
"EL" "A" "B1" "B" "MLE" 1.44315153863392
"RMSE" "A" "B1" "B" "MLE" 0.00116550003226577
"kappa" "B" "B1" "B" "MLE" 0
"condnum" "B" "B1" "B" "MLE" 74.6212677062343
"EL" "B" "B1" "B" "MLE" 6.30274705136168
"RMSE" "B" "B1" "B" "MLE" 0.00848589636529775
"kappa" "C" "B1" "B" "MLE" 0
"condnum" "C" "B1" "B" "MLE" 312.334747224848
"EL" "C" "B1" "B" "MLE" 15.412635810507
"RMSE" "C" "B1" "B" "MLE" 0.0163589571825307
"kappa" "A" "C1" "B" "MLE" 0
"condnum" "A" "C1" "B" "MLE" 72.3969167916862
"EL" "A" "C1" "B" "MLE" 1.65491437127341
"RMSE" "A" "C1" "B" "MLE" 0.00140572583809389
"kappa" "B" "C1" "B" "MLE" 0
"condnum" "B" "C1" "B" "MLE" 102.122010132306
"EL" "B" "C1" "B" "MLE" 6.08902023953049
"RMSE" "B" "C1" "B" "MLE" 0.008190554245272
"kappa" "C" "C1" "B" "MLE" 0
"condnum" "C" "C1" "B" "MLE" 331.642274977675
"EL" "C" "C1" "B" "MLE" 14.1342585135956
"RMSE" "C" "C1" "B" "MLE" 0.0155463918147481
"kappa" "A" "D1" "B" "MLE" 0
"condnum" "A" "D1" "B" "MLE" 77.436256139163
"EL" "A" "D1" "B" "MLE" 1.76722371844927
"RMSE" "A" "D1" "B" "MLE" 0.00129556436337655
"kappa" "B" "D1" "B" "MLE" 0
"condnum" "B" "D1" "B" "MLE" 145.36161781768
"EL" "B" "D1" "B" "MLE" 6.12408893482927
"RMSE" "B" "D1" "B" "MLE" 0.00827397929573989
"kappa" "C" "D1" "B" "MLE" 0
"condnum" "C" "D1" "B" "MLE" 229.277331831249
"EL" "C" "D1" "B" "MLE" 12.8350630361681
"RMSE" "C" "D1" "B" "MLE" 0.014858948132591
"kappa" "A" "A" "C" "MLE" 0
"condnum" "A" "A" "C" "MLE" 69.2866224301844
"EL" "A" "A" "C" "MLE" 1.08050096566337
"RMSE" "A" "A" "C" "MLE" 0.000926565350243371
"kappa" "B" "A" "C" "MLE" 0
"condnum" "B" "A" "C" "MLE" 84.1309450466674
"EL" "B" "A" "C" "MLE" 3.76051335848948
"RMSE" "B" "A" "C" "MLE" 0.0065817129939891
"kappa" "C" "A" "C" "MLE" 0
"condnum" "C" "A" "C" "MLE" 136.230786351638
"EL" "C" "A" "C" "MLE" 9.28355915825038
"RMSE" "C" "A" "C" "MLE" 0.012246576585702
"kappa" "A" "B" "C" "MLE" 0
"condnum" "A" "B" "C" "MLE" 59.0513858594843
"EL" "A" "B" "C" "MLE" 0.794930200051049
"RMSE" "A" "B" "C" "MLE" 0.00079902955835506
"kappa" "B" "B" "C" "MLE" 0
"condnum" "B" "B" "C" "MLE" 88.4459585803559
"EL" "B" "B" "C" "MLE" 4.43059333812631
"RMSE" "B" "B" "C" "MLE" 0.00685880500186783
"kappa" "C" "B" "C" "MLE" 0
"condnum" "C" "B" "C" "MLE" 195.127528548476
"EL" "C" "B" "C" "MLE" 9.24771227301463
"RMSE" "C" "B" "C" "MLE" 0.0132175538029418
"kappa" "A" "C" "C" "MLE" 0
"condnum" "A" "C" "C" "MLE" 86.897556076988
"EL" "A" "C" "C" "MLE" 1.29902099450686
"RMSE" "A" "C" "C" "MLE" 0.00111476343073565
"kappa" "B" "C" "C" "MLE" 0
"condnum" "B" "C" "C" "MLE" 102.889330078673
"EL" "B" "C" "C" "MLE" 4.03703573428974
"RMSE" "B" "C" "C" "MLE" 0.00685672148820626
"kappa" "C" "C" "C" "MLE" 0
"condnum" "C" "C" "C" "MLE" 217.590423759572
"EL" "C" "C" "C" "MLE" 8.63451818355378
"RMSE" "C" "C" "C" "MLE" 0.0120845392944489
"kappa" "A" "D" "C" "MLE" 0
"condnum" "A" "D" "C" "MLE" 71.8766283285846
"EL" "A" "D" "C" "MLE" 1.19938645974302
"RMSE" "A" "D" "C" "MLE" 0.00126637415387319
"kappa" "B" "D" "C" "MLE" 0
"condnum" "B" "D" "C" "MLE" 76.7662784698832
"EL" "B" "D" "C" "MLE" 4.77596914515296
"RMSE" "B" "D" "C" "MLE" 0.00750400399135836
"kappa" "C" "D" "C" "MLE" 0
"condnum" "C" "D" "C" "MLE" 183.467391983736
"EL" "C" "D" "C" "MLE" 9.39370102811782
"RMSE" "C" "D" "C" "MLE" 0.0122637499931504
"kappa" "A" "E" "C" "MLE" 0
"condnum" "A" "E" "C" "MLE" 62.2017661500702
"EL" "A" "E" "C" "MLE" 1.20356526578082
"RMSE" "A" "E" "C" "MLE" 0.000973129020311088
"kappa" "B" "E" "C" "MLE" 0
"condnum" "B" "E" "C" "MLE" 102.251738159163
"EL" "B" "E" "C" "MLE" 4.28467703804658
"RMSE" "B" "E" "C" "MLE" 0.00672892278215772
"kappa" "C" "E" "C" "MLE" 0
"condnum" "C" "E" "C" "MLE" 131.272467317084
"EL" "C" "E" "C" "MLE" 9.09099854815629
"RMSE" "C" "E" "C" "MLE" 0.0123792444281302
"kappa" "A" "F" "C" "MLE" 0
"condnum" "A" "F" "C" "MLE" 73.7486996663297
"EL" "A" "F" "C" "MLE" 1.20517053980292
"RMSE" "A" "F" "C" "MLE" 0.00105381486135981
"kappa" "B" "F" "C" "MLE" 0
"condnum" "B" "F" "C" "MLE" 90.4439126828982
"EL" "B" "F" "C" "MLE" 4.54905667943098
"RMSE" "B" "F" "C" "MLE" 0.00709767795979369
"kappa" "C" "F" "C" "MLE" 0
"condnum" "C" "F" "C" "MLE" 168.388345526384
"EL" "C" "F" "C" "MLE" 8.79606022818971
"RMSE" "C" "F" "C" "MLE" 0.0129765033387815
"kappa" "A" "G" "C" "MLE" 0
"condnum" "A" "G" "C" "MLE" 54.7632611886105
"EL" "A" "G" "C" "MLE" 0.979010204212095
"RMSE" "A" "G" "C" "MLE" 0.000948415957888503
"kappa" "B" "G" "C" "MLE" 0
"condnum" "B" "G" "C" "MLE" 116.394731130075
"EL" "B" "G" "C" "MLE" 4.68207672297568
"RMSE" "B" "G" "C" "MLE" 0.00718096770312739
"kappa" "C" "G" "C" "MLE" 0
"condnum" "C" "G" "C" "MLE" 115.361901826761
"EL" "C" "G" "C" "MLE" 8.4934924645004
"RMSE" "C" "G" "C" "MLE" 0.0117809300929931
"kappa" "A" "H" "C" "MLE" 0
"condnum" "A" "H" "C" "MLE" 84.4002407545246
"EL" "A" "H" "C" "MLE" 1.18415440246962
"RMSE" "A" "H" "C" "MLE" 0.00102570380023186
"kappa" "B" "H" "C" "MLE" 0
"condnum" "B" "H" "C" "MLE" 113.309094207107
"EL" "B" "H" "C" "MLE" 4.87659480050548
"RMSE" "B" "H" "C" "MLE" 0.00752985788077582
"kappa" "C" "H" "C" "MLE" 0
"condnum" "C" "H" "C" "MLE" 157.098148136216
"EL" "C" "H" "C" "MLE" 8.86045086982848
"RMSE" "C" "H" "C" "MLE" 0.0123066930254628
"kappa" "A" "I" "C" "MLE" 0
"condnum" "A" "I" "C" "MLE" 66.3757211674282
"EL" "A" "I" "C" "MLE" 0.970604820447882
"RMSE" "A" "I" "C" "MLE" 0.000854659010920532
"kappa" "B" "I" "C" "MLE" 0
"condnum" "B" "I" "C" "MLE" 81.9448127331281
"EL" "B" "I" "C" "MLE" 4.38206298867631
"RMSE" "B" "I" "C" "MLE" 0.00696597657941926
"kappa" "C" "I" "C" "MLE" 0
"condnum" "C" "I" "C" "MLE" 142.733190996139
"EL" "C" "I" "C" "MLE" 8.30921169164348
"RMSE" "C" "I" "C" "MLE" 0.0118153537451286
"kappa" "A" "J" "C" "MLE" 0
"condnum" "A" "J" "C" "MLE" 74.4579256771256
"EL" "A" "J" "C" "MLE" 1.10659986061704
"RMSE" "A" "J" "C" "MLE" 0.0011180624361302
"kappa" "B" "J" "C" "MLE" 0
"condnum" "B" "J" "C" "MLE" 79.1183555989894
"EL" "B" "J" "C" "MLE" 4.22287465096184
"RMSE" "B" "J" "C" "MLE" 0.00717478505791791
"kappa" "C" "J" "C" "MLE" 0
"condnum" "C" "J" "C" "MLE" 159.281294675067
"EL" "C" "J" "C" "MLE" 9.90899388279422
"RMSE" "C" "J" "C" "MLE" 0.0131155858827351
"kappa" "A" "K" "C" "MLE" 0
"condnum" "A" "K" "C" "MLE" 61.9583953440837
"EL" "A" "K" "C" "MLE" 0.87222093870021
"RMSE" "A" "K" "C" "MLE" 0.000892145578281458
"kappa" "B" "K" "C" "MLE" 0
"condnum" "B" "K" "C" "MLE" 92.0424851745427
"EL" "B" "K" "C" "MLE" 4.87314501291748
"RMSE" "B" "K" "C" "MLE" 0.00719014710617005
"kappa" "C" "K" "C" "MLE" 0
"condnum" "C" "K" "C" "MLE" 147.400925815323
"EL" "C" "K" "C" "MLE" 7.98408108173484
"RMSE" "C" "K" "C" "MLE" 0.0127040029057528
"kappa" "A" "L" "C" "MLE" 0
"condnum" "A" "L" "C" "MLE" 58.59088248407
"EL" "A" "L" "C" "MLE" 0.996107558414124
"RMSE" "A" "L" "C" "MLE" 0.0010377158080307
"kappa" "B" "L" "C" "MLE" 0
"condnum" "B" "L" "C" "MLE" 115.719287519654
"EL" "B" "L" "C" "MLE" 4.34560718817334
"RMSE" "B" "L" "C" "MLE" 0.00699766840692083
"kappa" "C" "L" "C" "MLE" 0
"condnum" "C" "L" "C" "MLE" 222.124005682928
"EL" "C" "L" "C" "MLE" 10.0346012053108
"RMSE" "C" "L" "C" "MLE" 0.0129912523476541
"kappa" "A" "M" "C" "MLE" 0
"condnum" "A" "M" "C" "MLE" 67.2148410607377
"EL" "A" "M" "C" "MLE" 0.983916880157949
"RMSE" "A" "M" "C" "MLE" 0.000796304469080091
"kappa" "B" "M" "C" "MLE" 0
"condnum" "B" "M" "C" "MLE" 88.3245508773779
"EL" "B" "M" "C" "MLE" 3.8322529849962
"RMSE" "B" "M" "C" "MLE" 0.00684886789343292
"kappa" "C" "M" "C" "MLE" 0
"condnum" "C" "M" "C" "MLE" 127.244890910277
"EL" "C" "M" "C" "MLE" 9.18535869372052
"RMSE" "C" "M" "C" "MLE" 0.0129814148435192
"kappa" "A" "N" "C" "MLE" 0
"condnum" "A" "N" "C" "MLE" 69.5527279723219
"EL" "A" "N" "C" "MLE" 1.03620558017997
"RMSE" "A" "N" "C" "MLE" 0.000953072232455384
"kappa" "B" "N" "C" "MLE" 0
"condnum" "B" "N" "C" "MLE" 92.9280566721184
"EL" "B" "N" "C" "MLE" 4.31702638483553
"RMSE" "B" "N" "C" "MLE" 0.0069962843202466
"kappa" "C" "N" "C" "MLE" 0
"condnum" "C" "N" "C" "MLE" 125.012810373819
"EL" "C" "N" "C" "MLE" 9.39476676333705
"RMSE" "C" "N" "C" "MLE" 0.0128517456015865
"kappa" "A" "O" "C" "MLE" 0
"condnum" "A" "O" "C" "MLE" 71.1238387101148
"EL" "A" "O" "C" "MLE" 1.24269883688917
"RMSE" "A" "O" "C" "MLE" 0.000977450600339649
"kappa" "B" "O" "C" "MLE" 0
"condnum" "B" "O" "C" "MLE" 100.436732390414
"EL" "B" "O" "C" "MLE" 5.15345036095921
"RMSE" "B" "O" "C" "MLE" 0.00745366410253997
"kappa" "C" "O" "C" "MLE" 0
"condnum" "C" "O" "C" "MLE" 153.235401038008
"EL" "C" "O" "C" "MLE" 9.20428832378018
"RMSE" "C" "O" "C" "MLE" 0.0127001451466741
"kappa" "A" "P" "C" "MLE" 0
"condnum" "A" "P" "C" "MLE" 66.5980849058204
"EL" "A" "P" "C" "MLE" 1.00990066665484
"RMSE" "A" "P" "C" "MLE" 0.00102894962716634
"kappa" "B" "P" "C" "MLE" 0
"condnum" "B" "P" "C" "MLE" 103.082296943033
"EL" "B" "P" "C" "MLE" 4.2408405125877
"RMSE" "B" "P" "C" "MLE" 0.00676293545382034
"kappa" "C" "P" "C" "MLE" 0
"condnum" "C" "P" "C" "MLE" 175.349067469425
"EL" "C" "P" "C" "MLE" 8.81195149542416
"RMSE" "C" "P" "C" "MLE" 0.0124170247695503
"kappa" "A" "Q" "C" "MLE" 0
"condnum" "A" "Q" "C" "MLE" 61.9492310021418
"EL" "A" "Q" "C" "MLE" 1.13788020330682
"RMSE" "A" "Q" "C" "MLE" 0.00106727557445852
"kappa" "B" "Q" "C" "MLE" 0
"condnum" "B" "Q" "C" "MLE" 75.3708709101485
"EL" "B" "Q" "C" "MLE" 4.40659269137769
"RMSE" "B" "Q" "C" "MLE" 0.00703197777582466
"kappa" "C" "Q" "C" "MLE" 0
"condnum" "C" "Q" "C" "MLE" 193.940867749852
"EL" "C" "Q" "C" "MLE" 9.41123764051661
"RMSE" "C" "Q" "C" "MLE" 0.0129940041663087
"kappa" "A" "R" "C" "MLE" 0
"condnum" "A" "R" "C" "MLE" 81.0590198505414
"EL" "A" "R" "C" "MLE" 1.21360048618688
"RMSE" "A" "R" "C" "MLE" 0.00113726958050048
"kappa" "B" "R" "C" "MLE" 0
"condnum" "B" "R" "C" "MLE" 100.347519452483
"EL" "B" "R" "C" "MLE" 4.61529828927137
"RMSE" "B" "R" "C" "MLE" 0.00764847936943779
"kappa" "C" "R" "C" "MLE" 0
"condnum" "C" "R" "C" "MLE" 159.398943839983
"EL" "C" "R" "C" "MLE" 8.4567088504871
"RMSE" "C" "R" "C" "MLE" 0.0126348082764492
"kappa" "A" "S" "C" "MLE" 0
"condnum" "A" "S" "C" "MLE" 60.1401206252991
"EL" "A" "S" "C" "MLE" 1.22882451729352
"RMSE" "A" "S" "C" "MLE" 0.000987214478700936
"kappa" "B" "S" "C" "MLE" 0
"condnum" "B" "S" "C" "MLE" 78.2564548230398
"EL" "B" "S" "C" "MLE" 4.13357087308148
"RMSE" "B" "S" "C" "MLE" 0.00675276295685681
"kappa" "C" "S" "C" "MLE" 0
"condnum" "C" "S" "C" "MLE" 189.842467810291
"EL" "C" "S" "C" "MLE" 8.96177977148999
"RMSE" "C" "S" "C" "MLE" 0.0127025324299962
"kappa" "A" "T" "C" "MLE" 0
"condnum" "A" "T" "C" "MLE" 61.830192831656
"EL" "A" "T" "C" "MLE" 0.907626702107265
"RMSE" "A" "T" "C" "MLE" 0.00093611702394815
"kappa" "B" "T" "C" "MLE" 0
"condnum" "B" "T" "C" "MLE" 175.622539779916
"EL" "B" "T" "C" "MLE" 4.63209533366381
"RMSE" "B" "T" "C" "MLE" 0.00716774916054672
"kappa" "C" "T" "C" "MLE" 0
"condnum" "C" "T" "C" "MLE" 165.123465581825
"EL" "C" "T" "C" "MLE" 9.86228740708861
"RMSE" "C" "T" "C" "MLE" 0.0142126063844694
"kappa" "A" "U" "C" "MLE" 0
"condnum" "A" "U" "C" "MLE" 70.6379565405831
"EL" "A" "U" "C" "MLE" 1.05275381213465
"RMSE" "A" "U" "C" "MLE" 0.000990608820546867
"kappa" "B" "U" "C" "MLE" 0
"condnum" "B" "U" "C" "MLE" 114.875413806728
"EL" "B" "U" "C" "MLE" 4.64872107375154
"RMSE" "B" "U" "C" "MLE" 0.00741767126350778
"kappa" "C" "U" "C" "MLE" 0
"condnum" "C" "U" "C" "MLE" 156.241808501363
"EL" "C" "U" "C" "MLE" 8.66494434764667
"RMSE" "C" "U" "C" "MLE" 0.0121981637778177
"kappa" "A" "V" "C" "MLE" 0
"condnum" "A" "V" "C" "MLE" 79.5030602381369
"EL" "A" "V" "C" "MLE" 1.12791245774564
"RMSE" "A" "V" "C" "MLE" 0.000989874072460431
"kappa" "B" "V" "C" "MLE" 0
"condnum" "B" "V" "C" "MLE" 90.4631605765158
"EL" "B" "V" "C" "MLE" 4.86292352602506
"RMSE" "B" "V" "C" "MLE" 0.007351304921352
"kappa" "C" "V" "C" "MLE" 0
"condnum" "C" "V" "C" "MLE" 171.434633221165
"EL" "C" "V" "C" "MLE" 9.65657122423505
"RMSE" "C" "V" "C" "MLE" 0.013082083250083
"kappa" "A" "W" "C" "MLE" 0
"condnum" "A" "W" "C" "MLE" 69.0171100475331
"EL" "A" "W" "C" "MLE" 0.965925589856163
"RMSE" "A" "W" "C" "MLE" 0.000978936758195212
"kappa" "B" "W" "C" "MLE" 0
"condnum" "B" "W" "C" "MLE" 120.162309421077
"EL" "B" "W" "C" "MLE" 4.93238218498021
"RMSE" "B" "W" "C" "MLE" 0.00744390726404579
"kappa" "C" "W" "C" "MLE" 0
"condnum" "C" "W" "C" "MLE" 158.886472315666
"EL" "C" "W" "C" "MLE" 8.96911171101402
"RMSE" "C" "W" "C" "MLE" 0.0129476339822925
"kappa" "A" "X" "C" "MLE" 0
"condnum" "A" "X" "C" "MLE" 59.7904088879462
"EL" "A" "X" "C" "MLE" 0.976881845394082
"RMSE" "A" "X" "C" "MLE" 0.000839112317019165
"kappa" "B" "X" "C" "MLE" 0
"condnum" "B" "X" "C" "MLE" 119.931057448318
"EL" "B" "X" "C" "MLE" 4.82514685671293
"RMSE" "B" "X" "C" "MLE" 0.00765441552899246
"kappa" "C" "X" "C" "MLE" 0
"condnum" "C" "X" "C" "MLE" 143.193463860143
"EL" "C" "X" "C" "MLE" 8.27964377672623
"RMSE" "C" "X" "C" "MLE" 0.0120094639068307
"kappa" "A" "Y" "C" "MLE" 0
"condnum" "A" "Y" "C" "MLE" 75.1081517842702
"EL" "A" "Y" "C" "MLE" 1.3149461415852
"RMSE" "A" "Y" "C" "MLE" 0.00113940151026467
"kappa" "B" "Y" "C" "MLE" 0
"condnum" "B" "Y" "C" "MLE" 103.147373310935
"EL" "B" "Y" "C" "MLE" 4.7945783407255
"RMSE" "B" "Y" "C" "MLE" 0.00755106848233771
"kappa" "C" "Y" "C" "MLE" 0
"condnum" "C" "Y" "C" "MLE" 143.637786537556
"EL" "C" "Y" "C" "MLE" 9.22509447190485
"RMSE" "C" "Y" "C" "MLE" 0.0125944589762346
"kappa" "A" "Z" "C" "MLE" 0
"condnum" "A" "Z" "C" "MLE" 75.0263087157635
"EL" "A" "Z" "C" "MLE" 1.21600450267103
"RMSE" "A" "Z" "C" "MLE" 0.000992939377470725
"kappa" "B" "Z" "C" "MLE" 0
"condnum" "B" "Z" "C" "MLE" 72.2775275633944
"EL" "B" "Z" "C" "MLE" 3.83593985385997
"RMSE" "B" "Z" "C" "MLE" 0.00692443755463012
"kappa" "C" "Z" "C" "MLE" 0
"condnum" "C" "Z" "C" "MLE" 163.889305286678
"EL" "C" "Z" "C" "MLE" 8.83871891061413
"RMSE" "C" "Z" "C" "MLE" 0.0120481589920721
"kappa" "A" "A1" "C" "MLE" 0
"condnum" "A" "A1" "C" "MLE" 69.0493765525431
"EL" "A" "A1" "C" "MLE" 1.08258427286533
"RMSE" "A" "A1" "C" "MLE" 0.000966160172627573
"kappa" "B" "A1" "C" "MLE" 0
"condnum" "B" "A1" "C" "MLE" 85.1352705346765
"EL" "B" "A1" "C" "MLE" 4.22082512594727
"RMSE" "B" "A1" "C" "MLE" 0.00670298400489595
"kappa" "C" "A1" "C" "MLE" 0
"condnum" "C" "A1" "C" "MLE" 176.025303201398
"EL" "C" "A1" "C" "MLE" 9.45481829207112
"RMSE" "C" "A1" "C" "MLE" 0.0131150639043372
"kappa" "A" "B1" "C" "MLE" 0
"condnum" "A" "B1" "C" "MLE" 60.4134752257911
"EL" "A" "B1" "C" "MLE" 1.23978488798054
"RMSE" "A" "B1" "C" "MLE" 0.00107328036062967
"kappa" "B" "B1" "C" "MLE" 0
"condnum" "B" "B1" "C" "MLE" 56.8671286389119
"EL" "B" "B1" "C" "MLE" 4.35971136636261
"RMSE" "B" "B1" "C" "MLE" 0.0069358510168979
"kappa" "C" "B1" "C" "MLE" 0
"condnum" "C" "B1" "C" "MLE" 153.778565406048
"EL" "C" "B1" "C" "MLE" 9.45405690103345
"RMSE" "C" "B1" "C" "MLE" 0.0132888171193162
"kappa" "A" "C1" "C" "MLE" 0
"condnum" "A" "C1" "C" "MLE" 64.1715188284243
"EL" "A" "C1" "C" "MLE" 1.19368248338188
